Zona_Origen,Poblacion_Origen,Zona_Destino,Usa_Transporte_Publico,Parada_Origen,Parada_Destino,Tiempo_Acceso_Minutos,Tiempo_Salida_Minutos,Distancia_Acceso_Metros,Distancia_Salida_Metros,Fuente_Datos_Acceso,Fuente_Datos_Salida,Tiempo_Viaje_Total_Minutos,Tiempo_Trayecto_Minutos,Numero_Transbordos,Distancia_Viaje_Total_Km,Distancia_Trayecto_Km,Tiempo_Espera_Transbordo_Minutos,Frecuencia_Servicio,Tiempo_Acceso_Original,Tiempo_Salida_Original,Distancia_Acceso_Original_Km,Distancia_Salida_Original_Km,Tiempo_Viaje_Original_Minutos,Tiempo_Total_Puerta_a_Puerta_Minutos,Verificacion_Tiempo_Total
72,372.0,901,True,1257.0,1078.0,3.84506127,0.91846033625,307.6049016,73.4768269,Calculado,Calculado,72.41352160625001,67.65,0.0,44.102,43.838,0.0,8.0,3.03,0.93,0.202,0.062,71.62,72.41352160625001,72.41352160625001
73,787.0,901,True,1101.0,1078.0,1.0279030275,0.91846033625,82.2322422,73.4768269,Calculado,Calculado,51.49636336375,49.55,1.0,31.054,30.903,6.07,17.0,1.33,0.93,0.089,0.062,51.82,51.49636336375,57.56636336375
74,33.0,901,True,1536.0,1078.0,9.93493330375,0.91846033625,794.7946643,73.4768269,Calculado,Calculado,20.18339364,9.33,0.0,6.402,5.777,0.0,64.0,8.45,0.93,0.563,0.062,18.72,20.18339364,20.18339364
75,22.0,901,True,1413.0,1078.0,29.231624,0.91846033625,2338.52992,73.4768269,Calculado,Calculado,52.400084336249996,22.25,0.0,17.478,16.37,0.0,38.0,15.68,0.93,1.046,0.062,38.87,52.400084336249996,52.400084336249996
76,32.0,901,True,1109.0,1078.0,38.3176875575,0.91846033625,3065.4150046,73.4768269,Calculado,Calculado,79.48614789375,40.25,1.0,26.355,24.146,6.07,17.0,32.2,0.93,2.147,0.062,73.38,79.48614789375,85.55614789375
77,7575.0,903,True,679.0,283.0,14.31589673125,4.08,1145.2717385,272.0,Calculado,Mapeado,69.81589673124999,51.42,0.0,37.451,36.624,0.0,14.0,8.33,4.08,0.556,0.272,63.83,69.81589673124999,69.81589673124999
78,6.0,901,True,1047.0,1078.0,19.47149238625,0.91846033625,1557.7193909,73.4768269,Calculado,Calculado,91.23995272249999,70.85,0.0,50.226,48.807,0.0,8.0,20.35,0.93,1.357,0.062,92.13,91.23995272249999,91.23995272249999
79,89.0,904,True,1199.0,2220.0,9.27172925625,0.90773412,741.7383405,72.6187296,Calculado,Calculado,58.05946337625,47.88,1.0,30.303,29.695,1.15,15.0,8.42,0.7,0.561,0.047,57.0,58.05946337625,59.20946337625
80,56.0,901,True,1975.0,1078.0,45.26120641875,0.91846033625,3620.8965135,73.4768269,Calculado,Calculado,73.649666755,27.47,0.0,16.71,15.741,0.0,15.0,13.6,0.93,0.907,0.062,42.0,73.649666755,73.649666755
81,59.0,901,True,1532.0,1078.0,10.751323935,0.91846033625,860.1059148,73.4768269,Calculado,Calculado,26.34978427125,14.68,0.0,9.964,9.793,0.0,37.0,1.63,0.93,0.109,0.062,17.25,26.34978427125,26.34978427125
82,2494.0,904,True,2077.0,2219.0,4.91335080375,0.79330144375,393.0680643,63.4641155,Calculado,Calculado,22.856652247499998,17.15,0.0,7.056,6.736,0.0,15.0,3.88,0.93,0.258,0.062,21.97,22.856652247499998,22.856652247499998
83,24.0,901,True,1059.0,1078.0,16.383018817499998,0.91846033625,1310.6415054,73.4768269,Calculado,Calculado,62.33147915375,45.03,0.0,34.062,32.862,0.0,8.0,17.07,0.93,1.137,0.062,63.03,62.33147915375,62.33147915375
84,3737.0,903,True,475.0,2064.0,1.154984505,2.5,92.3987604,166.0,Calculado,Mapeado,21.574984505000003,17.92,0.0,11.612,11.35,0.0,13.0,1.45,2.5,0.096,0.166,21.87,21.574984505000003,21.574984505000003
85,37.0,901,True,1157.0,1005.0,25.35636248875,1.089115005,2028.5089991,87.1292004,Calculado,Calculado,80.39547749375001,53.95,2.0,29.584,28.899,4.65,6.0,9.18,1.1,0.612,0.074,64.23,80.39547749375001,85.04547749375001
86,38.0,901,True,1862.0,1078.0,0.7940414474999999,0.91846033625,63.5233158,73.4768269,Calculado,Calculado,70.16250178375002,68.45,0.0,47.115,47.014,0.0,8.0,0.58,0.93,0.038,0.062,69.97,70.16250178375002,70.16250178375002
87,35.0,900,True,7.0,419.0,7.14562119,3.92419108875,571.6496952,313.9352871,Calculado,Calculado,22.439812278749997,11.37,0.0,8.477,7.566,0.0,39.0,10.68,2.97,0.712,0.198,25.02,22.439812278749997,22.439812278749997
88,71.0,901,True,957.0,1005.0,7.066631940000001,1.089115005,565.3305552,87.1292004,Calculado,Calculado,10.625746945000001,2.47,0.0,2.575,2.062,0.0,136.0,6.6,1.1,0.44,0.074,10.17,10.625746945000001,10.625746945000001
89,45.0,901,True,1561.0,1004.0,1.27525690375,2.95083712375,102.0205523,236.0669699,Calculado,Calculado,79.89609402750001,75.67,0.0,32.822,32.65,0.0,23.0,0.77,1.8,0.051,0.12,78.23,79.89609402750001,79.89609402750001
90,4544.0,904,True,2080.0,2219.0,5.86429660625,0.79330144375,469.1437285,63.4641155,Calculado,Calculado,21.00759805,14.35,0.0,5.981,5.592,0.0,22.0,4.92,0.93,0.328,0.062,20.2,21.00759805,21.00759805
91,16507.0,904,True,1199.0,2220.0,4.68046334,0.90773412,374.4370672,72.6187296,Calculado,Calculado,53.468197460000006,47.88,1.0,30.036,29.695,1.15,15.0,4.42,0.7,0.294,0.047,53.0,53.468197460000006,54.618197460000005
92,36.0,901,True,1413.0,1078.0,35.8706173075,0.91846033625,2869.6493846,73.4768269,Calculado,Calculado,59.03907764375,22.25,0.0,17.827,16.37,0.0,38.0,20.92,0.93,1.394,0.062,44.1,59.03907764375,59.03907764375
93,26.0,902,True,750.0,209.0,63.1924555825,1.58,5055.3964466,106.0,Calculado,Mapeado,144.39245558250002,79.62,2.0,55.49,52.171,8.85,7.0,48.18,1.58,3.213,0.106,129.38,144.39245558250002,153.2424555825
94,2046.0,904,True,1692.0,2220.0,0.4115104025,0.90773412,32.9208322,72.6187296,Calculado,Calculado,44.6392445225,43.32,1.0,19.323,19.243,5.5,15.0,0.5,0.7,0.034,0.047,44.52,44.6392445225,50.1392445225
95,100.0,902,True,1484.0,209.0,32.13408319875,1.58,2570.7266559,106.0,Calculado,Mapeado,85.96408319875,52.25,1.0,44.292,42.594,1.72,22.0,23.88,1.58,1.593,0.106,77.72,85.96408319875,87.68408319875
96,3804.0,901,True,1714.0,1078.0,2.1402040225,0.91846033625,171.2163218,73.4768269,Calculado,Calculado,26.45866435875,23.4,0.0,27.486,27.174,0.0,15.0,3.75,0.93,0.25,0.062,28.08,26.45866435875,26.45866435875
97,36.0,902,True,811.0,209.0,15.73442221625,1.58,1258.7537773,106.0,Calculado,Mapeado,68.11442221624999,50.8,2.0,30.238,29.186,8.85,7.0,14.18,1.58,0.946,0.106,66.57,68.11442221624999,76.96442221624999
98,79.0,902,True,748.0,209.0,17.8635540625,1.58,1429.084325,106.0,Calculado,Mapeado,96.4235540625,76.98,2.0,50.552,49.584,8.85,7.0,12.93,1.58,0.862,0.106,91.5,96.4235540625,105.2735540625
99,41.0,901,True,1394.0,1078.0,2.3134517312500003,0.91846033625,185.0761385,73.4768269,Calculado,Calculado,7.351912067500001,4.12,0.0,2.766,2.532,0.0,65.0,2.57,0.93,0.171,0.062,7.62,7.351912067500001,7.351912067500001
100,94.0,901,True,1973.0,1078.0,40.08112193875,0.91846033625,3206.4897551,73.4768269,Calculado,Calculado,65.36958227500001,24.37,0.0,15.875,14.126,0.0,15.0,25.3,0.93,1.687,0.062,50.6,65.36958227500001,65.36958227500001
101,348605.0,902,True,1823.0,209.0,3.880949215,1.58,310.4759372,106.0,Calculado,Mapeado,8.190949215,2.73,0.0,1.883,1.33,0.0,207.0,6.72,1.58,0.448,0.106,11.03,8.190949215,8.190949215
102,174.0,901,True,1493.0,1078.0,25.32566284875,0.91846033625,2026.0530279,73.4768269,Calculado,Calculado,67.69412318500001,41.45,0.0,40.308,38.422,0.0,15.0,27.35,0.93,1.823,0.062,69.73,67.69412318500001,67.69412318500001
103,36.0,902,True,784.0,209.0,21.2243718575,1.58,1697.9497486,106.0,Calculado,Mapeado,101.0543718575,78.25,2.0,51.72,50.614,8.85,7.0,15.0,1.58,1.0,0.106,94.83,101.0543718575,109.9043718575
104,40.0,901,True,1389.0,1078.0,3.20522266625,0.91846033625,256.4178133,73.4768269,Calculado,Calculado,15.4536830025,11.33,0.0,7.42,7.027,0.0,30.0,4.95,0.93,0.33,0.062,17.22,15.4536830025,15.4536830025
105,36.0,904,True,1761.0,2220.0,25.55555867625,0.90773412,2044.4446941,72.6187296,Calculado,Calculado,71.21329279625,44.75,1.0,20.667,19.388,9.52,2.0,18.5,0.7,1.233,0.047,63.95,71.21329279625,80.73329279625
106,27.0,901,True,182.0,1005.0,24.8330889525,1.089115005,1986.6471162,87.1292004,Calculado,Calculado,48.2222039575,22.3,0.0,10.429,9.557,0.0,51.0,11.97,1.1,0.798,0.074,35.37,48.2222039575,48.2222039575
107,6.0,901,True,178.0,1004.0,31.48797414875,2.95083712375,2519.0379319,236.0669699,Calculado,Calculado,62.0588112725,27.62,0.0,12.708,11.515,0.0,46.0,16.08,1.8,1.072,0.12,45.5,62.0588112725,62.0588112725
108,27.0,900,True,587.0,271.0,27.267207685,1.57028923875,2181.3766148,125.6231391,Calculado,Calculado,41.91749692375,13.08,0.0,7.509,6.764,0.0,31.0,9.92,1.27,0.661,0.085,24.27,41.91749692375,41.91749692375
109,743.0,900,True,39.0,419.0,4.48793335375,3.92419108875,359.0346683,313.9352871,Calculado,Calculado,17.432124442499997,9.02,0.0,7.103,6.731,0.0,36.0,2.62,2.97,0.175,0.198,14.6,17.432124442499997,17.432124442499997
110,81.0,900,True,710.0,271.0,0.96348907,1.57028923875,77.0791256,125.6231391,Calculado,Calculado,54.83377830875,52.3,2.0,19.963,19.836,4.1,8.0,0.63,1.27,0.042,0.085,54.2,54.83377830875,58.93377830875
111,452.0,902,True,750.0,209.0,1.71496319,1.58,137.1970552,106.0,Calculado,Mapeado,82.91496319000001,79.62,2.0,52.413,52.171,8.85,7.0,2.03,1.58,0.135,0.106,83.23,82.91496319000001,91.76496319
112,25.0,900,True,580.0,271.0,31.34191632125,1.57028923875,2507.3533057,125.6231391,Calculado,Calculado,60.96220556,28.05,0.0,15.256,14.264,0.0,37.0,13.6,1.27,0.907,0.085,42.92,60.96220556,60.96220556
113,36.0,902,True,2185.0,209.0,21.82204902625,1.58,1745.7639221,106.0,Calculado,Mapeado,102.25204902624999,78.85,3.0,42.482,41.456,19.78,2.0,13.8,1.58,0.92,0.106,94.23,102.25204902624999,122.03204902625
114,22.0,904,True,1096.0,2220.0,20.80055230125,0.90773412,1664.0441841,72.6187296,Calculado,Calculado,72.78828642124999,51.08,1.0,31.334,30.224,1.15,15.0,15.93,0.7,1.063,0.047,67.72,72.78828642124999,73.93828642125
115,5752.0,901,True,169.0,1005.0,3.81224063625,1.089115005,304.9792509,87.1292004,Calculado,Calculado,17.23135564125,12.33,0.0,8.286,7.966,0.0,70.0,3.7,1.1,0.246,0.074,17.13,17.23135564125,17.23135564125
116,25.0,901,True,1382.0,1078.0,12.16766766875,0.91846033625,973.4134135,73.4768269,Calculado,Calculado,32.836128005,19.75,0.0,14.344,13.537,0.0,38.0,11.18,0.93,0.745,0.062,31.87,32.836128005,32.836128005
117,7.0,901,True,1393.0,1078.0,17.567223103750003,0.91846033625,1405.3778483,73.4768269,Calculado,Calculado,24.915683440000002,6.43,0.0,3.942,3.556,0.0,65.0,4.85,0.93,0.323,0.062,12.22,24.915683440000002,24.915683440000002
118,29816.0,901,True,1375.0,1078.0,7.986715173749999,0.91846033625,638.9372139,73.4768269,Calculado,Calculado,24.20517551,15.3,0.0,20.63,20.054,0.0,34.0,7.72,0.93,0.515,0.062,23.95,24.20517551,24.20517551
119,448.0,901,True,1048.0,1078.0,1.83149356375,0.91846033625,146.5194851,73.4768269,Calculado,Calculado,65.91995390000001,63.17,0.0,44.736,44.583,0.0,8.0,1.35,0.93,0.09,0.062,65.45,65.91995390000001,65.91995390000001
120,78.0,901,True,1419.0,1078.0,36.53915675875,0.91846033625,2923.1325407,73.4768269,Calculado,Calculado,75.377617095,37.92,1.0,37.699,35.981,0.4,36.0,24.85,0.93,1.656,0.062,63.7,75.377617095,75.77761709500001
121,72.0,902,True,786.0,209.0,0.3399924,1.58,27.199392,106.0,Calculado,Mapeado,78.4499924,76.53,2.0,49.38,49.222,8.85,7.0,0.78,1.58,0.052,0.106,78.9,78.4499924,87.2999924
122,31.0,900,True,621.0,271.0,14.074795116249998,1.57028923875,1125.9836093,125.6231391,Calculado,Calculado,36.365084355,20.72,0.0,11.65,10.673,0.0,31.0,13.38,1.27,0.892,0.085,35.37,36.365084355,36.365084355
123,482.0,900,True,624.0,271.0,2.2804269475,1.57028923875,182.4341558,125.6231391,Calculado,Calculado,22.270716186250002,18.42,0.0,9.704,9.497,0.0,30.0,1.82,1.27,0.121,0.085,21.5,22.270716186250002,22.270716186250002
124,251.0,900,True,662.0,271.0,0.31281822375,1.57028923875,25.0254579,125.6231391,Calculado,Calculado,44.7131074625,42.83,1.0,22.076,21.949,0.57,12.0,0.63,1.27,0.042,0.085,44.73,44.7131074625,45.2831074625
125,159.0,900,True,561.0,292.0,3.2140743487500005,3.99582673875,257.1259479,319.6661391,Calculado,Calculado,41.479901087500004,34.27,1.0,13.938,13.499,2.8,39.0,2.78,3.82,0.185,0.255,40.87,41.479901087500004,44.2799010875
126,30.0,900,True,698.0,271.0,2.46654258125,1.57028923875,197.3234065,125.6231391,Calculado,Calculado,41.65683182,37.62,1.0,19.158,18.945,0.57,19.0,1.92,1.27,0.128,0.085,40.8,41.65683182,42.22683182
127,26.0,900,True,417.0,271.0,10.6187403575,1.57028923875,849.4992286,125.6231391,Calculado,Calculado,36.31902959625,24.13,1.0,10.564,10.131,0.8,57.0,5.22,1.27,0.348,0.085,30.62,36.31902959625,37.119029596249995
128,337.0,901,True,1032.0,1078.0,0.794466335,0.91846033625,63.5573068,73.4768269,Calculado,Calculado,54.26292667125,52.55,0.0,38.419,38.313,0.0,8.0,0.67,0.93,0.044,0.062,54.15,54.26292667125,54.26292667125
129,113.0,901,True,1252.0,1078.0,0.7308817237499999,0.91846033625,58.4705379,73.4768269,Calculado,Calculado,77.46934206,75.82,0.0,49.178,49.085,0.0,8.0,0.47,0.93,0.031,0.062,77.22,77.46934206,77.46934206
130,31.0,901,True,1328.0,1078.0,9.5321865675,0.91846033625,762.5749254,73.4768269,Calculado,Calculado,31.500646903750003,21.05,0.0,15.818,15.156,0.0,32.0,9.0,0.93,0.6,0.062,30.98,31.500646903750003,31.500646903750003
131,171.0,901,True,1246.0,1078.0,21.58872579125,0.91846033625,1727.0980633,73.4768269,Calculado,Calculado,101.40718612750001,78.9,0.0,52.763,51.58,0.0,24.0,16.82,0.93,1.121,0.062,96.65,101.40718612750001,101.40718612750001
132,368.0,904,True,1142.0,2220.0,5.66922335,0.90773412,453.537868,72.6187296,Calculado,Calculado,49.456957470000006,42.88,1.0,23.523,23.124,1.37,15.0,5.28,0.7,0.352,0.047,48.87,49.456957470000006,50.82695747
133,3445.0,901,True,182.0,1005.0,3.97670309875,1.089115005,318.1362479,87.1292004,Calculado,Calculado,27.36581810375,22.3,0.0,9.889,9.557,0.0,40.0,3.87,1.1,0.258,0.074,27.27,27.36581810375,27.36581810375
134,335.0,901,True,1394.0,1078.0,1.98229401375,0.91846033625,158.5835211,73.4768269,Calculado,Calculado,7.02075435,4.12,0.0,2.744,2.532,0.0,65.0,2.25,0.93,0.149,0.062,7.3,7.02075435,7.02075435
135,753.0,903,True,1126.0,2064.0,11.90212889625,2.5,952.1703117,166.0,Calculado,Mapeado,39.67212889625,25.27,0.0,16.072,15.588,0.0,13.0,4.77,2.5,0.318,0.166,32.53,39.67212889625,39.67212889625
136,474.0,901,True,1107.0,1078.0,3.18230450375,0.91846033625,254.5843603,73.4768269,Calculado,Calculado,46.23076484,42.13,1.0,25.28,25.132,6.07,17.0,1.3,0.93,0.086,0.062,44.37,46.23076484,52.30076484
137,300.0,901,True,957.0,1005.0,13.24061896375,1.089115005,1059.2495171,87.1292004,Calculado,Calculado,16.79973396875,2.47,0.0,2.602,2.062,0.0,147.0,7.0,1.1,0.466,0.074,10.57,16.79973396875,16.79973396875
138,183.0,904,True,1761.0,2220.0,2.12009847875,0.90773412,169.6078783,72.6187296,Calculado,Calculado,47.77783259875,44.75,1.0,19.598,19.388,9.52,2.0,2.45,0.7,0.164,0.047,47.9,47.77783259875,57.297832598750006
139,3851.0,904,True,2188.0,1648.0,5.32926149125,6.839990448749999,426.3409193,547.1992359,Calculado,Calculado,22.28925194,10.12,0.0,7.451,6.772,0.0,6.0,4.17,6.03,0.277,0.402,20.32,22.28925194,22.28925194
140,431.0,901,True,1055.0,1078.0,9.233441205,0.91846033625,738.6752964,73.4768269,Calculado,Calculado,59.33190154125,49.18,0.0,37.063,36.591,0.0,8.0,6.15,0.93,0.41,0.062,56.27,59.33190154125,59.33190154125
141,1765.0,901,True,1660.0,1078.0,2.26345908875,0.91846033625,181.0767271,73.4768269,Calculado,Calculado,19.061919425,15.88,0.0,10.805,10.636,0.0,40.0,1.6,0.93,0.106,0.062,18.42,19.061919425,19.061919425
142,93.0,901,True,455.0,1078.0,1.57128476625,0.91846033625,125.7027813,73.4768269,Calculado,Calculado,12.959745102500001,10.47,0.0,7.334,7.168,0.0,10.0,1.55,0.93,0.103,0.062,12.95,12.959745102500001,12.959745102500001
143,165.0,904,True,1802.0,2220.0,2.671775835,0.90773412,213.7420668,72.6187296,Calculado,Calculado,13.379509955000001,9.8,0.0,6.248,6.091,0.0,15.0,1.65,0.7,0.111,0.047,12.15,13.379509955000001,13.379509955000001
144,9378.0,900,True,57.0,419.0,3.17373022,3.92419108875,253.8984176,313.9352871,Calculado,Calculado,14.697921308749999,7.6,0.0,6.622,6.366,0.0,33.0,0.88,2.97,0.059,0.198,11.45,14.697921308749999,14.697921308749999
145,78.0,901,True,1268.0,1078.0,23.5408681925,0.91846033625,1883.2694554,73.4768269,Calculado,Calculado,74.48932852875001,50.03,0.0,33.713,32.559,0.0,8.0,16.38,0.93,1.092,0.062,67.35,74.48932852875001,74.48932852875001
146,91.0,901,True,1723.0,1078.0,52.81648708,0.91846033625,4225.3189664,73.4768269,Calculado,Calculado,118.60494741625001,64.87,0.0,45.794,42.483,0.0,8.0,48.73,0.93,3.249,0.062,114.53,118.60494741625001,118.60494741625001
147,13.0,901,True,1939.0,1005.0,48.3385519775,1.089115005,3867.0841582,87.1292004,Calculado,Calculado,127.0476669825,77.62,0.0,41.146,39.283,0.0,7.0,26.83,1.1,1.789,0.074,105.55,127.0476669825,127.0476669825
148,722.0,904,True,2161.0,1648.0,4.14315231625,6.839990448749999,331.4521853,547.1992359,Calculado,Calculado,24.303142764999997,13.32,1.0,9.572,8.994,0.12,5.0,2.63,6.03,0.176,0.402,21.98,24.303142764999997,24.423142764999998
149,26.0,901,True,1166.0,1005.0,41.35772534125,1.089115005,3308.6180273,87.1292004,Calculado,Calculado,84.84684034624999,42.4,2.0,23.504,21.801,4.65,6.0,24.43,1.1,1.629,0.074,67.93,84.84684034624999,89.49684034625
150,93.0,901,True,1059.0,1078.0,21.047212135,0.91846033625,1683.7769708,73.4768269,Calculado,Calculado,66.99567247125,45.03,0.0,34.258,32.862,0.0,8.0,20.0,0.93,1.333,0.062,65.97,66.99567247125,66.99567247125
151,115.0,900,True,832.0,329.0,7.4525528925,2.0380568287500003,596.2042314,163.0445463,Calculado,Calculado,12.940609721250002,3.45,0.0,2.333,1.96,0.0,64.0,3.48,2.12,0.232,0.141,9.05,12.940609721250002,12.940609721250002
152,138.0,901,True,1392.0,1078.0,6.464095777500001,0.91846033625,517.1276622,73.4768269,Calculado,Calculado,14.832556113750002,7.45,0.0,4.794,4.405,0.0,65.0,4.9,0.93,0.326,0.062,13.28,14.832556113750002,14.832556113750002
153,20.0,901,True,1537.0,1078.0,21.35596018375,0.91846033625,1708.4768147,73.4768269,Calculado,Calculado,37.60442052,15.33,1.0,9.708,8.465,0.1,45.0,17.72,0.93,1.181,0.062,33.98,37.60442052,37.70442052
154,6578.0,902,True,1485.0,209.0,5.22370247625,1.58,417.8961981,106.0,Calculado,Mapeado,57.33370247625,50.53,1.0,43.382,42.914,3.47,21.0,5.42,1.58,0.361,0.106,57.53,57.33370247625,60.803702476249995
155,1589.0,904,True,1647.0,2220.0,3.451545445,0.90773412,276.1236356,72.6187296,Calculado,Calculado,7.729279565,3.37,0.0,1.315,1.112,0.0,21.0,2.33,0.7,0.156,0.047,6.4,7.729279565,7.729279565
156,418.0,903,True,473.0,2064.0,1.7098828950000002,2.5,136.7906316,166.0,Calculado,Mapeado,23.189882895,18.98,0.0,12.457,12.209,0.0,13.0,1.23,2.5,0.082,0.166,22.72,23.189882895,23.189882895
157,988.0,903,True,1809.0,2064.0,6.31785039875,2.5,505.4280319,166.0,Calculado,Mapeado,20.58785039875,11.77,0.0,8.098,7.762,0.0,13.0,2.53,2.5,0.169,0.166,16.8,20.58785039875,20.58785039875
158,441.0,901,True,978.0,1078.0,33.59047823625,0.91846033625,2687.2382589,73.4768269,Calculado,Calculado,80.7389385725,46.23,0.0,44.052,41.585,0.0,15.0,36.07,0.93,2.405,0.062,83.23,80.7389385725,80.7389385725
159,89.0,904,True,1765.0,2220.0,1.66877621,0.90773412,133.5020968,72.6187296,Calculado,Calculado,43.626510329999995,41.05,1.0,17.383,17.216,9.52,2.0,1.8,0.7,0.121,0.047,43.55,43.626510329999995,53.14651033
160,311.0,904,True,1613.0,2220.0,4.695260245,0.90773412,375.6208196,72.6187296,Calculado,Calculado,37.252994365,31.65,1.0,10.316,9.988,16.7,15.0,4.23,0.7,0.282,0.047,36.58,37.252994365,53.952994364999995
161,37.0,901,True,1327.0,1078.0,2.01042800125,0.91846033625,160.8342401,73.4768269,Calculado,Calculado,50.158888337499995,47.23,1.0,21.094,20.929,10.05,9.0,1.53,0.93,0.102,0.062,49.7,50.158888337499995,60.2088883375
162,15615.0,901,True,1420.0,1078.0,2.4948969175,0.91846033625,199.5917534,73.4768269,Calculado,Calculado,39.56335725375,36.15,1.0,35.289,35.042,0.4,25.0,2.78,0.93,0.185,0.062,39.87,39.56335725375,39.96335725375
163,33.0,901,True,1395.0,1078.0,17.18499881625,0.91846033625,1374.7999053,73.4768269,Calculado,Calculado,20.2334591525,2.13,0.0,2.502,1.603,0.0,65.0,12.55,0.93,0.837,0.062,15.62,20.2334591525,20.2334591525
164,64.0,901,True,331603.0,1078.0,20.43127811875,0.91846033625,1634.5022495,73.4768269,Calculado,Calculado,33.449738455,12.1,0.0,7.741,7.222,0.0,41.0,6.85,0.93,0.456,0.062,19.88,33.449738455,33.449738455
165,324.0,903,True,320.0,284.0,49.26151353,2.53,3940.9210824,169.0,Calculado,Mapeado,55.22151353,3.43,0.0,4.84,1.914,0.0,154.0,41.37,2.53,2.758,0.169,47.33,55.22151353,55.22151353
166,2512.0,901,True,1690.0,1078.0,1.84648708125,0.91846033625,147.7189665,73.4768269,Calculado,Calculado,35.814947417499994,33.05,0.0,24.871,24.69,0.0,16.0,1.77,0.93,0.118,0.062,35.75,35.814947417499994,35.814947417499994
167,905.0,901,True,1491.0,1078.0,1.19569509125,0.91846033625,95.6556073,73.4768269,Calculado,Calculado,58.0841554275,55.97,0.0,49.199,49.086,0.0,15.0,0.75,0.93,0.05,0.062,57.65,58.0841554275,58.0841554275
168,73.0,901,True,1163.0,1005.0,41.86090208,1.089115005,3348.8721664,87.1292004,Calculado,Calculado,87.82001708499999,44.87,2.0,25.002,23.31,4.65,6.0,24.28,1.1,1.618,0.074,70.25,87.82001708499999,92.470017085
169,21.0,901,True,1328.0,1078.0,5.3891337,0.91846033625,431.130696,73.4768269,Calculado,Calculado,27.35759403625,21.05,0.0,15.601,15.156,0.0,32.0,5.73,0.93,0.383,0.062,27.72,27.35759403625,27.35759403625
170,956.0,900,True,39.0,419.0,3.00713165875,3.92419108875,240.5705327,313.9352871,Calculado,Calculado,15.951322747499999,9.02,0.0,7.139,6.731,0.0,35.0,3.15,2.97,0.21,0.198,15.13,15.951322747499999,15.951322747499999
171,76.0,901,True,1391.0,1078.0,2.009053675,0.91846033625,160.724294,73.4768269,Calculado,Calculado,11.69751401125,8.77,0.0,5.269,5.057,0.0,64.0,2.25,0.93,0.15,0.062,11.95,11.69751401125,11.69751401125
172,74.0,901,True,1072.0,1078.0,32.71463937,0.91846033625,2617.1711496,73.4768269,Calculado,Calculado,50.78309970625,17.15,0.0,13.238,11.965,0.0,16.0,18.15,0.93,1.21,0.062,36.23,50.78309970625,50.78309970625
173,244.0,901,True,326934.0,1078.0,8.23088518875,0.91846033625,658.4708151,73.4768269,Calculado,Calculado,29.649345525,20.5,0.0,14.934,14.313,0.0,38.0,8.38,0.93,0.558,0.062,29.82,29.649345525,29.649345525
174,66.0,901,True,1059.0,1078.0,55.90345654375,0.91846033625,4472.2765235,73.4768269,Calculado,Calculado,101.85191688,45.03,0.0,36.669,32.862,0.0,8.0,56.17,0.93,3.744,0.062,102.13,101.85191688,101.85191688
175,25.0,901,True,1107.0,1078.0,8.79544210625,0.91846033625,703.6353685,73.4768269,Calculado,Calculado,47.3639024425,37.65,0.0,29.719,28.172,0.0,16.0,22.27,0.93,1.485,0.062,60.85,47.3639024425,47.3639024425
176,183.0,900,True,373.0,271.0,14.003841327500002,1.57028923875,1120.3073062,125.6231391,Calculado,Calculado,19.904130566250004,4.33,0.0,2.922,2.262,0.0,61.0,8.63,1.27,0.575,0.085,14.23,19.904130566250004,19.904130566250004
177,4142.0,900,True,623.0,271.0,2.00965921,1.57028923875,160.7727368,125.6231391,Calculado,Calculado,23.12994844875,19.55,0.0,10.258,10.078,0.0,30.0,1.42,1.27,0.095,0.085,22.23,23.12994844875,23.12994844875
178,20.0,901,True,1554.0,1004.0,33.52774266875,2.95083712375,2682.2194135,236.0669699,Calculado,Calculado,127.29857979249999,90.82,0.0,41.873,39.581,0.0,4.0,32.57,1.8,2.172,0.12,125.18,127.29857979249999,127.29857979249999
179,268.0,904,True,2131.0,1648.0,4.99730637875,6.839990448749999,399.7845103,547.1992359,Calculado,Calculado,18.837296827499998,7.0,0.0,5.674,4.998,0.0,6.0,4.12,6.03,0.275,0.402,17.15,18.837296827499998,18.837296827499998
180,135.0,901,True,1427.0,1078.0,44.99496990125,0.91846033625,3599.5975921,73.4768269,Calculado,Calculado,64.66343023750001,18.75,0.0,24.879,22.065,0.0,45.0,41.28,0.93,2.752,0.062,60.97,64.66343023750001,64.66343023750001
181,798.0,901,True,448.0,1078.0,2.66024584,0.91846033625,212.8196672,73.4768269,Calculado,Calculado,23.148706176250002,19.57,1.0,11.985,11.774,0.52,3.0,2.23,0.93,0.149,0.062,22.73,23.148706176250002,23.66870617625
182,467.0,901,True,1530.0,1078.0,1.1986116175,0.91846033625,95.8889294,73.4768269,Calculado,Calculado,19.73707195375,17.62,0.0,11.502,11.368,0.0,40.0,1.08,0.93,0.072,0.062,19.63,19.73707195375,19.73707195375
183,37.0,901,True,1043.0,1078.0,1.25764210625,0.91846033625,100.6113685,73.4768269,Calculado,Calculado,79.32610244250002,77.15,0.0,53.676,53.569,0.0,16.0,0.68,0.93,0.045,0.062,78.77,79.32610244250002,79.32610244250002
