Zona_Origen,Poblacion_Origen,Zona_Destino,Usa_Transporte_Publico,Parada_Origen,Parada_Destino,Tiempo_Acceso_Minutos,Tiempo_Salida_Minutos,Distancia_Acceso_Metros,Distancia_Salida_Metros,Fuente_Datos_Acceso,Fuente_Datos_Salida,Tiempo_Viaje_Total_Minutos,Tiempo_Trayecto_Minutos,Distancia_Viaje_Total_Km,Distancia_Trayecto_Km,Numero_Transbordos,Tiempo_Espera_Transbordo_Minutos,Frecuencia_Servicio,Tiempo_Acceso_Original,Tiempo_Salida_Original,Distancia_Acceso_Original_Km,Distancia_Salida_Original_Km,Tiempo_Viaje_Original_Minutos,Distancia_Viaje_Original_Km,Verificacion_Tiempo_Total,Verificacion_Distancia_Total_Km
329,44.0,905,True,786,2236,75.11803577875,0.63,6009.4428623,42.0,Calculado,Mapeado,228.64803577875,152.9,72.46044286230001,66.409,4.0,60.43,7.0,55.9,0.63,3.727,0.042,209.43,70.178,228.64803577875,72.46044286230001
330,120.0,905,True,2185,2236,5.62056440875,0.63,449.6451527,42.0,Calculado,Mapeado,155.47056440875,149.22,59.1406451527,58.649,5.0,64.52,1.0,4.67,0.63,0.312,0.042,154.52,59.002,155.47056440875,59.1406451527
331,34.0,905,True,1781,2236,27.66585853625,0.63,2213.2686829,42.0,Calculado,Mapeado,129.77585853624998,101.48,48.8812686829,46.626,4.0,26.47,12.0,23.78,0.63,1.586,0.042,125.9,48.254,129.77585853624998,48.8812686829
332,44.0,905,True,363,2236,36.529365765,0.63,2922.3492612,42.0,Calculado,Mapeado,112.209365765,75.05,18.784349261200003,15.82,3.0,35.48,27.0,25.08,0.63,1.672,0.042,100.77,17.534,112.209365765,18.784349261200003
333,28.0,905,True,789,2236,39.604691905,0.63,3168.3753524,42.0,Calculado,Mapeado,189.78469190500002,149.55,67.0063753524,63.796,4.0,60.43,7.0,24.43,0.63,1.629,0.042,174.62,65.466,189.78469190500002,67.0063753524
334,110.0,905,True,15,2236,14.1969438325,0.63,1135.7555066,42.0,Calculado,Mapeado,36.446943832500004,21.62,4.3767555065999995,3.199,1.0,15.37,14.0,12.87,0.63,0.858,0.042,35.12,4.099,36.446943832500004,4.3767555065999995
335,1955.0,905,True,37,2236,6.01781787875,0.63,481.4254303,42.0,Calculado,Mapeado,37.26781787875,30.62,6.014425430299999,5.491,1.0,15.37,14.0,3.75,0.63,0.25,0.042,35.0,5.784,37.26781787875,6.014425430299999
336,523.0,905,True,1520,2236,2.70096226375,0.63,216.0769811,42.0,Calculado,Mapeado,122.06096226375,118.73,53.6100769811,53.352,2.0,14.78,19.0,1.08,0.63,0.073,0.042,120.45,53.467,122.06096226375,53.6100769811
337,2684.0,905,True,2131,2236,8.0921940925,0.63,647.3755274,42.0,Calculado,Mapeado,77.47219409249999,68.75,22.094375527400004,21.405,1.0,24.07,6.0,7.02,0.63,0.467,0.042,76.4,21.914,77.47219409249999,22.094375527400004
338,184.0,905,True,2297,2236,13.57623249625,0.63,1086.0985997,42.0,Calculado,Mapeado,116.22623249624999,102.02,33.4000985997,32.272,2.0,27.15,27.0,13.25,0.63,0.884,0.042,115.9,33.198,116.22623249624999,33.4000985997
339,444.0,905,True,475,2236,13.6626693825,0.63,1093.0135506,42.0,Calculado,Mapeado,60.992669382500004,46.7,10.0960135506,8.961,1.0,31.87,22.0,12.75,0.63,0.85,0.042,60.08,9.854,60.992669382500004,10.0960135506
340,44885.0,905,True,232,2236,3.797639735,0.63,303.8111788,42.0,Calculado,Mapeado,89.99763973499999,85.57,26.2398111788,25.894,2.0,26.42,24.0,3.18,0.63,0.213,0.042,89.38,26.149,89.99763973499999,26.2398111788
341,18.0,905,True,1937,17,58.1682019,9.87,4653.456152,658.0,Calculado,Mapeado,217.4582019,149.42,60.678456151999995,55.367,3.0,34.9,6.0,35.85,9.87,2.39,0.658,195.13,58.415,217.4582019,60.678456151999995
342,396.0,905,True,1392,2236,4.4314362425,9.87,354.5148994,658.0,Calculado,Mapeado,92.42143624250001,78.12,31.993514899400004,30.981,2.0,8.15,19.0,4.87,9.87,0.324,0.658,92.85,31.964,92.42143624250001,31.993514899400004
343,46.0,905,True,773,2236,31.12013108625,0.63,2489.6104869,42.0,Calculado,Mapeado,194.13013108625,162.38,79.01161048690001,76.48,4.0,60.43,7.0,28.93,0.63,1.929,0.042,191.95,78.451,194.13013108625,79.01161048690001
344,195.0,905,True,581,2236,7.0806137625000005,0.63,566.449101,42.0,Calculado,Mapeado,85.44061376249999,77.73,40.94244910100001,40.334,2.0,7.85,28.0,4.0,0.63,0.267,0.042,82.37,40.643,85.44061376249999,40.94244910100001
345,24.0,905,True,784,2236,61.15906875375,0.63,4892.7255003,42.0,Calculado,Mapeado,216.40906875375,154.62,72.7357255003,67.801,4.0,60.43,7.0,42.4,0.63,2.827,0.042,197.65,70.67,216.40906875375,72.7357255003
346,478.0,905,True,1660,17,2.8947518175,9.87,231.5801454,658.0,Calculado,Mapeado,100.6347518175,87.87,38.10158014540001,37.212,2.0,8.15,18.0,2.18,9.87,0.145,0.658,99.92,38.016,100.6347518175,38.10158014540001
347,254.0,905,True,11,2236,7.410286346249999,0.63,592.8229077,42.0,Calculado,Mapeado,33.17028634625,25.13,4.9168229077,4.282,1.0,15.37,13.0,6.08,0.63,0.405,0.042,31.85,4.729,33.17028634625,4.9168229077
348,55.0,905,True,1346,17,35.56636385375,9.87,2845.3091083,658.0,Calculado,Mapeado,118.75636385375,73.32,32.8943091083,29.391,3.0,5.88,17.0,14.37,9.87,0.958,0.658,97.55,31.006,118.75636385375,32.8943091083
349,72.0,905,True,180,17,3.34861802,9.87,267.8894416,658.0,Calculado,Mapeado,78.73861802,65.52,26.111889441600002,25.186,2.0,4.68,10.0,1.65,9.87,0.11,0.658,77.03,25.954,78.73861802,26.111889441600002
350,41.0,905,True,1486,2236,1.87799833,0.63,150.2398664,42.0,Calculado,Mapeado,90.30799832999999,87.8,48.9762398664,48.784,3.0,25.93,6.0,1.78,0.63,0.118,0.042,90.22,48.945,90.30799832999999,48.9762398664
351,242.0,905,True,13,2236,8.315279816250001,0.63,665.2223853,42.0,Calculado,Mapeado,41.21527981625001,32.27,4.5132223853,3.806,1.0,23.53,14.0,7.85,0.63,0.523,0.042,40.75,4.371,41.21527981625001,4.5132223853
352,7.0,905,True,766,2236,1.1091658125,0.63,88.733265,42.0,Calculado,Mapeado,163.4191658125,161.68,75.829733265,75.699,4.0,60.43,7.0,0.48,0.63,0.032,0.042,162.8,75.773,163.4191658125,75.829733265
353,131.0,905,True,780,2236,31.96520363875,0.63,2557.2162911,42.0,Calculado,Mapeado,189.54520363875,156.95,73.03721629110001,70.438,4.0,60.43,7.0,15.85,0.63,1.057,0.042,173.43,71.537,189.54520363875,73.03721629110001
354,1850.0,905,True,511,2236,5.31971247375,0.63,425.5769979,42.0,Calculado,Mapeado,59.41971247375,53.47,13.1815769979,12.714,1.0,31.87,22.0,4.13,0.63,0.276,0.042,58.23,13.032,59.41971247375,13.1815769979
355,36.0,905,True,1785,2236,19.12040294125,0.63,1529.6322353,42.0,Calculado,Mapeado,131.83040294125,112.08,51.6056322353,50.034,3.0,23.22,9.0,9.7,0.63,0.646,0.042,122.42,50.723,131.83040294125,51.6056322353
356,43.0,905,True,1391,2236,5.910851435,9.87,472.8681148,658.0,Calculado,Mapeado,94.780851435,79.0,32.7638681148,31.633,2.0,8.15,20.0,5.9,9.87,0.393,0.658,94.77,32.684,94.780851435,32.7638681148
357,54.0,905,True,1468,2236,0.45552948125,0.63,36.4423585,42.0,Calculado,Mapeado,116.15552948124999,115.07,49.1074423585,49.029,2.0,48.95,5.0,0.75,0.63,0.05,0.042,116.45,49.121,116.15552948124999,49.1074423585
358,6038.0,905,True,554,2236,6.6920953025,0.63,535.3676242,42.0,Calculado,Mapeado,93.84209530249998,86.52,43.8383676242,43.261,2.0,14.35,22.0,5.68,0.63,0.379,0.042,92.83,43.682,93.84209530249998,43.8383676242
359,299.0,905,True,1660,17,10.91250279,9.87,873.0002232,658.0,Calculado,Mapeado,108.65250279000001,87.87,38.743000223200006,37.212,2.0,8.15,18.0,9.53,9.87,0.635,0.658,107.27,38.506,108.65250279000001,38.743000223200006
360,399.0,905,True,11,2236,6.01599404375,0.63,481.2795235,42.0,Calculado,Mapeado,31.77599404375,25.13,4.805279523499999,4.282,1.0,15.37,13.0,4.32,0.63,0.288,0.042,30.08,4.612,31.77599404375,4.805279523499999
361,44.0,905,True,79384,2236,4.7783706725,0.63,382.2696538,42.0,Calculado,Mapeado,154.8083706725,149.4,64.7902696538,64.366,3.0,46.22,7.0,2.88,0.63,0.192,0.042,152.92,64.6,154.8083706725,64.7902696538
362,241.0,905,True,2141,2236,5.7328114775,0.63,458.6249182,42.0,Calculado,Mapeado,105.98281147750001,99.62,29.7376249182,29.237,2.0,27.15,25.0,2.82,0.63,0.188,0.042,103.07,29.466,105.98281147750001,29.7376249182
363,118.0,905,True,557,2236,0.29096167375,0.63,23.2769339,42.0,Calculado,Mapeado,99.57096167375,98.65,42.2152769339,42.15,3.0,30.53,27.0,0.4,0.63,0.026,0.042,99.68,42.219,99.57096167375,42.2152769339
364,145.0,905,True,691,2236,2.83821704625,0.63,227.0573637,42.0,Calculado,Mapeado,106.86821704625,103.4,54.6190573637,54.35,3.0,14.65,12.0,3.02,0.63,0.201,0.042,107.05,54.593,106.86821704625,54.6190573637
365,117.0,905,True,726,2236,0.2281660137499999,0.63,18.2532811,42.0,Calculado,Mapeado,223.15816601375002,222.3,56.0922532811,56.032,5.0,138.17,5.0,0.28,0.63,0.019,0.042,223.22,56.093,223.15816601375002,56.0922532811
366,44.0,905,True,582,2236,4.73927943125,0.63,379.1423545,42.0,Calculado,Mapeado,82.01927943125,76.65,39.8231423545,39.402,2.0,7.85,28.0,4.98,0.63,0.333,0.042,82.27,39.777,82.01927943125,39.8231423545
367,242.0,905,True,1739,2236,1.58907319625,0.63,127.1258557,42.0,Calculado,Mapeado,120.61907319625,118.4,52.891125855700004,52.722,3.0,23.22,9.0,1.48,0.63,0.099,0.042,120.52,52.863,120.61907319625,52.891125855700004
368,84.0,905,True,1069,2236,2.88357422625,0.63,230.6859381,42.0,Calculado,Mapeado,67.59357422625,64.08,39.012685938100006,38.74,1.0,18.17,7.0,3.43,0.63,0.228,0.042,68.15,39.011,67.59357422625,39.012685938100006
369,28.0,905,True,559,2236,1.8901184,0.63,151.209472,42.0,Calculado,Mapeado,98.95011840000001,96.43,41.522209472,41.329,3.0,30.53,27.0,1.9,0.63,0.126,0.042,98.97,41.497,98.95011840000001,41.522209472
370,101375.0,905,True,828,2236,85.0938734975,0.63,6807.5098798,42.0,Calculado,Mapeado,115.8738734975,30.15,19.5275098798,12.678,2.0,1.83,19.0,2.22,0.63,0.148,0.042,33.0,12.868,115.8738734975,19.5275098798
371,968.0,905,True,933,2236,1.52966314125,0.63,122.3730513,42.0,Calculado,Mapeado,97.52966314125,95.37,37.9913730513,37.827,3.0,28.03,18.0,1.83,0.63,0.122,0.042,97.83,37.991,97.52966314125,37.9913730513
372,1830.0,905,True,584,2236,5.22131847875,0.63,417.7054783,42.0,Calculado,Mapeado,77.45131847874998,71.6,37.9017054783,37.442,2.0,7.85,27.0,6.87,0.63,0.458,0.042,79.1,37.942,77.45131847874998,37.9017054783
373,44.0,905,True,772,2236,3.20862866,0.63,256.6902928,42.0,Calculado,Mapeado,168.45862866,164.62,79.2606902928,78.962,4.0,60.43,7.0,3.25,0.63,0.217,0.042,168.5,79.221,168.45862866,79.2606902928
374,54.0,905,True,728,2236,20.1647162275,0.63,1613.1772982,42.0,Calculado,Mapeado,240.3647162275,219.57,56.2591772982,54.604,5.0,138.17,5.0,17.87,0.63,1.191,0.042,238.07,55.838,240.3647162275,56.2591772982
375,2939.0,905,True,190,17,15.5307477925,9.87,1242.4598234,658.0,Calculado,Mapeado,74.1507477925,48.75,19.9164598234,18.016,2.0,5.07,11.0,16.73,9.87,1.115,0.658,75.35,19.789,74.1507477925,19.9164598234
376,68.0,905,True,582,2236,6.780735267500001,0.63,542.4588214,42.0,Calculado,Mapeado,81.84073526750001,74.43,39.0574588214,38.473,2.0,7.85,27.0,6.67,0.63,0.444,0.042,81.73,38.959,81.84073526750001,39.0574588214
377,40.0,905,True,1968,17,27.575404811250003,9.87,2206.0323849,658.0,Calculado,Mapeado,127.06540481125,89.62,40.8850323849,38.021,2.0,8.15,13.0,22.92,9.87,1.528,0.658,122.4,40.207,127.06540481125,40.8850323849
378,32.0,905,True,784,2236,64.62966080125,0.63,5170.3728641,42.0,Calculado,Mapeado,219.87966080125,154.62,73.0133728641,67.801,4.0,60.43,7.0,35.08,0.63,2.338,0.042,190.33,70.181,219.87966080125,73.0133728641
379,156.0,905,True,702,2236,2.0424577325,0.63,163.3966186,42.0,Calculado,Mapeado,84.8724577325,82.2,42.6463966186,42.441,3.0,14.65,28.0,2.3,0.63,0.153,0.042,85.13,42.636,84.8724577325,42.6463966186
380,28.0,905,True,1465,2236,1.59993306375,0.63,127.9946451,42.0,Calculado,Mapeado,120.69993306375,118.47,50.6619946451,50.492,2.0,48.95,5.0,1.4,0.63,0.093,0.042,120.5,50.627,120.69993306375,50.6619946451
381,171.0,905,True,1665,2236,12.350943235,0.63,988.0754588,42.0,Calculado,Mapeado,17.150943235,4.17,3.3480754588,2.318,0.0,0.0,17.0,11.22,0.63,0.748,0.042,16.02,3.108,17.150943235,3.3480754588
382,53.0,905,True,1664,2236,8.27862896375,0.63,662.2903171,42.0,Calculado,Mapeado,10.92862896375,2.02,2.0992903171,1.395,0.0,0.0,16.0,8.22,0.63,0.547,0.042,10.87,1.985,10.92862896375,2.0992903171
383,46088.0,905,True,227,2236,6.264304532500001,0.63,501.1443626,42.0,Calculado,Mapeado,88.3443045325,81.45,37.268144362600005,36.725,3.0,18.88,27.0,3.85,0.63,0.257,0.042,85.93,37.024,88.3443045325,37.268144362600005
384,1558.0,905,True,15,2236,6.9903467500000005,0.63,559.22774,42.0,Calculado,Mapeado,29.24034675,21.62,3.8002277399999995,3.199,1.0,15.37,13.0,5.58,0.63,0.372,0.042,27.83,3.613,29.24034675,3.8002277399999995
385,28255.0,905,True,269,2236,1.22738964875,0.63,98.1911719,42.0,Calculado,Mapeado,53.43738964875,51.58,15.9881911719,15.848,3.0,19.37,15.0,1.18,0.63,0.079,0.042,53.4,15.969,53.43738964875,15.9881911719
386,31.0,905,True,780,2236,31.76083101,0.63,2540.8664808,42.0,Calculado,Mapeado,189.34083101,156.95,73.02086648080001,70.438,4.0,60.43,7.0,20.18,0.63,1.345,0.042,177.77,71.826,189.34083101,73.02086648080001
387,4165.0,905,True,645,2236,5.2248395425,0.63,417.9871634,42.0,Calculado,Mapeado,92.00483954250001,86.15,33.7559871634,33.296,3.0,28.03,15.0,0.43,0.63,0.029,0.042,87.22,33.367,92.00483954250001,33.7559871634
388,582.0,905,True,682,2236,21.91036480125,0.63,1752.8291841,42.0,Calculado,Mapeado,124.57036480125,102.03,54.525829184100004,52.731,3.0,16.93,13.0,7.02,0.63,0.468,0.042,109.68,53.242,124.57036480125,54.525829184100004
389,242.0,905,True,756,2236,3.967834225,0.63,317.426738,42.0,Calculado,Mapeado,161.647834225,157.05,70.900426738,70.541,4.0,60.43,7.0,4.0,0.63,0.267,0.042,161.68,70.849,161.647834225,70.900426738
390,290.0,905,True,1098,2236,2.13190105125,0.63,170.5520841,42.0,Calculado,Mapeado,92.36190105124999,89.6,52.9145520841,52.702,2.0,25.4,18.0,2.52,0.63,0.167,0.042,92.75,52.911,92.36190105124999,52.9145520841
391,56.0,905,True,1390,2236,0.9377842825,0.63,75.0227426,42.0,Calculado,Mapeado,92.3877842825,90.82,52.8370227426,52.72,2.0,33.92,18.0,2.92,0.63,0.195,0.042,94.37,52.957,92.3877842825,52.8370227426
392,231.0,905,True,36,2236,12.00520007,0.63,960.4160056,42.0,Calculado,Mapeado,44.455200070000004,31.82,7.2314160056,6.229,1.0,15.37,14.0,10.15,0.63,0.677,0.042,42.6,6.948,44.455200070000004,7.2314160056
393,6.0,905,True,1262,2236,20.62437495125,0.63,1649.9499961,42.0,Calculado,Mapeado,136.12437495125,114.87,59.7999499961,58.108,2.0,39.55,4.0,12.15,0.63,0.81,0.042,127.65,58.961,136.12437495125,59.7999499961
394,3725.0,905,True,1427,2236,1.90641000875,0.63,152.5128007,42.0,Calculado,Mapeado,84.35641000874999,81.82,41.501512800700006,41.307,1.0,33.55,6.0,1.85,0.63,0.124,0.042,84.3,41.473,84.35641000874999,41.501512800700006
395,126.0,905,True,806,2236,2.7856323,0.63,222.850584,42.0,Calculado,Mapeado,134.4456323,131.03,49.652850584,49.388,4.0,60.43,7.0,3.12,0.63,0.207,0.042,134.78,49.637,134.4456323,49.652850584
396,55.0,905,True,796,2236,3.47452264125,0.63,277.9618113,42.0,Calculado,Mapeado,138.77452264124997,134.67,52.547961811300006,52.228,4.0,60.43,7.0,3.68,0.63,0.245,0.042,138.98,52.515,138.77452264124997,52.547961811300006
397,58.0,905,True,617,2236,7.433972011250001,0.63,594.7177609,42.0,Calculado,Mapeado,113.53397201125,105.47,42.7527177609,42.116,3.0,30.28,14.0,8.68,0.63,0.579,0.042,114.78,42.737,113.53397201125,42.7527177609
398,169.0,905,True,1149,17,6.842711250000001,9.87,547.4169,658.0,Calculado,Mapeado,54.18271125,37.47,21.973416900000004,20.768,1.0,3.58,8.0,4.37,9.87,0.291,0.658,51.7,21.717,54.18271125,21.973416900000004
399,611.0,905,True,2131,2236,11.10588821875,0.63,888.4710575,42.0,Calculado,Mapeado,80.48588821874999,68.75,22.3354710575,21.405,1.0,24.07,7.0,7.33,0.63,0.489,0.042,76.72,21.935,80.48588821874999,22.3354710575
400,129.0,905,True,1391,2236,12.85042740875,9.87,1028.0341927,658.0,Calculado,Mapeado,103.49042740875001,80.77,34.038034192699996,32.352,2.0,8.15,19.0,7.37,9.87,0.491,0.658,98.0,33.501,103.49042740875001,34.038034192699996
401,1002.0,905,True,2050,2236,14.49438700375,0.63,1159.5509603,42.0,Calculado,Mapeado,44.47438700375,29.35,6.1785509603,4.977,1.0,15.37,30.0,11.18,0.63,0.746,0.042,41.17,5.765,44.47438700375,6.1785509603
402,31.0,905,True,1273,2236,1.6603770812499998,0.63,132.8301665,42.0,Calculado,Mapeado,96.94037708125,94.65,46.6718301665,46.497,2.0,39.55,7.0,2.35,0.63,0.156,0.042,97.63,46.695,96.94037708125,46.6718301665
403,21.0,905,True,53,2236,9.26970424375,0.63,741.5763395,42.0,Calculado,Mapeado,16.61970424375,6.72,4.5095763395,3.726,0.0,0.0,17.0,7.92,0.63,0.528,0.042,15.27,4.295,16.61970424375,4.5095763395
404,4092.0,905,True,1344,17,23.35575552875,9.87,1868.4604423,658.0,Calculado,Mapeado,108.57575552875,75.35,33.1394604423,30.613,2.0,4.68,7.0,6.15,9.87,0.41,0.658,91.37,31.681,108.57575552875,33.1394604423
405,33.0,905,True,992,2236,1.21752835875,0.63,97.4022687,42.0,Calculado,Mapeado,144.37752835875,142.53,72.96540226869999,72.826,2.0,39.55,8.0,0.82,0.63,0.055,0.042,143.98,72.923,144.37752835875,72.96540226869999
406,463.0,905,True,1973,17,0.4267404525,9.87,34.1392362,658.0,Calculado,Mapeado,106.2967404525,96.0,41.3941392362,40.702,2.0,8.15,13.0,0.55,9.87,0.037,0.658,106.42,41.396,106.2967404525,41.3941392362
407,36.0,905,True,1525,2236,1.1174360975000002,0.63,89.3948878,42.0,Calculado,Mapeado,111.7674360975,110.02,49.1923948878,49.061,2.0,14.78,19.0,0.93,0.63,0.062,0.042,111.58,49.165,111.7674360975,49.1923948878
408,260.0,905,True,1171,2236,4.02751352875,0.63,322.2010823,42.0,Calculado,Mapeado,113.80751352875001,109.15,48.9002010823,48.536,2.0,45.88,7.0,3.52,0.63,0.235,0.042,113.3,48.813,113.80751352875001,48.9002010823
409,12.0,905,True,1938,17,80.55812562874999,9.87,6444.6500503,658.0,Calculado,Mapeado,238.54812562875,148.12,61.7426500503,54.64,3.0,34.9,6.0,43.98,9.87,2.932,0.658,201.97,58.231,238.54812562875,61.7426500503
410,691.0,905,True,374,2236,2.2200645725,0.63,177.6051658,42.0,Calculado,Mapeado,64.4700645725,61.62,17.2866051658,17.067,3.0,19.78,18.0,0.72,0.63,0.048,0.042,62.97,17.156,64.4700645725,17.2866051658
411,5208.0,905,True,1593,17,14.995224615,9.87,1199.6179692,658.0,Calculado,Mapeado,57.135224615,32.27,17.9446179692,16.087,1.0,0.53,7.0,13.82,9.87,0.921,0.658,55.95,17.666,57.135224615,17.9446179692
412,403.0,905,True,1847,17,2.87831161,9.87,230.2649288,658.0,Calculado,Mapeado,19.27831161,6.53,5.3652649288,4.477,0.0,0.0,1.0,2.87,9.87,0.191,0.658,19.27,5.326,19.27831161,5.3652649288
413,36.0,905,True,33541,2236,18.039466795000003,0.63,1443.1573436,42.0,Calculado,Mapeado,139.719466795,121.05,56.5351573436,55.05,2.0,14.78,19.0,13.9,0.63,0.926,0.042,135.58,56.018,139.719466795,56.5351573436
414,44.0,905,True,1109,2236,12.47902083625,0.63,998.3216669,42.0,Calculado,Mapeado,89.92902083624999,76.82,45.1703216669,44.13,2.0,25.4,9.0,9.4,0.63,0.627,0.042,86.85,44.798,89.92902083624999,45.1703216669
415,1599.0,905,True,2191,2236,1.75059985,0.63,140.047988,42.0,Calculado,Mapeado,49.730599850000004,47.35,18.313047988,18.131,3.0,16.47,19.0,1.85,0.63,0.123,0.042,49.83,18.296,49.730599850000004,18.313047988
416,3591.0,905,True,1587,17,5.32715789875,9.87,426.1726319,658.0,Calculado,Mapeado,169.21715789875,154.02,59.79917263190001,58.715,3.0,34.9,6.0,3.73,9.87,0.249,0.658,167.62,59.622,169.21715789875,59.79917263190001
417,300.0,905,True,2188,2236,16.70249126125,0.63,1336.1993009,42.0,Calculado,Mapeado,91.35249126125,74.02,24.5571993009,23.179,1.0,23.53,6.0,14.65,0.63,0.977,0.042,89.3,24.199,91.35249126125,24.5571993009
418,1513.0,905,True,457,2236,5.6604604775,0.63,452.8368382,42.0,Calculado,Mapeado,80.7204604775,74.43,20.210836838200002,19.716,1.0,40.3,21.0,5.82,0.63,0.388,0.042,80.88,20.146,80.7204604775,20.210836838200002
419,13.0,905,True,1937,17,50.67807276375,9.87,4054.2458211,658.0,Calculado,Mapeado,209.96807276375,149.42,60.079245821099995,55.367,3.0,34.9,6.0,28.57,9.87,1.905,0.658,187.85,57.93,209.96807276375,60.079245821099995
420,112.0,905,True,1567,17,16.5200141425,9.87,1321.6011314,658.0,Calculado,Mapeado,108.79001414250001,82.4,35.0326011314,33.053,3.0,5.88,15.0,9.22,9.87,0.615,0.658,101.48,34.326,108.79001414250001,35.0326011314
421,29.0,905,True,1253,2236,73.2375285075,0.63,5859.0022806,42.0,Calculado,Mapeado,207.9375285075,134.07,74.3390022806,68.438,2.0,39.55,7.0,53.37,0.63,3.558,0.042,188.07,72.039,207.9375285075,74.3390022806
422,42.0,905,True,1521,2236,25.5385391725,0.63,2043.0831338,42.0,Calculado,Mapeado,142.5385391725,116.37,54.283083133800005,52.198,2.0,14.78,19.0,23.22,0.63,1.547,0.042,140.22,53.787,142.5385391725,54.283083133800005
423,51.0,905,True,1554,2236,26.50214051,0.63,2120.1712408,42.0,Calculado,Mapeado,179.51214051,152.38,67.77017124080001,65.608,5.0,34.22,3.0,23.3,0.63,1.554,0.042,176.32,67.204,179.51214051,67.77017124080001
424,28.0,905,True,1339,2236,26.424315836250003,0.63,2113.9452669,42.0,Calculado,Mapeado,147.20431583625,120.15,42.0029452669,39.847,3.0,30.87,9.0,22.75,0.63,1.516,0.042,143.53,41.405,147.20431583625,42.0029452669
425,892.0,905,True,589,2236,3.62948745875,0.63,290.3589967,42.0,Calculado,Mapeado,73.03948745875,68.78,17.3933589967,17.061,2.0,27.15,24.0,4.1,0.63,0.273,0.042,73.52,17.376,73.03948745875,17.3933589967
426,270.0,905,True,2116,2236,5.5343173,0.63,442.745384,42.0,Calculado,Mapeado,105.48431729999999,99.32,29.182745384,28.698,2.0,44.98,23.0,6.78,0.63,0.452,0.042,106.73,29.192,105.48431729999999,29.182745384
427,453.0,905,True,1140,17,2.2987746112500003,9.87,183.9019689,658.0,Calculado,Mapeado,83.08877461125,70.92,30.9899019689,30.148,1.0,18.6,17.0,2.87,9.87,0.191,0.658,83.65,30.998,83.08877461125,30.9899019689
428,41.0,905,True,1258,2236,18.34647411875,0.63,1467.7179295,42.0,Calculado,Mapeado,142.12647411875,123.15,64.2607179295,62.751,2.0,39.55,4.0,16.87,0.63,1.124,0.042,140.65,63.918,142.12647411875,64.2607179295
429,47.0,905,True,1246,2236,28.4017264,0.63,2272.138112,42.0,Calculado,Mapeado,168.9017264,139.87,73.769138112,71.455,2.0,39.55,8.0,11.1,0.63,0.74,0.042,151.6,72.237,168.9017264,73.769138112
430,3322.0,905,True,1078,2236,9.28337197125,9.87,742.6697577,658.0,Calculado,Mapeado,87.05337197125002,67.9,27.9766697577,26.576,2.0,8.15,23.0,7.65,9.87,0.509,0.658,85.42,27.743,87.05337197125002,27.9766697577
431,48.0,905,True,1070,2236,11.21769823875,0.63,897.4158591,42.0,Calculado,Mapeado,74.46769823874999,62.62,38.5944158591,37.655,1.0,18.17,7.0,7.85,0.63,0.524,0.042,71.1,38.22,74.46769823874999,38.5944158591
432,110.0,905,True,754,2236,14.51260633375,0.63,1161.0085067,42.0,Calculado,Mapeado,110.99260633374999,95.85,42.013008506700004,40.81,3.0,30.53,27.0,6.02,0.63,0.401,0.042,102.5,41.254,110.99260633374999,42.013008506700004
433,10120.0,905,True,370,2236,2.3443998975,0.63,187.5519918,42.0,Calculado,Mapeado,66.2943998975,63.32,15.0715519918,14.842,2.0,27.15,16.0,1.72,0.63,0.114,0.042,65.67,14.998,66.2943998975,15.0715519918
434,110.0,905,True,562,2236,0.6764284899999999,0.63,54.1142792,42.0,Calculado,Mapeado,98.40642849,97.1,41.6751142792,41.579,3.0,30.53,27.0,13.02,0.63,0.867,0.042,110.75,42.488,98.40642849,41.6751142792
435,914.0,905,True,405,17,6.19973612875,9.87,495.9788903,658.0,Calculado,Mapeado,21.43973612875,5.37,4.7069788903,3.553,0.0,0.0,1.0,5.75,9.87,0.384,0.658,20.98,4.595,21.43973612875,4.7069788903
436,2832.0,905,True,1425,2236,4.9584720437500005,0.63,396.6777635,42.0,Calculado,Mapeado,93.70847204375,88.12,47.964677763500006,47.526,1.0,33.55,6.0,5.28,0.63,0.353,0.042,94.03,47.921,93.70847204375,47.964677763500006
437,148.0,905,True,877,2236,7.678175738749999,0.63,614.2540591,42.0,Calculado,Mapeado,126.33817573875,118.03,37.1202540591,36.464,3.0,60.18,6.0,7.95,0.63,0.53,0.042,126.62,37.036,126.33817573875,37.1202540591
438,29.0,905,True,376,17,10.33823381125,9.87,827.0587049,658.0,Calculado,Mapeado,28.25823381125,8.05,6.3290587049,4.844,0.0,0.0,18.0,5.48,9.87,0.366,0.658,23.4,5.868,28.25823381125,6.3290587049
439,382.0,905,True,888,2236,1.9434647875,0.63,155.477183,42.0,Calculado,Mapeado,79.3234647875,76.75,28.350477183,28.153,3.0,28.03,13.0,1.98,0.63,0.133,0.042,79.37,28.328,79.3234647875,28.350477183
440,216.0,905,True,1655,17,0.9661937525,9.87,77.2955002,658.0,Calculado,Mapeado,77.73619375250001,66.9,26.476295500200003,25.741,2.0,4.68,7.0,16.5,9.87,1.099,0.658,93.27,27.499,77.73619375250001,26.476295500200003
