Zona_Origen,Poblacion_Origen,Zona_Destino,Usa_Transporte_Publico,Parada_Origen,Parada_Destino,Tiempo_Acceso_Minutos,Tiempo_Salida_Minutos,Distancia_Acceso_Metros,Distancia_Salida_Metros,Fuente_Datos_Acceso,Fuente_Datos_Salida,Tiempo_Viaje_Total_Minutos,Tiempo_Trayecto_Minutos,Distancia_Viaje_Total_Km,Distancia_Trayecto_Km,Numero_Transbordos,Tiempo_Espera_Transbordo_Minutos,Frecuencia_Servicio,Tiempo_Acceso_Original,Tiempo_Salida_Original,Distancia_Acceso_Original_Km,Distancia_Salida_Original_Km,Tiempo_Viaje_Original_Minutos,Distancia_Viaje_Original_Km,Verificacion_Tiempo_Total,Verificacion_Distancia_Total_Km
104,40.0,905,True,1404,2236,6.3337937150000005,0.63,506.7034972,42.0,Calculado,Mapeado,96.083793715,89.12,51.7817034972,51.233,2.0,33.92,18.0,4.48,0.63,0.298,0.042,94.23,51.574,96.083793715,51.7817034972
105,36.0,905,True,1761,17,25.55555867625,0.63,2044.4446941,42.0,Calculado,Mapeado,114.58555867625,88.4,29.569444694100003,27.483,2.0,40.57,3.0,18.5,0.63,1.233,0.042,107.53,28.758,114.58555867625,29.569444694100003
106,27.0,905,True,182,17,24.8330889525,9.87,1986.6471162,658.0,Calculado,Mapeado,97.25308895250001,62.55,26.529647116200003,23.885,2.0,4.68,12.0,11.97,9.87,0.798,0.658,84.38,25.341,97.25308895250001,26.529647116200003
107,6.0,905,True,178,17,31.48797414875,9.87,2519.0379319,658.0,Calculado,Mapeado,109.07797414875,67.72,29.2490379319,26.072,2.0,4.68,7.0,16.08,9.87,1.072,0.658,93.67,27.802,109.07797414875,29.2490379319
108,27.0,905,True,587,2236,27.267207685,0.63,2181.3766148,42.0,Calculado,Mapeado,99.327207685,71.43,20.343376614800004,18.12,2.0,27.15,25.0,9.92,0.63,0.661,0.042,81.98,18.823,99.327207685,20.343376614800004
109,743.0,905,True,11,2236,2.5115688425,0.63,200.9255074,42.0,Calculado,Mapeado,28.2715688425,25.13,4.5249255074,4.282,1.0,15.37,13.0,1.78,0.63,0.119,0.042,27.55,4.443,28.2715688425,4.5249255074
110,81.0,905,True,710,2236,0.96348907,0.63,77.0791256,42.0,Calculado,Mapeado,103.01348906999999,101.42,48.4360791256,48.317,3.0,9.25,7.0,0.63,0.63,0.042,0.042,102.68,48.401,103.01348906999999,48.4360791256
111,452.0,905,True,750,2236,1.71496319,0.63,137.1970552,42.0,Calculado,Mapeado,158.32496318999998,155.98,69.5381970552,69.359,4.0,60.43,7.0,2.03,0.63,0.135,0.042,158.65,69.536,158.32496318999998,69.5381970552
112,25.0,905,True,580,2236,31.34191632125,0.63,2507.3533057,42.0,Calculado,Mapeado,111.49191632124999,79.52,43.4593533057,40.91,2.0,7.85,28.0,13.6,0.63,0.907,0.042,93.75,41.858,111.49191632124999,43.4593533057
113,36.0,905,True,2185,2236,21.82204902625,0.63,1745.7639221,42.0,Calculado,Mapeado,171.67204902625,149.22,60.4367639221,58.649,5.0,64.52,1.0,13.8,0.63,0.92,0.042,163.65,59.611,171.67204902625,60.4367639221
114,22.0,905,True,1096,17,20.80055230125,9.87,1664.0441841,658.0,Calculado,Mapeado,93.90055230125,63.23,38.4620441841,36.14,1.0,3.58,22.0,15.93,9.87,1.063,0.658,89.03,37.86,93.90055230125,38.4620441841
115,5752.0,905,True,164,2236,4.61814314625,0.63,369.4514517,42.0,Calculado,Mapeado,47.29814314625,42.05,16.6864514517,16.275,3.0,16.47,19.0,4.37,0.63,0.291,0.042,47.05,16.608,47.29814314625,16.6864514517
116,25.0,905,True,1411,2236,13.7428930875,0.63,1099.431447,42.0,Calculado,Mapeado,91.5528930875,77.18,46.231431447000006,45.09,2.0,33.92,16.0,11.92,0.63,0.794,0.042,89.73,45.926,91.5528930875,46.231431447000006
117,7.0,905,True,1393,2236,17.567223103750003,9.87,1405.3778483,658.0,Calculado,Mapeado,103.46722310375,76.03,32.1953778483,30.132,2.0,8.15,19.0,4.85,9.87,0.323,0.658,90.75,31.113,103.46722310375,32.1953778483
118,29816.0,905,True,1997,2236,8.367091558750001,0.63,669.3673247,42.0,Calculado,Mapeado,72.39709155874999,63.4,40.0543673247,39.343,2.0,23.75,6.0,7.57,0.63,0.504,0.042,71.6,39.889,72.39709155874999,40.0543673247
119,448.0,905,True,1048,2236,1.83149356375,0.63,146.5194851,42.0,Calculado,Mapeado,129.39149356375,126.93,64.7625194851,64.574,2.0,41.47,4.0,1.35,0.63,0.09,0.042,128.92,64.707,129.39149356375,64.7625194851
120,78.0,905,True,1419,2236,36.53915675875,0.63,2923.1325407,42.0,Calculado,Mapeado,134.18915675875,97.02,58.1881325407,55.223,1.0,42.9,12.0,24.85,0.63,1.656,0.042,122.5,56.922,134.18915675875,58.1881325407
121,72.0,905,True,786,2236,0.3399924,0.63,27.199392,42.0,Calculado,Mapeado,153.8699924,152.9,66.47819939200001,66.409,4.0,60.43,7.0,0.78,0.63,0.052,0.042,154.32,66.504,153.8699924,66.47819939200001
122,31.0,905,True,620,2236,1.921460905,0.63,153.7168724,42.0,Calculado,Mapeado,83.721460905,81.17,40.6277168724,40.432,3.0,9.43,26.0,1.92,0.63,0.127,0.042,83.72,40.601,83.721460905,40.6277168724
123,482.0,905,True,624,2236,2.2804269475,0.63,182.4341558,42.0,Calculado,Mapeado,75.7604269475,72.85,38.202434155800006,37.978,2.0,7.85,26.0,1.82,0.63,0.121,0.042,75.3,38.141,75.7604269475,38.202434155800006
124,251.0,905,True,662,2236,0.31281822375,0.63,25.0254579,42.0,Calculado,Mapeado,97.89281822375,96.95,50.4970254579,50.43,3.0,14.65,11.0,0.63,0.63,0.042,0.042,98.22,50.514,97.89281822375,50.4970254579
125,159.0,905,True,561,2236,3.2140743487500005,0.63,257.1259479,42.0,Calculado,Mapeado,100.94407434875,97.1,41.8781259479,41.579,3.0,30.53,27.0,11.35,0.63,0.757,0.042,109.08,42.377,100.94407434875,41.8781259479
126,30.0,905,True,698,2236,2.46654258125,0.63,197.3234065,42.0,Calculado,Mapeado,94.82654258125,91.73,47.6653234065,47.426,3.0,14.65,17.0,1.92,0.63,0.128,0.042,94.28,47.596,94.82654258125,47.6653234065
127,26.0,905,True,417,2236,10.6187403575,0.63,849.4992286,42.0,Calculado,Mapeado,77.12874035749999,65.88,36.141499228600004,35.25,2.0,9.8,27.0,5.22,0.63,0.348,0.042,71.73,35.64,77.12874035749999,36.141499228600004
128,337.0,905,True,1032,2236,0.794466335,0.63,63.5573068,42.0,Calculado,Mapeado,117.02446633499999,115.6,58.409557306800004,58.304,2.0,41.47,4.0,0.67,0.63,0.044,0.042,116.9,58.39,117.02446633499999,58.409557306800004
129,113.0,905,True,1252,2236,0.7308817237499999,0.63,58.4705379,42.0,Calculado,Mapeado,136.43088172375,135.07,69.06147053790001,68.961,2.0,39.55,4.0,0.47,0.63,0.031,0.042,136.17,69.034,136.43088172375,69.06147053790001
130,31.0,905,True,1328,2236,9.5321865675,0.63,762.5749254,42.0,Calculado,Mapeado,118.6421865675,108.48,49.2075749254,48.403,2.0,14.78,19.0,9.0,0.63,0.6,0.042,118.12,49.045,118.6421865675,49.2075749254
131,171.0,905,True,1246,2236,21.58872579125,0.63,1727.0980633,42.0,Calculado,Mapeado,162.08872579125,139.87,73.2240980633,71.455,2.0,39.55,10.0,16.82,0.63,1.121,0.042,157.32,72.619,162.08872579125,73.2240980633
132,368.0,905,True,1142,17,5.66922335,9.87,453.537868,658.0,Calculado,Mapeado,84.15922335,68.62,30.066537868,28.955,1.0,18.6,17.0,5.28,9.87,0.352,0.658,83.77,29.965,84.15922335,30.066537868
133,3445.0,905,True,182,17,3.97670309875,9.87,318.1362479,658.0,Calculado,Mapeado,76.39670309875,62.55,24.861136247900003,23.885,2.0,4.68,10.0,3.87,9.87,0.258,0.658,76.28,24.801,76.39670309875,24.861136247900003
134,335.0,905,True,1394,2236,1.98229401375,9.87,158.5835211,658.0,Calculado,Mapeado,85.62229401375001,73.77,29.9245835211,29.108,2.0,8.15,19.0,2.25,9.87,0.149,0.658,85.88,29.916,85.62229401375001,29.9245835211
135,753.0,905,True,1126,2236,11.90212889625,0.63,952.1703117,42.0,Calculado,Mapeado,67.93212889624999,55.4,14.194170311699999,13.2,1.0,31.87,22.0,4.77,0.63,0.318,0.042,60.8,13.56,67.93212889624999,14.194170311699999
136,474.0,905,True,1107,2236,3.18230450375,0.63,254.5843603,42.0,Calculado,Mapeado,82.26230450375,78.45,45.411584360300004,45.115,2.0,25.4,7.0,1.3,0.63,0.086,0.042,80.38,45.243,82.26230450375,45.411584360300004
137,300.0,905,True,157,2236,8.59748098625,0.63,687.7984789,42.0,Calculado,Mapeado,65.32748098625,56.1,22.3227984789,21.593,3.0,16.47,21.0,9.13,0.63,0.609,0.042,65.87,22.244,65.32748098625,22.3227984789
138,183.0,905,True,1761,17,2.12009847875,0.63,169.6078783,42.0,Calculado,Mapeado,91.15009847875,88.4,27.6946078783,27.483,2.0,40.57,3.0,2.45,0.63,0.164,0.042,91.48,27.688,91.15009847875,27.6946078783
139,3851.0,905,True,2188,2236,5.32926149125,0.63,426.3409193,42.0,Calculado,Mapeado,79.97926149124999,74.02,23.6473409193,23.179,1.0,23.53,6.0,4.17,0.63,0.277,0.042,78.82,23.499,79.97926149124999,23.6473409193
140,431.0,905,True,1055,2236,9.233441205,0.63,738.6752964,42.0,Calculado,Mapeado,121.333441205,111.47,57.3626752964,56.582,2.0,41.47,4.0,6.15,0.63,0.41,0.042,118.25,57.034,121.333441205,57.3626752964
141,1765.0,905,True,1660,17,2.26345908875,9.87,181.0767271,658.0,Calculado,Mapeado,100.00345908875,87.87,38.0510767271,37.212,2.0,8.15,18.0,1.6,9.87,0.106,0.658,99.33,37.976,100.00345908875,38.0510767271
142,93.0,905,True,455,2236,1.57128476625,0.63,125.7027813,42.0,Calculado,Mapeado,79.60128476625,77.4,21.0967027813,20.929,1.0,40.3,16.0,1.55,0.63,0.103,0.042,79.58,21.074,79.60128476625,21.0967027813
143,165.0,905,True,1803,17,2.71360964,9.87,217.0887712,658.0,Calculado,Mapeado,25.703609639999996,13.12,8.2870887712,7.412,0.0,0.0,1.0,1.65,9.87,0.111,0.658,24.63,8.181,25.703609639999996,8.2870887712
144,9378.0,905,True,11,2236,6.18045864875,0.63,494.4366919,42.0,Calculado,Mapeado,31.94045864875,25.13,4.8184366919,4.282,1.0,15.37,13.0,4.35,0.63,0.29,0.042,30.12,4.613,31.94045864875,4.8184366919
145,78.0,905,True,1268,2236,23.5408681925,0.63,1883.2694554,42.0,Calculado,Mapeado,128.7408681925,104.57,54.3602694554,52.435,2.0,39.55,4.0,16.38,0.63,1.092,0.042,121.58,53.569,128.7408681925,54.3602694554
146,91.0,905,True,1723,2236,52.81648708,0.63,4225.3189664,42.0,Calculado,Mapeado,175.84648708,122.4,66.6263189664,62.359,2.0,39.55,7.0,48.73,0.63,3.249,0.042,171.77,65.65,175.84648708,66.6263189664
147,13.0,905,True,1939,17,48.3385519775,9.87,3867.0841582,658.0,Calculado,Mapeado,204.47855197750002,146.27,58.1360841582,53.611,3.0,34.9,6.0,26.83,9.87,1.789,0.658,182.97,56.058,204.47855197750002,58.1360841582
148,722.0,905,True,2167,2236,4.108751745,0.63,328.7001396,42.0,Calculado,Mapeado,81.018751745,76.28,18.2027001396,17.832,2.0,43.13,15.0,2.63,0.63,0.176,0.042,79.55,18.05,81.018751745,18.2027001396
149,26.0,905,True,1185,2236,40.81191494875,0.63,3264.9531959,42.0,Calculado,Mapeado,149.17191494875,107.73,40.1969531959,36.89,2.0,30.37,9.0,23.63,0.63,1.576,0.042,132.0,38.508,149.17191494875,40.1969531959
150,93.0,905,True,1059,2236,21.047212135,0.63,1683.7769708,42.0,Calculado,Mapeado,128.957212135,107.28,54.5797769708,52.854,2.0,41.47,4.0,20.0,0.63,1.333,0.042,127.92,54.229,128.957212135,54.5797769708
151,115.0,905,True,367,2236,2.235684255,0.63,178.8547404,42.0,Calculado,Mapeado,60.585684255000004,57.72,12.8008547404,12.58,2.0,27.15,15.0,9.57,0.63,0.638,0.042,67.92,13.26,60.585684255000004,12.8008547404
152,138.0,905,True,1392,2236,6.464095777500001,9.87,517.1276622,658.0,Calculado,Mapeado,94.45409577750002,78.12,32.1561276622,30.981,2.0,8.15,19.0,4.9,9.87,0.326,0.658,92.88,31.966,94.45409577750002,32.1561276622
153,20.0,905,True,1403,2236,24.7150453975,0.63,1977.2036318,42.0,Calculado,Mapeado,116.1650453975,90.82,54.7392036318,52.72,2.0,33.92,15.0,17.38,0.63,1.159,0.042,108.83,53.921,116.1650453975,54.7392036318
154,6578.0,905,True,1485,2236,5.22370247625,0.63,417.8961981,42.0,Calculado,Mapeado,95.95370247624999,90.1,50.349896198100005,49.89,3.0,25.93,8.0,5.42,0.63,0.361,0.042,96.15,50.293,95.95370247624999,50.349896198100005
155,1589.0,905,True,1647,17,3.451545445,9.87,276.1236356,658.0,Calculado,Mapeado,35.051545445,21.73,13.300123635599999,12.366,1.0,0.53,1.0,2.33,9.87,0.156,0.658,33.93,13.179,35.051545445,13.300123635599999
156,418.0,905,True,473,2236,1.7098828950000002,0.63,136.7906316,42.0,Calculado,Mapeado,50.409882895,48.07,9.9987906316,9.82,1.0,31.87,22.0,1.23,0.63,0.082,0.042,49.93,9.945,50.409882895,9.9987906316
157,988.0,905,True,145,2236,12.3174941475,0.63,985.3995318,42.0,Calculado,Mapeado,31.097494147499997,18.15,11.3493995318,10.322,0.0,0.0,18.0,6.87,0.63,0.458,0.042,25.65,10.822,31.097494147499997,11.3493995318
158,441.0,905,True,978,2236,33.59047823625,0.63,2687.2382589,42.0,Calculado,Mapeado,141.99047823625,107.77,63.5562382589,60.827,2.0,35.77,9.0,36.07,0.63,2.405,0.042,144.47,63.274,141.99047823625,63.5562382589
159,89.0,905,True,1765,17,1.66877621,0.63,133.5020968,42.0,Calculado,Mapeado,86.99877621,84.7,25.486502096800002,25.311,2.0,40.57,3.0,1.8,0.63,0.121,0.042,87.13,25.473,86.99877621,25.486502096800002
160,311.0,905,True,1613,17,4.695260245,9.87,375.6208196,658.0,Calculado,Mapeado,38.045260245,23.48,15.8546208196,14.821,0.0,0.0,1.0,4.23,9.87,0.282,0.658,37.58,15.76,38.045260245,15.8546208196
161,37.0,905,True,1329,2236,2.1405708275,0.63,171.2456662,42.0,Calculado,Mapeado,133.5705708275,130.8,45.389245666200004,45.176,3.0,30.87,9.0,1.48,0.63,0.099,0.042,132.92,45.317,133.5705708275,45.389245666200004
162,15615.0,905,True,1420,2236,2.4948969175,0.63,199.5917534,42.0,Calculado,Mapeado,97.22489691749999,94.1,54.5255917534,54.284,1.0,33.55,6.0,2.78,0.63,0.185,0.042,97.52,54.511,97.22489691749999,54.5255917534
163,33.0,905,True,1395,2236,17.18499881625,9.87,1374.7999053,658.0,Calculado,Mapeado,98.90499881625,71.85,30.2117999053,28.179,2.0,8.15,20.0,12.55,9.87,0.837,0.658,94.27,29.673,98.90499881625,30.2117999053
164,64.0,905,True,331603,17,20.43127811875,9.87,1634.5022495,658.0,Calculado,Mapeado,112.85127811875,82.55,36.090502249500005,33.798,2.0,8.15,18.0,6.85,9.87,0.456,0.658,99.27,34.912,112.85127811875,36.090502249500005
165,324.0,905,True,320,2236,49.26151353,0.63,3940.9210824,42.0,Calculado,Mapeado,105.54151353,55.65,18.984921082400003,15.002,3.0,19.78,23.0,41.37,0.63,2.758,0.042,97.65,17.802,105.54151353,18.984921082400003
166,2512.0,905,True,1108,2236,8.549606593750001,0.63,683.9685275,42.0,Calculado,Mapeado,82.55960659374999,73.38,44.681968527500004,43.956,1.0,20.82,7.0,9.28,0.63,0.618,0.042,83.3,44.616,82.55960659374999,44.681968527500004
167,905.0,905,True,1491,2236,1.19569509125,0.63,95.6556073,42.0,Calculado,Mapeado,119.59569509125,117.77,68.4666556073,68.329,2.0,35.77,7.0,0.75,0.63,0.05,0.042,119.15,68.421,119.59569509125,68.4666556073
168,73.0,905,True,1186,2236,42.47000563625,0.63,3397.6004509,42.0,Calculado,Mapeado,148.67000563624998,105.57,39.532600450900006,36.093,2.0,30.37,9.0,24.28,0.63,1.618,0.042,130.48,37.753,148.67000563624998,39.532600450900006
169,21.0,905,True,1328,2236,5.3891337,0.63,431.130696,42.0,Calculado,Mapeado,114.4991337,108.48,48.876130696,48.403,2.0,14.78,19.0,5.73,0.63,0.383,0.042,114.85,48.828,114.4991337,48.876130696
170,956.0,905,True,11,2236,3.57005520875,0.63,285.6044167,42.0,Calculado,Mapeado,29.330055208749997,25.13,4.6096044167,4.282,1.0,15.37,13.0,4.25,0.63,0.283,0.042,30.02,4.607,29.330055208749997,4.6096044167
171,76.0,905,True,1391,2236,2.009053675,9.87,160.724294,658.0,Calculado,Mapeado,90.87905367500001,79.0,32.451724294,31.633,2.0,8.15,19.0,2.25,9.87,0.15,0.658,91.12,32.44,90.87905367500001,32.451724294
172,74.0,905,True,1072,2236,32.71463937,0.63,2617.1711496,42.0,Calculado,Mapeado,104.01463937,70.67,34.2981711496,31.639,2.0,32.78,7.0,18.15,0.63,1.21,0.042,89.45,32.891,104.01463937,34.2981711496
173,244.0,905,True,326934,2236,8.23088518875,0.63,658.4708151,42.0,Calculado,Mapeado,85.29088518875,76.43,44.8474708151,44.147,2.0,33.92,16.0,8.38,0.63,0.558,0.042,85.45,44.747,85.29088518875,44.8474708151
174,66.0,905,True,1059,2236,55.90345654375,0.63,4472.2765235,42.0,Calculado,Mapeado,163.81345654375,107.28,57.3682765235,52.854,2.0,41.47,7.0,56.17,0.63,3.744,0.042,164.08,56.64,163.81345654375,57.3682765235
175,25.0,905,True,1107,2236,8.79544210625,0.63,703.6353685,42.0,Calculado,Mapeado,87.87544210625,78.45,45.860635368500006,45.115,2.0,25.4,10.0,8.78,0.63,0.586,0.042,87.87,45.743,87.87544210625,45.860635368500006
176,183.0,905,True,373,2236,14.003841327500002,0.63,1120.3073062,42.0,Calculado,Mapeado,74.8838413275,60.25,14.780307306200001,13.618,2.0,27.15,13.0,8.63,0.63,0.575,0.042,69.52,14.235,74.8838413275,14.780307306200001
177,4142.0,905,True,610,2236,2.54108780875,0.63,203.2870247,42.0,Calculado,Mapeado,77.60108780875001,74.43,38.718287024700004,38.473,2.0,7.85,25.0,2.43,0.63,0.162,0.042,77.5,38.677,77.60108780875001,38.718287024700004
178,20.0,905,True,1554,2236,33.52774266875,0.63,2682.2194135,42.0,Calculado,Mapeado,186.53774266874998,152.38,68.3322194135,65.608,5.0,34.22,3.0,32.57,0.63,2.172,0.042,185.58,67.821,186.53774266874998,68.3322194135
179,268.0,905,True,2131,2236,4.99730637875,0.63,399.7845103,42.0,Calculado,Mapeado,74.37730637874999,68.75,21.846784510300004,21.405,1.0,24.07,6.0,4.12,0.63,0.275,0.042,73.5,21.722,74.37730637874999,21.846784510300004
180,135.0,905,True,1427,2236,44.99496990125,0.63,3599.5975921,42.0,Calculado,Mapeado,127.44496990124999,81.82,44.9485975921,41.307,1.0,33.55,6.0,41.28,0.63,2.752,0.042,123.73,44.101,127.44496990124999,44.9485975921
181,798.0,905,True,462,2236,2.31731555125,0.63,185.3852441,42.0,Calculado,Mapeado,71.94731555125,69.0,16.3663852441,16.139,1.0,40.3,20.0,2.23,0.63,0.149,0.042,71.87,16.331,71.94731555125,16.3663852441
182,467.0,905,True,1530,2236,1.1986116175,0.63,95.8889294,42.0,Calculado,Mapeado,106.2086116175,104.38,44.7528889294,44.615,2.0,14.78,19.0,1.08,0.63,0.072,0.042,106.1,44.728,106.2086116175,44.7528889294
183,37.0,905,True,1043,2236,1.25764210625,0.63,100.6113685,42.0,Calculado,Mapeado,143.40764210625,141.52,73.7026113685,73.56,2.0,41.47,7.0,0.68,0.63,0.045,0.042,142.83,73.647,143.40764210625,73.7026113685
184,32.0,905,True,1425,2236,22.41792157,0.63,1793.4337256,42.0,Calculado,Mapeado,111.16792157,88.12,49.36143372560001,47.526,1.0,33.55,6.0,18.97,0.63,1.265,0.042,107.72,48.833,111.16792157,49.36143372560001
185,33.0,905,True,1483,2236,19.67472971375,0.63,1573.9783771,42.0,Calculado,Mapeado,112.70472971375,92.4,52.1219783771,50.506,3.0,25.93,15.0,20.05,0.63,1.337,0.042,113.08,51.885,112.70472971375,52.1219783771
186,27.0,905,True,1511,2236,25.65431426125,0.63,2052.3451409,42.0,Calculado,Mapeado,144.51431426125,118.23,64.8343451409,62.74,2.0,49.0,6.0,17.72,0.63,1.181,0.042,136.58,63.962,144.51431426125,64.8343451409
187,12756.0,905,True,1065,2236,3.45027370125,0.63,276.0218961,42.0,Calculado,Mapeado,75.66027370124999,71.58,42.8970218961,42.579,1.0,20.82,7.0,2.93,0.63,0.196,0.042,75.15,42.817,75.66027370124999,42.8970218961
188,25.0,905,True,1262,2236,5.876431462499999,0.63,470.114517,42.0,Calculado,Mapeado,121.3764314625,114.87,58.620114517,58.108,2.0,39.55,4.0,6.1,0.63,0.407,0.042,121.6,58.557,121.3764314625,58.620114517
189,953.0,905,True,1139,17,4.40607531625,9.87,352.4860253,658.0,Calculado,Mapeado,86.32607531625,72.05,31.7394860253,30.729,1.0,18.6,17.0,3.55,9.87,0.237,0.658,85.47,31.623,86.32607531625,31.7394860253
190,387.0,905,True,1593,17,19.62031106625,9.87,1569.6248853,658.0,Calculado,Mapeado,61.760311066250004,32.27,18.314624885300002,16.087,1.0,0.53,14.0,19.67,9.87,1.311,0.658,61.8,18.056,61.760311066250004,18.314624885300002
191,230.0,905,True,1142,17,2.26494488875,9.87,181.1955911,658.0,Calculado,Mapeado,80.75494488875,68.62,29.7941955911,28.955,1.0,18.6,17.0,2.42,9.87,0.161,0.658,80.9,29.774,80.75494488875,29.7941955911
192,27.0,905,True,21786,2236,41.72898679,0.63,3338.3189432,42.0,Calculado,Mapeado,114.58898679,72.23,42.800318943200004,39.42,2.0,33.92,12.0,19.92,0.63,1.328,0.042,92.78,40.79,114.58898679,42.800318943200004
193,22.0,905,True,2182,2236,42.45288533375,0.63,3396.2308267,42.0,Calculado,Mapeado,193.55288533375,150.47,63.0392308267,59.601,5.0,64.52,1.0,15.4,0.63,1.027,0.042,166.5,60.67,193.55288533375,63.0392308267
194,23.0,905,True,733,2236,37.8177963525,0.63,3025.4237082,42.0,Calculado,Mapeado,175.17779635249997,136.73,56.893423708200004,53.826,4.0,60.43,7.0,29.22,0.63,1.948,0.042,166.58,55.817,175.17779635249997,56.893423708200004
195,50.0,905,True,1071,2236,20.34778080875,0.63,1627.8224647,42.0,Calculado,Mapeado,80.52778080875,59.55,36.8628224647,35.193,1.0,18.17,7.0,14.22,0.63,0.948,0.042,74.4,36.183,80.52778080875,36.8628224647
196,1819.0,905,True,642,2236,0.9359457475,0.63,74.8756598,42.0,Calculado,Mapeado,79.36594574749999,77.8,33.4218756598,33.305,4.0,28.58,8.0,0.85,0.63,0.057,0.042,79.28,33.404,79.36594574749999,33.4218756598
197,53.0,905,True,2114,2236,19.06417089875,0.63,1525.1336719,42.0,Calculado,Mapeado,121.99417089874999,102.3,31.669133671900003,30.102,2.0,44.98,23.0,9.73,0.63,0.648,0.042,112.67,30.792,121.99417089874999,31.669133671900003
198,140.0,905,True,179,17,11.31561804125,9.87,905.2494433,658.0,Calculado,Mapeado,88.08561804125002,66.9,27.3042494433,25.741,2.0,4.68,7.0,9.68,9.87,0.646,0.658,86.45,27.045,88.08561804125002,27.3042494433
199,23.0,905,True,1655,17,46.54131193,9.87,3723.3049544,658.0,Calculado,Mapeado,124.13131193000001,67.72,30.4533049544,26.072,2.0,4.68,7.0,24.78,9.87,1.653,0.658,102.37,28.382,124.13131193000001,30.4533049544
200,10.0,905,True,789,2236,13.29774508125,0.63,1063.8196065,42.0,Calculado,Mapeado,163.47774508125002,149.55,64.9018196065,63.796,4.0,60.43,7.0,14.07,0.63,0.937,0.042,164.25,64.775,163.47774508125002,64.9018196065
201,129.0,905,True,681,2236,0.7162177075,0.63,57.2974166,42.0,Calculado,Mapeado,95.57621770749999,94.23,41.421297416600005,41.322,4.0,26.47,24.0,1.23,0.63,0.083,0.042,96.1,41.446,95.57621770749999,41.421297416600005
202,465.0,905,True,1328,2236,1.16629125375,0.63,93.3033003,42.0,Calculado,Mapeado,110.27629125375,108.48,48.5383033003,48.403,2.0,14.78,19.0,1.23,0.63,0.083,0.042,110.35,48.528,110.27629125375,48.5383033003
203,41.0,905,True,1935,2236,7.10084609,0.63,568.0676872,42.0,Calculado,Mapeado,125.40084609,117.67,53.4630676872,52.853,2.0,14.78,19.0,4.32,0.63,0.288,0.042,122.62,53.183,125.40084609,53.4630676872
204,183.0,905,True,1394,2236,7.2359334,9.87,578.874672,658.0,Calculado,Mapeado,90.87593340000001,73.77,30.344874672000003,29.108,2.0,8.15,19.0,8.3,9.87,0.553,0.658,91.93,30.32,90.87593340000001,30.344874672000003
205,107.0,905,True,1554,2236,5.08054823375,0.63,406.4438587,42.0,Calculado,Mapeado,158.09054823374998,152.38,66.0564438587,65.608,5.0,34.22,3.0,3.15,0.63,0.21,0.042,156.17,65.86,158.09054823374998,66.0564438587
206,30.0,905,True,1071,2236,40.11864376375,0.63,3209.4915011,42.0,Calculado,Mapeado,100.29864376375,59.55,38.444491501099996,35.193,1.0,18.17,7.0,30.47,0.63,2.031,0.042,90.65,37.267,100.29864376375,38.444491501099996
207,18.0,905,True,1253,2236,80.73535735,0.63,6458.828588,42.0,Calculado,Mapeado,215.43535735,134.07,74.938828588,68.438,2.0,39.55,9.0,66.5,0.63,4.433,0.042,201.2,72.914,215.43535735,74.938828588
208,29.0,905,True,2192,17,6.9716527825,9.87,557.7322226,658.0,Calculado,Mapeado,122.9416527825,106.1,46.0707322226,44.855,2.0,8.15,13.0,2.12,9.87,0.141,0.658,118.08,45.654,122.9416527825,46.0707322226
209,11.0,905,True,1658,17,39.3197359725,9.87,3145.5788778,658.0,Calculado,Mapeado,143.5197359725,94.33,43.6845788778,39.881,2.0,8.15,13.0,23.25,9.87,1.55,0.658,127.45,42.089,143.5197359725,43.6845788778
210,1752.0,905,True,1391,2236,4.44348512875,9.87,355.4788103,658.0,Calculado,Mapeado,93.31348512875,79.0,32.646478810299996,31.633,2.0,8.15,20.0,3.67,9.87,0.244,0.658,92.53,32.535,93.31348512875,32.646478810299996
211,92.0,905,True,33541,2236,40.26613425,0.63,3221.29074,42.0,Calculado,Mapeado,161.94613425,121.05,58.31329074,55.05,2.0,14.78,19.0,32.75,0.63,2.183,0.042,154.43,57.275,161.94613425,58.31329074
212,116.0,905,True,929,2236,8.35434202375,0.63,668.3473619,42.0,Calculado,Mapeado,108.15434202374999,99.17,41.150347361899996,40.44,3.0,28.03,15.0,4.42,0.63,0.294,0.042,104.22,40.777,108.15434202374999,41.150347361899996
213,798.0,905,True,894,2236,7.99489916875,0.63,639.5919335,42.0,Calculado,Mapeado,79.32489916875,70.7,25.9575919335,25.276,3.0,28.03,13.0,5.3,0.63,0.353,0.042,76.63,25.671,79.32489916875,25.9575919335
214,26.0,905,True,1299,2236,2.936338025,0.63,234.907042,42.0,Calculado,Mapeado,145.646338025,142.08,51.024907042,50.748,2.0,56.68,5.0,2.27,0.63,0.151,0.042,144.98,50.941,145.646338025,51.024907042
215,338.0,905,True,1046,2236,1.97698582625,0.63,158.1588661,42.0,Calculado,Mapeado,139.42698582625,136.82,70.66015886609999,70.46,2.0,41.47,4.0,1.43,0.63,0.096,0.042,138.88,70.598,139.42698582625,70.66015886609999
216,972.0,905,True,2092,2236,64.33634643375,0.63,5146.9077147,42.0,Calculado,Mapeado,156.28634643375,91.32,27.547907714700003,22.359,2.0,42.45,19.0,25.8,0.63,1.72,0.042,117.75,24.121,156.28634643375,27.547907714700003
