Zona_Origen,Poblacion_Origen,Zona_Destino,Usa_Transporte_Publico,Parada_Origen,Parada_Destino,Tiempo_Acceso_Minutos,Tiempo_Salida_Minutos,Distancia_Acceso_Metros,Distancia_Salida_Metros,Fuente_Datos_Acceso,Fuente_Datos_Salida,Tiempo_Viaje_Total_Minutos,Tiempo_Trayecto_Minutos,Numero_Transbordos,Distancia_Viaje_Total_Km,Distancia_Trayecto_Km,Tiempo_Espera_Transbordo_Minutos,Frecuencia_Servicio,Tiempo_Acceso_Original,Tiempo_Salida_Original,Distancia_Acceso_Original_Km,Distancia_Salida_Original_Km,Tiempo_Viaje_Original_Minutos,Tiempo_Total_Puerta_a_Puerta_Minutos,Verificacion_Tiempo_Total
23,10645.0,718,True,525,278,3.18725554,2.5,254.9804432,166.0,Calculado,Mapeado,56.887255540000005,51.2,1.0,16.641,16.285,11.87,32.0,2.83,2.5,0.189,0.166,56.53,56.887255540000005,68.75725554
24,25.0,718,True,33541,278,35.595885894999995,1.32,2847.6708716,88.0,Calculado,Mapeado,106.69588589499999,69.78,1.0,41.463,40.055,6.88,25.0,19.8,1.32,1.32,0.088,90.9,106.69588589499999,113.57588589499998
25,125.0,718,True,33541,278,3.51549720625,1.32,281.2397765,88.0,Calculado,Mapeado,74.61549720625,69.78,1.0,40.426,40.055,6.88,24.0,4.23,1.32,0.283,0.088,75.33,74.61549720625,81.49549720625
26,440.0,718,True,784,278,3.10050352,4.08,248.0402816,272.0,Calculado,Mapeado,106.93050352,99.75,1.0,53.127,52.715,12.52,7.0,2.12,4.08,0.141,0.272,105.95,106.93050352,119.45050352
27,91.0,718,True,1148,2064,11.47727080125,2.5,918.1816641,166.0,Calculado,Mapeado,62.997270801250004,49.02,1.0,27.689,26.852,5.47,12.0,10.07,2.5,0.671,0.166,61.58,62.997270801250004,68.46727080125001
28,17603.0,718,True,1073,284,2.8749088825,2.53,229.9927106,169.0,Calculado,Mapeado,43.6549088825,38.25,2.0,28.936,28.625,2.7,59.0,2.15,2.53,0.143,0.169,42.93,43.6549088825,46.354908882500006
29,23.0,718,True,1836,278,30.59521040625,1.32,2447.6168325,88.0,Calculado,Mapeado,111.49521040625,79.58,2.0,48.293,47.067,9.35,15.0,17.07,1.32,1.138,0.088,97.97,111.49521040625,120.84521040624999
30,36.0,718,True,1191,278,9.38155278625,2.5,750.5242229,166.0,Calculado,Mapeado,71.05155278625,59.17,1.0,30.223,29.574,0.7,2.0,7.25,2.5,0.483,0.166,68.92,71.05155278625,71.75155278625
31,13139.0,718,True,30,2064,10.88420359875,2.5,870.7362879,166.0,Calculado,Mapeado,39.45420359875,26.07,0.0,14.444,13.855,0.0,18.0,6.35,2.5,0.423,0.166,34.92,39.45420359875,39.45420359875
32,100.0,718,True,1706,278,2.15254951875,2.5,172.2039615,166.0,Calculado,Mapeado,78.80254951875,74.15,1.0,36.339,35.181,0.7,10.0,14.88,2.5,0.992,0.166,91.53,78.80254951875,79.50254951875
33,167.0,718,True,2106,284,1.550153175,2.5,124.012254,166.0,Calculado,Mapeado,86.78015317500001,82.73,1.0,33.355,33.089,24.53,15.0,1.5,2.5,0.1,0.166,86.73,86.78015317500001,111.31015317500001
34,934.0,718,True,1479,278,5.13797641375,1.32,411.0381131,88.0,Calculado,Mapeado,67.33797641375,60.88,1.0,43.681,43.281,3.42,28.0,4.68,1.32,0.312,0.088,66.88,67.33797641375,70.75797641375
35,5.0,718,True,1564,284,20.7173559775,2.53,1657.3884782,169.0,Calculado,Mapeado,101.5673559775,78.32,3.0,28.332,27.563,7.02,21.0,9.0,2.53,0.601,0.169,89.85,101.5673559775,108.5873559775
36,1543.0,718,True,1066,284,5.0753008625,2.53,406.024069,169.0,Calculado,Mapeado,63.8853008625,56.28,2.0,39.859,39.363,4.57,61.0,4.9,2.53,0.327,0.169,63.72,63.8853008625,68.4553008625
37,1909.0,718,True,637,283,4.11514505625,4.08,329.2116045,272.0,Calculado,Mapeado,40.27514505625,32.08,0.0,23.459,23.044,0.0,14.0,2.15,4.08,0.143,0.272,38.32,40.27514505625,40.27514505625
38,81.0,718,True,1392,278,7.495646618749999,1.32,599.6517295,88.0,Calculado,Mapeado,53.21564661875,44.4,1.0,23.016,22.658,2.27,34.0,4.05,1.32,0.27,0.088,49.77,53.21564661875,55.48564661875
39,32.0,718,True,1529,278,4.746733186249999,1.32,379.7386549,88.0,Calculado,Mapeado,61.796733186249995,55.73,1.0,30.556,30.201,6.88,24.0,4.02,1.32,0.267,0.088,61.07,61.796733186249995,68.67673318624999
40,20.0,718,True,1340,284,8.75249743375,2.53,700.1997947,169.0,Calculado,Mapeado,101.30249743374999,90.02,3.0,28.227,27.859,13.0,9.0,2.98,2.53,0.199,0.169,95.53,101.30249743374999,114.30249743374999
41,247.0,718,True,890,284,2.22072758625,4.08,177.6582069,272.0,Calculado,Mapeado,20.600727586250002,14.3,0.0,11.274,10.837,0.0,14.0,2.48,4.08,0.165,0.272,20.87,20.600727586250002,20.600727586250002
42,1245.0,718,True,1523,278,3.34813628,1.32,267.8509024,88.0,Calculado,Mapeado,66.58813628,61.92,1.0,35.331,35.131,6.88,24.0,1.67,1.32,0.111,0.088,64.9,66.58813628,73.46813628
43,25409.0,718,True,6,2064,7.27476440375,2.5,581.9811523,166.0,Calculado,Mapeado,31.54476440375,21.77,0.0,11.434,10.765,0.0,21.0,7.55,2.5,0.503,0.166,31.82,31.54476440375,31.54476440375
44,76.0,718,True,1322,278,1.56526593375,1.32,125.2212747,88.0,Calculado,Mapeado,96.78526593375,93.9,3.0,44.383,44.176,24.83,9.0,1.78,1.32,0.119,0.088,97.0,96.78526593375,121.61526593375
45,35.0,718,True,1422,278,8.7827784675,1.32,702.6222774,88.0,Calculado,Mapeado,71.83277846749999,61.73,2.0,48.469,47.86,4.62,27.0,7.82,1.32,0.521,0.088,70.87,71.83277846749999,76.4527784675
46,7.0,718,True,1744,284,9.96026555625,2.53,796.8212445,169.0,Calculado,Mapeado,64.57026555624999,52.08,0.0,25.028,24.568,0.0,21.0,4.38,2.53,0.292,0.169,59.0,64.57026555624999,64.57026555624999
47,487.0,718,True,1567,284,1.6271509600000005,2.53,130.1720768,169.0,Calculado,Mapeado,79.52715096,75.37,3.0,25.709,25.413,7.02,21.0,1.92,2.53,0.128,0.169,79.82,79.52715096,86.54715096
48,544.0,718,True,463,278,15.09329468125,2.5,1207.4635745,166.0,Calculado,Mapeado,65.66329468125,48.07,1.0,21.885,21.558,12.77,19.0,2.4,2.5,0.16,0.166,52.97,65.66329468125,78.43329468124999
49,33744.0,718,True,196,284,4.25314280625,2.53,340.2514245,169.0,Calculado,Mapeado,56.763142806249995,49.98,2.0,15.114,14.735,6.62,42.0,3.17,2.53,0.211,0.169,55.68,56.763142806249995,63.38314280624999
50,900.0,718,True,1356,284,4.8836529275,2.53,390.6922342,169.0,Calculado,Mapeado,44.4136529275,37.0,1.0,17.475,16.703,0.48,45.0,9.07,2.53,0.604,0.169,48.6,44.4136529275,44.8936529275
51,66.0,718,True,1336,284,2.8883379062500003,2.53,231.0670325,169.0,Calculado,Mapeado,97.86833790625,92.45,3.0,29.565,29.231,13.0,9.0,2.48,2.53,0.165,0.169,97.47,97.86833790625,110.86833790625
52,608.0,718,True,2109,2064,0.4082983462499999,2.5,32.6638677,166.0,Calculado,Mapeado,92.32829834625001,89.42,2.0,37.698,37.518,25.43,25.0,0.2,2.5,0.014,0.166,92.12,92.32829834625001,117.75829834625
53,48.0,718,True,1109,284,12.05358385875,2.53,964.2867087,169.0,Calculado,Mapeado,76.60358385875,62.02,2.0,42.238,41.525,4.57,32.0,8.17,2.53,0.544,0.169,72.72,76.60358385875,81.17358385874999
54,365.0,718,True,1536,278,0.86095978875,1.32,68.8767831,88.0,Calculado,Mapeado,49.450959788750005,47.27,1.0,24.172,24.029,2.27,32.0,0.82,1.32,0.055,0.088,49.4,49.450959788750005,51.72095978875001
55,53.0,718,True,331603,278,35.40212754125,1.32,2832.1702033,88.0,Calculado,Mapeado,86.27212754125,49.55,1.0,26.621,25.474,6.88,30.0,15.88,1.32,1.058,0.088,66.75,86.27212754125,93.15212754125
56,58.0,718,True,2232,284,1.21346450125,2.53,97.0771601,169.0,Calculado,Mapeado,77.47346450125,73.73,2.0,48.507,48.235,8.18,14.0,1.55,2.53,0.103,0.169,77.82,77.47346450125,85.65346450125
57,512.0,718,True,92,2064,20.58174676875,2.5,1646.5397415,166.0,Calculado,Mapeado,47.351746768750004,24.27,1.0,11.924,11.258,4.43,11.0,7.5,2.5,0.5,0.166,34.27,47.351746768750004,51.781746768750004
58,6159.0,718,True,179,284,5.12855934625,2.53,410.2847477,169.0,Calculado,Mapeado,70.18855934625,62.53,2.0,20.977,20.507,6.57,26.0,4.52,2.53,0.301,0.169,69.58,70.18855934625,76.75855934625
59,30.0,718,True,999,284,43.77141175625,2.53,3501.7129405,169.0,Calculado,Mapeado,107.68141175625,61.38,1.0,50.945,49.672,5.55,44.0,16.57,2.53,1.105,0.169,80.48,107.68141175625,113.23141175625
60,925.0,718,True,37,2064,5.79821170375,2.5,463.8569363,166.0,Calculado,Mapeado,24.57821170375,16.28,0.0,9.772,9.31,0.0,31.0,4.43,2.5,0.296,0.166,23.22,24.57821170375,24.57821170375
61,1185.0,718,True,13,283,1.00020321125,2.5,80.0162569,166.0,Calculado,Mapeado,18.48020321125,14.98,0.0,9.509,8.796,0.0,24.0,8.2,2.5,0.547,0.166,25.68,18.48020321125,18.48020321125
62,2381.0,718,True,466,2064,2.00973798375,2.5,160.7790387,166.0,Calculado,Mapeado,44.83973798375,40.33,1.0,16.808,16.495,12.77,15.0,2.2,2.5,0.146,0.166,45.03,44.83973798375,57.609737983749994
63,3761.0,718,True,512,2064,15.53450215,2.5,1242.760172,166.0,Calculado,Mapeado,39.90450215,21.87,0.0,15.093,14.314,0.0,13.0,9.18,2.5,0.612,0.166,33.55,39.90450215,39.90450215
64,30.0,718,True,1348,284,53.8101867725,2.53,4304.8149418,169.0,Calculado,Mapeado,121.4701867725,65.13,3.0,22.86,20.565,7.02,27.0,31.9,2.53,2.126,0.169,99.57,121.4701867725,128.4901867725
65,45.0,718,True,1394,278,5.4229442325,1.32,433.8355386,88.0,Calculado,Mapeado,47.6429442325,40.9,1.0,21.297,20.785,2.27,34.0,6.37,1.32,0.424,0.088,48.58,47.6429442325,49.9129442325
66,50.0,718,True,1388,278,1.8441773825,1.32,147.5341906,88.0,Calculado,Mapeado,58.3941773825,55.23,2.0,27.018,26.839,7.02,45.0,1.35,1.32,0.09,0.088,57.9,58.3941773825,65.4141773825
67,43.0,718,True,2174,278,30.140410107500003,1.32,2411.2328086,88.0,Calculado,Mapeado,95.6804101075,64.22,1.0,37.378,36.43,6.88,24.0,12.88,1.32,0.859,0.088,78.42,95.6804101075,102.56041010749999
68,28.0,718,True,1490,284,37.09289674875,1.32,2967.4317399,88.0,Calculado,Mapeado,132.03289674875,93.62,1.0,74.667,73.866,1.78,30.0,10.7,1.32,0.713,0.088,105.63,132.03289674875,133.81289674875
69,10312.0,718,True,56,283,11.02825626875,4.08,882.2605015,272.0,Calculado,Mapeado,49.158256268749994,34.05,2.0,13.563,12.764,4.17,31.0,7.9,4.08,0.527,0.272,46.03,49.158256268749994,53.328256268749996
70,53.0,718,True,1107,284,3.624252665,2.53,289.9402132,169.0,Calculado,Mapeado,69.404252665,63.25,2.0,42.861,42.511,4.57,34.0,2.73,2.53,0.182,0.169,68.52,69.404252665,73.974252665
71,155.0,718,True,1685,2064,12.6768007225,2.5,1014.1440578,166.0,Calculado,Mapeado,59.8468007225,44.67,1.0,26.654,25.617,0.97,12.0,13.07,2.5,0.871,0.166,60.23,59.8468007225,60.8168007225
72,372.0,718,True,1257,284,3.84506127,2.53,307.6049016,169.0,Calculado,Mapeado,99.32506127,92.95,2.0,63.746,63.376,2.7,13.0,3.03,2.53,0.202,0.169,98.52,99.32506127,102.02506127000001
73,787.0,718,True,1101,284,1.0279030275,2.53,82.2322422,169.0,Calculado,Mapeado,73.1879030275,69.63,2.0,48.539,48.282,4.57,42.0,1.33,2.53,0.089,0.169,73.5,73.1879030275,77.75790302749999
74,33.0,718,True,1391,278,12.36099525,1.32,988.87962,88.0,Calculado,Mapeado,59.41099525,45.73,1.0,24.035,23.309,2.27,37.0,9.57,1.32,0.638,0.088,56.62,59.41099525,61.68099525
75,22.0,718,True,1413,278,29.231624,1.32,2338.52992,88.0,Calculado,Mapeado,81.02162399999999,50.47,2.0,40.285,39.152,5.32,46.0,15.67,1.32,1.044,0.088,67.45,81.02162399999999,86.341624
76,32.0,718,True,1109,284,38.3176875575,2.53,3065.4150046,169.0,Calculado,Mapeado,102.8676875575,62.02,2.0,43.841,41.525,4.57,32.0,32.2,2.53,2.147,0.169,96.75,102.8676875575,107.4376875575
77,7575.0,718,True,679,283,14.31589673125,4.08,1145.2717385,272.0,Calculado,Mapeado,69.81589673124999,51.42,0.0,37.451,36.624,0.0,14.0,8.33,4.08,0.556,0.272,63.83,69.81589673124999,69.81589673124999
78,6.0,718,True,1047,278,19.47149238625,1.32,1557.7193909,88.0,Calculado,Mapeado,131.92149238624998,111.13,2.0,70.39,68.945,15.87,12.0,20.35,1.32,1.357,0.088,132.8,131.92149238624998,147.79149238624998
79,89.0,718,True,1200,2064,13.268047963750002,2.5,1061.4438371,166.0,Calculado,Mapeado,84.83804796375,69.07,1.0,40.223,39.509,5.47,28.0,8.22,2.5,0.548,0.166,79.78,84.83804796375,90.30804796375
80,56.0,718,True,1975,278,45.26120641875,1.32,3620.8965135,88.0,Calculado,Mapeado,110.78120641875,64.2,2.0,34.988,33.993,9.35,15.0,13.6,1.32,0.907,0.088,79.12,110.78120641875,120.13120641875
81,59.0,718,True,1532,278,10.751323935,1.32,860.1059148,88.0,Calculado,Mapeado,64.201323935,52.13,1.0,28.242,28.045,6.88,28.0,1.63,1.32,0.109,0.088,55.08,64.201323935,71.081323935
82,2494.0,718,True,2085,2064,3.70103419125,2.5,296.0827353,166.0,Calculado,Mapeado,34.88103419125,28.68,1.0,14.211,13.862,0.07,27.0,2.73,2.5,0.182,0.166,33.92,34.88103419125,34.95103419125
83,24.0,718,True,1059,278,16.383018817499998,1.32,1310.6415054,88.0,Calculado,Mapeado,103.02301881749999,85.32,2.0,54.226,53.0,15.87,8.0,17.07,1.32,1.137,0.088,103.7,103.02301881749999,118.89301881749999
84,3737.0,718,True,475,2064,1.154984505,2.5,92.3987604,166.0,Calculado,Mapeado,21.574984505000003,17.92,0.0,11.612,11.35,0.0,13.0,1.45,2.5,0.096,0.166,21.87,21.574984505000003,21.574984505000003
85,37.0,718,True,1192,278,25.36070007375,2.5,2028.8560059,166.0,Calculado,Mapeado,82.83070007375,54.97,1.0,28.8,28.022,0.7,2.0,9.18,2.5,0.612,0.166,66.65,82.83070007375,83.53070007375
86,38.0,718,True,1862,278,0.7940414474999999,1.32,63.5233158,88.0,Calculado,Mapeado,110.8440414475,108.73,2.0,67.279,67.152,15.87,12.0,0.58,1.32,0.038,0.088,110.63,110.8440414475,126.71404144750001
87,35.0,718,True,7,2064,7.14562119,2.5,571.6496952,166.0,Calculado,Mapeado,28.67562119,19.03,0.0,10.618,10.117,0.0,31.0,5.02,2.5,0.334,0.166,26.55,28.67562119,28.67562119
88,71.0,718,True,1006,284,14.1549338375,2.53,1132.394707,169.0,Calculado,Mapeado,40.8349338375,24.15,2.0,20.18,19.304,2.7,37.0,10.6,2.53,0.707,0.169,37.28,40.8349338375,43.534933837500006
89,45.0,718,True,1561,284,1.27525690375,2.53,102.0205523,169.0,Calculado,Mapeado,104.48525690375001,100.68,3.0,39.77,39.55,7.02,16.0,0.77,2.53,0.051,0.169,103.98,104.48525690375001,111.50525690375001
90,4544.0,718,True,2082,2064,1.36414918,2.5,109.1319344,166.0,Calculado,Mapeado,36.03414918,32.17,1.0,15.12,14.883,0.07,27.0,1.05,2.5,0.07,0.166,35.72,36.03414918,36.10414918
91,16507.0,718,True,1199,2064,4.68046334,2.5,374.4370672,166.0,Calculado,Mapeado,77.11046334000001,69.93,1.0,40.723,40.262,5.47,32.0,4.42,2.5,0.294,0.166,76.85,77.11046334000001,82.58046334000001
92,36.0,718,True,1413,278,35.8706173075,1.32,2869.6493846,88.0,Calculado,Mapeado,87.66061730749999,50.47,2.0,40.64,39.152,5.32,46.0,21.0,1.32,1.4,0.088,72.78,87.66061730749999,92.98061730749998
93,26.0,718,True,750,278,63.1924555825,4.08,5055.3964466,272.0,Calculado,Mapeado,168.39245558250002,101.12,1.0,57.757,54.272,12.52,7.0,48.18,4.08,3.213,0.272,153.38,168.39245558250002,180.91245558250003
94,2046.0,718,True,1696,2064,3.59562569875,2.5,287.6500559,166.0,Calculado,Mapeado,51.11562569875,45.02,1.0,20.611,20.265,9.22,13.0,2.68,2.5,0.179,0.166,50.2,51.11562569875,60.33562569875
95,100.0,718,True,1484,278,32.13408319875,1.32,2570.7266559,88.0,Calculado,Mapeado,102.52408319874999,69.07,1.0,48.782,47.102,3.42,22.0,23.88,1.32,1.593,0.088,94.27,102.52408319874999,105.94408319875
96,3804.0,718,True,1684,284,6.3744720125,2.53,509.957761,169.0,Calculado,Mapeado,58.9844720125,50.08,1.0,41.364,40.631,5.55,33.0,8.47,2.53,0.565,0.169,61.08,58.9844720125,64.5344720125
97,36.0,718,True,811,278,15.73442221625,4.08,1258.7537773,272.0,Calculado,Mapeado,92.11442221624999,72.3,1.0,32.504,31.287,12.52,7.0,14.18,4.08,0.946,0.272,90.57,92.11442221624999,104.63442221624999
98,79.0,718,True,748,278,17.8635540625,4.08,1429.084325,272.0,Calculado,Mapeado,120.4235540625,98.48,1.0,52.819,51.685,12.52,7.0,12.93,4.08,0.862,0.272,115.5,120.4235540625,132.9435540625
99,41.0,718,True,1394,278,2.3134517312500003,1.32,185.0761385,88.0,Calculado,Mapeado,44.53345173125,40.9,1.0,21.044,20.785,2.27,32.0,2.57,1.32,0.171,0.088,44.78,44.53345173125,46.80345173125
100,94.0,718,True,1973,278,40.08112193875,1.32,3206.4897551,88.0,Calculado,Mapeado,102.68112193875,61.28,2.0,34.153,32.378,9.35,15.0,25.3,1.32,1.687,0.088,87.9,102.68112193875,112.03112193874999
101,348605.0,718,True,1823,284,3.880949215,2.53,310.4759372,169.0,Calculado,Mapeado,18.610949215,12.2,0.0,5.854,5.238,0.0,102.0,6.72,2.53,0.448,0.169,21.45,18.610949215,18.610949215
102,174.0,718,True,1493,284,25.32566284875,2.53,2026.0530279,169.0,Calculado,Mapeado,91.58566284874999,63.73,1.0,54.007,52.015,5.55,44.0,27.35,2.53,1.823,0.169,93.62,91.58566284874999,97.13566284874999
103,36.0,718,True,784,278,21.2243718575,4.08,1697.9497486,272.0,Calculado,Mapeado,125.0543718575,99.75,1.0,53.986,52.715,12.52,7.0,15.0,4.08,1.0,0.272,118.83,125.0543718575,137.5743718575
104,40.0,718,True,1389,278,3.20522266625,1.32,256.4178133,88.0,Calculado,Mapeado,57.89522266625,53.37,2.0,25.698,25.279,7.02,43.0,4.95,1.32,0.33,0.088,59.63,57.89522266625,64.91522266625
105,36.0,718,True,1761,2064,25.55555867625,2.5,2044.4446941,166.0,Calculado,Mapeado,96.13555867625,68.08,1.0,31.27,29.871,12.63,4.0,18.5,2.5,1.233,0.166,89.08,96.13555867625,108.76555867625
106,27.0,718,True,182,284,24.8330889525,2.53,1986.6471162,169.0,Calculado,Mapeado,85.5430889525,58.18,2.0,19.617,18.651,6.57,30.0,11.97,2.53,0.798,0.169,72.68,85.5430889525,92.1130889525
107,6.0,718,True,178,284,31.48797414875,2.53,2519.0379319,169.0,Calculado,Mapeado,97.36797414875,63.35,2.0,22.078,20.837,6.57,28.0,16.08,2.53,1.072,0.169,81.97,97.36797414875,103.93797414874999
108,27.0,718,True,587,284,27.267207685,2.53,2181.3766148,169.0,Calculado,Mapeado,42.527207685,12.73,0.0,9.742,8.913,0.0,31.0,9.92,2.53,0.661,0.169,25.18,42.527207685,42.527207685
109,743.0,718,True,39,2064,4.48793335375,2.5,359.0346683,166.0,Calculado,Mapeado,20.76793335375,13.78,0.0,8.816,8.475,0.0,31.0,2.62,2.5,0.175,0.166,18.9,20.76793335375,20.76793335375
110,81.0,718,True,710,284,0.96348907,4.08,77.0791256,272.0,Calculado,Mapeado,60.89348907,55.85,1.0,23.705,23.391,0.03,8.0,0.63,4.08,0.042,0.272,60.57,60.89348907,60.92348907
111,452.0,718,True,750,278,1.71496319,4.08,137.1970552,272.0,Calculado,Mapeado,106.91496319000001,101.12,1.0,54.679,54.272,12.52,7.0,2.03,4.08,0.135,0.272,107.23,106.91496319000001,119.43496319
112,25.0,718,True,580,284,31.34191632125,2.53,2507.3533057,169.0,Calculado,Mapeado,66.44191632125,32.57,0.0,18.348,17.273,0.0,38.0,13.6,2.53,0.907,0.169,48.7,66.44191632125,66.44191632125
113,36.0,718,True,2185,278,21.82204902625,4.08,1745.7639221,272.0,Calculado,Mapeado,136.95204902625002,111.05,2.0,44.754,43.562,47.38,2.0,13.8,4.08,0.92,0.272,128.93,136.95204902625002,184.33204902625002
114,22.0,718,True,1096,2064,20.80055230125,2.5,1664.0441841,166.0,Calculado,Mapeado,94.12055230125,70.82,1.0,42.021,40.792,5.47,32.0,15.93,2.5,1.063,0.166,89.25,94.12055230125,99.59055230125
115,5752.0,718,True,164,284,4.61814314625,2.53,369.4514517,169.0,Calculado,Mapeado,38.82814314625,31.68,1.0,14.192,13.732,0.48,44.0,4.37,2.53,0.291,0.169,38.58,38.82814314625,39.308143146249996
116,25.0,718,True,1411,278,13.7428930875,1.32,1099.431447,88.0,Calculado,Mapeado,68.3628930875,53.3,2.0,43.086,42.204,5.32,45.0,11.92,1.32,0.794,0.088,66.53,68.3628930875,73.68289308749999
117,7.0,718,True,1393,278,17.567223103750003,1.32,1405.3778483,88.0,Calculado,Mapeado,62.18722310375,43.3,1.0,22.22,21.808,2.27,34.0,4.85,1.32,0.323,0.088,49.47,62.18722310375,64.45722310375
118,29816.0,718,True,1375,284,7.986715173749999,2.53,638.9372139,169.0,Calculado,Mapeado,48.56671517375,38.05,1.0,36.493,35.81,1.05,44.0,7.72,2.53,0.515,0.169,48.3,48.56671517375,49.616715173749995
119,448.0,718,True,1048,278,1.83149356375,1.32,146.5194851,88.0,Calculado,Mapeado,106.60149356375,103.45,2.0,64.899,64.721,15.87,12.0,1.35,1.32,0.09,0.088,106.12,106.60149356375,122.47149356375
120,78.0,718,True,1419,278,36.53915675875,1.32,2923.1325407,88.0,Calculado,Mapeado,92.45915675875,54.6,1.0,50.022,48.278,0.02,33.0,24.85,1.32,1.656,0.088,80.77,92.45915675875,92.47915675875
121,72.0,718,True,786,278,0.3399924,4.08,27.199392,272.0,Calculado,Mapeado,102.4499924,98.03,1.0,51.647,51.323,12.52,7.0,0.78,4.08,0.052,0.272,102.9,102.4499924,114.9699924
122,31.0,718,True,620,284,1.921460905,2.53,153.7168724,169.0,Calculado,Mapeado,27.021460905,22.57,0.0,14.743,13.682,0.0,41.0,13.38,2.53,0.892,0.169,38.48,27.021460905,27.021460905
123,482.0,718,True,624,284,2.2804269475,2.53,182.4341558,169.0,Calculado,Mapeado,24.2404269475,19.43,0.0,12.796,12.506,0.0,31.0,1.82,2.53,0.121,0.169,23.78,24.2404269475,24.2404269475
124,251.0,718,True,662,284,0.31281822375,2.53,25.0254579,169.0,Calculado,Mapeado,61.06281822375,58.22,1.0,27.789,27.578,7.52,14.0,0.63,2.53,0.042,0.169,61.38,61.06281822375,68.58281822375
125,159.0,718,True,561,245,3.2140743487500005,4.57,257.1259479,304.0,Calculado,Mapeado,45.814074348750005,38.03,1.0,15.199,14.71,4.82,28.0,2.78,4.57,0.185,0.304,45.38,45.814074348750005,50.634074348750005
126,30.0,718,True,1744,284,1.75861780625,2.53,140.6894245,169.0,Calculado,Mapeado,56.36861780625,52.08,0.0,24.864,24.568,0.0,21.0,1.92,2.53,0.128,0.169,56.53,56.36861780625,56.36861780625
127,26.0,718,True,417,284,10.6187403575,2.53,849.4992286,169.0,Calculado,Mapeado,37.248740357500004,24.1,1.0,13.656,13.14,2.85,108.0,5.22,2.53,0.348,0.169,31.85,37.248740357500004,40.098740357500006
128,337.0,718,True,1032,278,0.794466335,1.32,63.5573068,88.0,Calculado,Mapeado,94.94446633499999,92.83,2.0,58.583,58.451,15.87,10.0,0.67,1.32,0.044,0.088,94.82,94.94446633499999,110.81446633499999
129,113.0,718,True,1252,284,0.7308817237499999,2.53,58.4705379,169.0,Calculado,Mapeado,104.38088172375001,101.12,2.0,68.823,68.624,2.7,10.0,0.47,2.53,0.031,0.169,104.12,104.38088172375001,107.08088172375001
130,31.0,718,True,1328,278,9.5321865675,1.32,762.5749254,88.0,Calculado,Mapeado,69.22218656749999,58.37,1.0,34.096,33.409,6.88,24.0,9.0,1.32,0.6,0.088,68.68,69.22218656749999,76.10218656749998
131,171.0,718,True,993,284,29.807205501250003,2.53,2384.5764401,169.0,Calculado,Mapeado,117.31720550125002,84.98,1.0,69.807,68.05,5.55,19.0,23.82,2.53,1.588,0.169,111.33,117.31720550125002,122.86720550125001
132,368.0,718,True,1142,2064,5.66922335,2.5,453.537868,166.0,Calculado,Mapeado,74.88922335,66.72,1.0,34.125,33.607,9.0,12.0,5.28,2.5,0.352,0.166,74.5,74.88922335,83.88922335
133,3445.0,718,True,182,284,3.97670309875,2.53,318.1362479,169.0,Calculado,Mapeado,64.68670309875,58.18,2.0,19.077,18.651,6.57,30.0,3.87,2.53,0.258,0.169,64.58,64.68670309875,71.25670309875
134,335.0,718,True,1394,278,1.98229401375,1.32,158.5835211,88.0,Calculado,Mapeado,44.20229401375,40.9,1.0,21.022,20.785,2.27,32.0,2.25,1.32,0.149,0.088,44.47,44.20229401375,46.47229401375
135,753.0,718,True,1126,2064,11.90212889625,2.5,952.1703117,166.0,Calculado,Mapeado,39.67212889625,25.27,0.0,16.072,15.588,0.0,13.0,4.77,2.5,0.318,0.166,32.53,39.67212889625,39.67212889625
136,474.0,718,True,1107,284,3.18230450375,2.53,254.5843603,169.0,Calculado,Mapeado,68.96230450375,63.25,2.0,42.765,42.511,4.57,32.0,1.3,2.53,0.086,0.169,67.08,68.96230450375,73.53230450375
137,300.0,718,True,957,284,13.24061896375,2.53,1059.2495171,169.0,Calculado,Mapeado,56.64061896375,40.87,1.0,20.04,19.363,0.48,53.0,7.63,2.53,0.509,0.169,51.03,56.64061896375,57.12061896375
138,183.0,718,True,1761,2064,2.12009847875,2.5,169.6078783,166.0,Calculado,Mapeado,72.70009847875,68.08,1.0,30.201,29.871,12.63,4.0,2.45,2.5,0.164,0.166,73.03,72.70009847875,85.33009847874999
139,3851.0,718,True,2101,284,3.63753533375,2.5,291.0028267,166.0,Calculado,Mapeado,83.53753533375,77.4,2.0,29.299,28.856,22.27,32.0,4.17,2.5,0.277,0.166,84.07,83.53753533375,105.80753533375
140,431.0,718,True,1055,278,9.233441205,1.32,738.6752964,88.0,Calculado,Mapeado,100.023441205,89.47,2.0,57.227,56.729,15.87,10.0,6.15,1.32,0.41,0.088,96.93,100.023441205,115.893441205
141,1765.0,718,True,1660,278,2.26345908875,1.32,181.0767271,88.0,Calculado,Mapeado,56.703459088749995,53.12,1.0,29.083,28.889,6.88,29.0,1.6,1.32,0.106,0.088,56.03,56.703459088749995,63.58345908875
142,93.0,718,True,455,284,1.57128476625,2.53,125.7027813,169.0,Calculado,Mapeado,44.40128476625,40.3,3.0,26.978,26.706,5.47,14.0,1.55,2.53,0.103,0.169,44.38,44.40128476625,49.87128476625
