Origin,Origin_Population,Destination,Uses_Public_Transport,FromStopPointNo,ToStopPointNo,Access_Time_Minutes,Egress_Time_Minutes,Access_Distance_Meters,Egress_Distance_Meters,Total_Time_Minutes,Journey_Type,Mejor_JRT,Mejor_NTR,Mejor_RIT,Mejor_ACT,Mejor_EGT,Mejor_ACD,Mejor_EGD,Mejor_SFQ,Mejor_JRD,Mejor_RID,Mejor_TWT
408,260.0,718,True,1178,278,4.17764338,,334.2114704,,,Public Transport,92.9,1.0,86.88,3.52,2.5,0.235,0.166,4.0,40.276,39.875,0.7
409,12.0,718,True,1938,284,80.55812562874999,,6444.6500503,,,Public Transport,195.42,2.0,148.9,43.98,2.53,2.932,0.169,6.0,58.121,55.02,14.98
410,691.0,718,True,374,284,2.2200645725,,177.6051658,,,Public Transport,9.93,0.0,6.68,0.72,2.53,0.048,0.169,96.0,4.195,3.979,0.0
411,5208.0,718,True,2173,2064,14.198773922500001,,1135.9019138,,,Public Transport,55.03,1.0,37.92,14.62,2.5,0.975,0.166,19.0,18.148,17.007,0.07
412,403.0,718,True,1807,284,10.3598628825,,828.7890306,,,Public Transport,62.07,2.0,53.82,5.75,2.5,0.384,0.166,5.0,28.881,28.331,1.15
413,36.0,718,True,33541,278,18.039466795000003,,1443.1573436,,,Public Transport,85.0,1.0,69.78,13.9,1.32,0.926,0.088,25.0,41.07,40.055,6.88
414,44.0,718,True,1109,284,12.47902083625,,998.3216669,,,Public Transport,73.95,2.0,62.02,9.4,2.53,0.627,0.169,32.0,42.32,41.525,4.57
415,1599.0,718,True,163,284,7.4548374925,,596.3869994,,,Public Transport,42.23,1.0,33.88,5.82,2.53,0.387,0.169,45.0,15.685,15.129,0.48
416,3591.0,718,True,1587,284,5.32715789875,,426.1726319,,,Public Transport,160.6,2.0,154.33,3.73,2.53,0.249,0.169,6.0,59.512,59.095,11.38
417,300.0,718,True,2188,278,16.70249126125,,1336.1993009,,,Public Transport,94.55,2.0,77.4,14.65,2.5,0.977,0.166,32.0,29.999,28.856,22.27
418,1513.0,718,True,966,284,3.2503734162500004,,260.0298733,,,Public Transport,40.83,3.0,36.35,1.95,2.53,0.13,0.169,22.0,25.413,25.113,5.47
419,13.0,718,True,1937,284,50.678072763749995,,4054.2458211,,,Public Transport,181.3,2.0,150.2,28.57,2.53,1.905,0.169,6.0,57.82,55.747,14.98
420,112.0,718,True,1567,284,16.5200141425,,1321.6011314,,,Public Transport,87.12,3.0,75.37,9.22,2.53,0.615,0.169,21.0,26.196,25.413,7.02
421,29.0,718,True,1253,284,73.2375285075,,5859.0022806,,,Public Transport,156.03,2.0,100.13,53.37,2.53,3.558,0.169,10.0,71.827,68.101,2.7
422,42.0,718,True,1521,278,25.538539172500002,,2043.0831338,,,Public Transport,89.53,1.0,65.0,23.22,1.32,1.547,0.088,25.0,38.838,37.203,6.88
423,51.0,718,True,1554,278,26.502140509999997,,2120.1712408,,,Public Transport,156.02,3.0,131.4,23.3,1.32,1.554,0.088,4.0,56.306,54.665,28.17
424,28.0,718,True,1339,284,26.424315836250003,,2113.9452669,,,Public Transport,115.8,3.0,90.52,22.75,2.53,1.516,0.169,9.0,29.795,28.11,13.0
425,892.0,718,True,590,284,3.89252925,,311.40234,,,Public Transport,17.93,0.0,11.73,3.67,2.53,0.244,0.169,31.0,8.198,7.785,0.0
426,270.0,718,True,114254,284,1.7703349137499997,,141.6267931,,,Public Transport,88.53,1.0,84.08,1.95,2.5,0.131,0.166,18.0,34.84,34.543,24.53
427,453.0,718,True,1140,2064,2.2987746112500003,,183.9019689,,,Public Transport,75.75,1.0,70.38,2.87,2.5,0.191,0.166,12.0,35.158,34.8,9.0
428,41.0,718,True,1258,284,18.346474118750002,,1467.7179295,,,Public Transport,109.92,2.0,90.52,16.87,2.53,1.124,0.169,13.0,63.707,62.413,2.7
429,47.0,718,True,993,284,22.75310990375,,1820.2487923,,,Public Transport,97.15,1.0,84.98,9.63,2.53,0.642,0.169,19.0,68.86,68.05,5.55
430,3322.0,718,True,1078,284,9.28337197125,,742.6697577,,,Public Transport,44.75,1.0,37.63,5.8,1.32,0.387,0.088,35.0,19.774,19.299,2.27
431,48.0,718,True,1070,284,11.21769823875,,897.4158591,,,Public Transport,61.37,2.0,50.98,7.85,2.53,0.524,0.169,43.0,35.742,35.05,4.57
432,110.0,718,True,754,283,14.51260633375,,1161.0085067,,,Public Transport,42.88,1.0,32.78,6.02,4.08,0.401,0.272,27.0,14.38,13.707,3.65
433,10120.0,718,True,370,284,2.3443998974999998,,187.5519918,,,Public Transport,13.02,0.0,8.77,1.72,2.53,0.114,0.169,32.0,5.917,5.634,0.0
434,110.0,718,True,562,245,0.6764284899999999,,54.1142792,,,Public Transport,43.75,1.0,37.73,1.45,4.57,0.096,0.304,28.0,14.846,14.446,4.82
435,914.0,718,True,408,278,6.577492712500001,,526.199417,,,Public Transport,53.67,1.0,45.63,5.53,2.5,0.369,0.166,10.0,25.241,24.706,1.38
436,2832.0,718,True,1424,278,4.4812923075,,358.5033846,,,Public Transport,66.47,2.0,60.57,4.58,1.32,0.306,0.088,25.0,45.605,45.211,4.62
437,148.0,718,True,877,283,7.678175738749999,,614.2540591,,,Public Transport,45.07,1.0,33.03,7.95,4.08,0.53,0.272,1.0,20.843,20.041,0.55
438,29.0,718,True,477,2064,6.86848694625,,549.4789557,,,Public Transport,24.13,0.0,15.5,6.13,2.5,0.409,0.166,13.0,10.385,9.809,0.0
439,382.0,718,True,888,284,1.9434647875,,155.477183,,,Public Transport,21.78,0.0,15.72,1.98,4.08,0.133,0.272,14.0,12.135,11.73,0.0
440,216.0,718,True,1655,284,0.9661937525000001,,77.2955002,,,Public Transport,81.57,2.0,62.53,16.5,2.53,1.099,0.169,28.0,21.775,20.507,6.57
441,500.0,718,True,2072,2064,2.2566843362499998,,180.5347469,,,Public Transport,26.78,0.0,17.38,6.9,2.5,0.46,0.166,25.0,10.674,10.048,0.0
442,47.0,718,True,1493,284,43.32740062625,,3466.1920501,,,Public Transport,98.52,1.0,63.73,32.25,2.53,2.15,0.169,44.0,54.333,52.015,5.55
443,287.0,718,True,1529,278,3.5685691475,,285.4855318,,,Public Transport,59.6,1.0,55.73,2.55,1.32,0.17,0.088,24.0,30.459,30.201,6.88
444,151.0,718,True,993,284,27.826538054999997,,2226.1230444,,,Public Transport,109.9,1.0,84.98,22.38,2.53,1.492,0.169,19.0,69.711,68.05,5.55
445,621.0,718,True,1061,278,2.771822405,,221.7457924,,,Public Transport,82.15,2.0,79.6,1.23,1.32,0.082,0.088,10.0,49.657,49.487,15.87
446,47.0,718,True,1568,284,67.03604090249999,,5362.8832722,,,Public Transport,113.83,3.0,74.35,36.95,2.53,2.464,0.169,21.0,27.035,24.403,7.02
447,26.0,718,True,1257,284,19.7656732075,,1581.2538566,,,Public Transport,111.8,2.0,92.95,16.32,2.53,1.087,0.169,13.0,64.632,63.376,2.7
448,387.0,718,True,97126,278,3.39413664875,,271.5309319,,,Public Transport,95.42,3.0,90.88,3.22,1.32,0.214,0.088,9.0,42.473,42.171,24.83
449,601.0,718,True,1141,2064,6.43863562125,,515.0908497,,,Public Transport,75.28,1.0,68.57,4.22,2.5,0.282,0.166,12.0,34.614,34.167,9.0
450,1778.0,718,True,1560,284,1.06004024875,,84.8032199,,,Public Transport,107.55,3.0,104.07,0.95,2.53,0.063,0.169,16.0,41.596,41.364,7.02
451,53.0,718,True,1392,278,9.99718818125,,799.7750545,,,Public Transport,47.83,1.0,44.4,2.12,1.32,0.142,0.088,33.0,22.887,22.658,2.27
452,425.0,718,True,937,283,20.19208181375,,1615.3665451,,,Public Transport,45.5,1.0,34.88,6.53,4.08,0.435,0.272,14.0,20.231,19.524,6.32
453,119.0,718,True,1563,284,9.191551188750001,,735.3240951,,,Public Transport,88.25,3.0,79.98,5.73,2.53,0.382,0.169,21.0,29.301,28.751,7.02
