Zona_Origen,Poblacion_Origen,Zona_Destino,Usa_Transporte_Publico,Parada_Origen,Parada_Destino,Tiempo_Acceso_Minutos,Tiempo_Salida_Minutos,Distancia_Acceso_Metros,Distancia_Salida_Metros,Fuente_Datos_Acceso,Fuente_Datos_Salida,Tiempo_Viaje_Total_Minutos,Tiempo_Trayecto_Minutos,Numero_Transbordos,Distancia_Viaje_Total_Km,Distancia_Trayecto_Km,Tiempo_Espera_Transbordo_Minutos,Frecuencia_Servicio,Tiempo_Acceso_Original,Tiempo_Salida_Original,Distancia_Acceso_Original_Km,Distancia_Salida_Original_Km,Tiempo_Viaje_Original_Minutos,Tiempo_Total_Puerta_a_Puerta_Minutos,Verificacion_Tiempo_Total
110,81.0,598,True,710.0,555.0,0.96348907,1.130945055,77.0791256,90.4756044,Calculado,Calculado,11.074434125,8.98,0.0,5.815,5.717,0.0,8.0,0.63,0.85,0.042,0.057,10.47,11.074434125,11.074434125
111,452.0,641,False,,,348.85288240375,3.33,27908.2305923,222.0,Calculado,Mapeado,352.18288240375,0.0,0.0,0.357,0.0,0.0,0.0,2.03,3.33,0.135,0.222,5.37,352.18288240375,352.18288240375
112,25.0,673,False,,,192.73214570125,1.5,15418.5716561,100.0,Calculado,Mapeado,194.23214570125,0.0,0.0,1.006,0.0,0.0,0.0,13.6,1.5,0.907,0.1,15.1,194.23214570125,194.23214570125
113,36.0,699,False,,,202.96807947625,4.33,16237.4463581,288.0,Calculado,Mapeado,207.29807947625002,0.0,0.0,1.209,0.0,0.0,0.0,13.8,4.33,0.92,0.288,18.13,207.29807947625002,207.29807947625002
114,22.0,569,False,,,443.86482084375,4.65,35509.1856675,309.0,Calculado,Mapeado,448.51482084375,0.0,0.0,1.372,0.0,0.0,0.0,15.93,4.65,1.063,0.309,20.58,448.51482084375,448.51482084375
115,5752.0,578,False,,,222.0089200925,3.87,17760.7136074,258.0,Calculado,Mapeado,225.8789200925,0.0,0.0,0.504,0.0,0.0,0.0,3.7,3.87,0.246,0.258,7.57,225.8789200925,225.8789200925
116,25.0,562,True,1382.0,262540.0,12.16766766875,2.89121662125,973.4134135,231.2973297,Calculado,Calculado,17.67888429,2.62,0.0,4.158,3.279,0.0,31.0,11.18,2.0,0.745,0.134,15.8,17.67888429,17.67888429
117,7.0,636,True,1393.0,1394.0,17.567223103750003,2.2465177425,1405.3778483,179.7214194,Calculado,Calculado,22.043740846250003,2.23,0.0,1.548,1.024,0.0,81.0,4.85,3.02,0.323,0.201,10.1,22.043740846250003,22.043740846250003
118,29816.0,665,True,1997.0,1376.0,8.367091558750001,1.5771896425,669.3673247,126.1751714,Calculado,Calculado,10.474281201250001,0.53,0.0,1.233,0.66,0.0,97.0,7.57,1.03,0.504,0.068,9.13,10.474281201250001,10.474281201250001
119,448.0,643,False,,,725.96580151625,0.1,58077.2641213,6.0,Calculado,Mapeado,726.0658015162501,0.0,0.0,0.097,0.0,0.0,0.0,1.35,0.1,0.09,0.006,1.45,726.0658015162501,726.0658015162501
120,78.0,577,True,1419.0,1886.0,36.53915675875,4.82713958375,2923.1325407,386.1711667,Calculado,Calculado,41.946296342500005,0.58,0.0,2.567,0.632,0.0,54.0,24.85,4.18,1.656,0.279,29.62,41.946296342500005,41.946296342500005
121,72.0,641,True,747.0,750.0,0.78,2.82428233625,52.0,225.9425869,Mapeado,Calculado,6.77428233625,3.17,0.0,3.25,2.976,0.0,7.0,0.78,3.33,0.052,0.222,7.28,6.77428233625,6.77428233625
122,31.0,579,True,620.0,623.0,1.921460905,2.14087209875,153.7168724,171.2697679,Calculado,Calculado,8.18233300375,4.12,0.0,2.103,1.873,0.0,100.0,1.92,1.53,0.127,0.103,7.57,8.18233300375,8.18233300375
123,482.0,579,True,650.0,611.0,3.1847606387500003,1.1361693925,254.7808511,90.8935514,Calculado,Calculado,4.95093003125,0.63,0.0,0.803,0.61,0.0,142.0,2.17,0.73,0.145,0.049,3.53,4.95093003125,4.95093003125
124,251.0,696,True,662.0,696.0,0.31281822375,2.20176868,25.0254579,176.1414944,Calculado,Calculado,3.88458690375,1.37,0.0,1.206,0.991,0.0,7.0,0.63,2.6,0.042,0.173,4.6,3.88458690375,3.88458690375
125,159.0,709,True,542.0,545.0,3.5298430875,3.68897219,282.387447,295.1177752,Calculado,Calculado,10.3188152775,3.1,0.0,2.386,2.17,0.0,18.0,2.78,0.47,0.185,0.031,6.35,10.3188152775,10.3188152775
126,30.0,696,True,659.0,661.0,2.8795691925,3.09073340375,230.3655354,247.2586723,Calculado,Calculado,8.24030259625,2.27,0.0,2.277,1.888,0.0,21.0,1.92,3.93,0.128,0.262,8.12,8.24030259625,8.24030259625
127,26.0,512,True,415.0,339.0,10.7472249,0.07783910375,859.777992,6.2271283,Calculado,Calculado,12.49506400375,1.67,0.0,1.46,1.078,0.0,171.0,5.22,0.5,0.348,0.034,7.38,12.49506400375,12.49506400375
128,337.0,644,False,,,666.73117591625,3.05,53338.4940733,204.0,Calculado,Mapeado,669.7811759162499,0.0,0.0,0.248,0.0,0.0,0.0,0.67,3.05,0.044,0.204,3.72,669.7811759162499,669.7811759162499
129,113.0,658,False,,,801.11596692875,1.52,64089.2773543,102.0,Calculado,Mapeado,802.63596692875,0.0,0.0,0.132,0.0,0.0,0.0,0.47,1.52,0.031,0.102,1.98,802.63596692875,802.63596692875
130,31.0,630,True,2020.0,2273.0,2.77052299625,1.45925472875,221.6418397,116.7403783,Calculado,Calculado,5.549777725,1.32,0.0,0.913,0.712,0.0,3.0,1.3,1.72,0.086,0.114,4.33,5.549777725,5.549777725
131,171.0,658,True,1246.0,1252.0,21.58872579125,1.53150451,1727.0980633,122.5203608,Calculado,Calculado,25.85023030125,2.73,0.0,3.717,2.494,0.0,8.0,16.82,1.52,1.121,0.102,21.07,25.85023030125,25.85023030125
132,368.0,633,False,,,546.7165894225,1.87,43737.3271538,124.0,Calculado,Mapeado,548.5865894225,0.0,0.0,0.396,0.0,0.0,0.0,4.08,1.87,0.272,0.124,5.95,548.5865894225,548.5865894225
133,3445.0,563,True,199.0,203.0,3.3772259275000005,0.0990648575,270.1780742,7.9251886,Calculado,Calculado,7.056290785000001,3.58,0.0,2.137,1.923,0.0,87.0,3.05,0.17,0.203,0.011,6.8,7.056290785000001,7.056290785000001
134,335.0,636,False,,,419.7299208575,2.78,33578.3936686,185.0,Calculado,Mapeado,422.5099208575,0.0,0.0,0.318,0.0,0.0,0.0,2.0,2.78,0.133,0.185,4.78,422.5099208575,422.5099208575
135,753.0,574,True,510.0,512.0,5.81072571625,0.8308609887499999,464.8580573,66.4688791,Calculado,Calculado,9.941586705,3.3,0.0,1.902,1.592,0.0,83.0,3.7,0.95,0.247,0.064,7.95,9.941586705,9.941586705
136,474.0,652,False,,,516.9696918325001,1.13,41357.5753466,75.0,Calculado,Mapeado,518.0996918325001,0.0,0.0,0.161,0.0,0.0,0.0,1.3,1.13,0.086,0.075,2.43,518.0996918325001,518.0996918325001
137,300.0,511,True,1994.0,1992.0,13.424527094999998,1.03955254375,1073.9621676,83.1642035,Calculado,Calculado,14.894079638749998,0.43,0.0,1.054,0.418,0.0,82.0,8.78,0.75,0.586,0.05,9.97,14.894079638749998,14.894079638749998
138,183.0,651,False,,,323.6432720975,2.45,25891.4617678,163.0,Calculado,Mapeado,326.0932720975,0.0,0.0,0.327,0.0,0.0,0.0,2.45,2.45,0.164,0.163,4.9,326.0932720975,326.0932720975
139,3851.0,582,False,,,259.48144185125,2.3,20758.5153481,154.0,Calculado,Mapeado,261.78144185125,0.0,0.0,0.324,0.0,0.0,0.0,2.55,2.3,0.17,0.154,4.85,261.78144185125,261.78144185125
140,431.0,662,True,2254.0,1055.0,4.422624900000001,0.98128790625,353.809992,78.5030325,Calculado,Calculado,5.98391280625,0.58,0.0,0.64,0.386,0.0,8.0,2.98,0.83,0.198,0.056,4.4,5.98391280625,5.98391280625
141,1765.0,583,False,,,441.4898325962501,0.75,35319.1866077,50.0,Calculado,Mapeado,442.2398325962501,0.0,0.0,0.286,0.0,0.0,0.0,3.55,0.75,0.236,0.05,4.3,442.2398325962501,442.2398325962501
142,93.0,672,True,455.0,2015.0,1.57128476625,1.4402706275,125.7027813,115.2216502,Calculado,Calculado,4.841555393749999,1.83,0.0,1.382,1.206,0.0,38.0,1.55,1.1,0.103,0.073,4.48,4.841555393749999,4.841555393749999
143,165.0,674,False,,,419.20822470125006,1.88,33536.6579761,126.0,Calculado,Mapeado,421.08822470125006,0.0,0.0,0.236,0.0,0.0,0.0,1.65,1.88,0.111,0.126,3.53,421.08822470125006,421.08822470125006
144,9378.0,589,True,10.0,11.0,5.2774690725,6.6742026825,422.1975258,533.9362146,Calculado,Calculado,12.651671754999999,0.7,0.0,0.725,0.38,0.0,163.0,2.0,3.18,0.134,0.212,5.88,12.651671754999999,12.651671754999999
145,78.0,628,True,1268.0,1271.0,23.5408681925,0.88500294625,1883.2694554,70.8002357,Calculado,Calculado,29.22587113875,4.8,0.0,4.636,3.486,0.0,8.0,16.38,0.87,1.092,0.057,22.05,29.22587113875,29.22587113875
146,91.0,632,False,,,711.7817640999999,0.75,56942.541128,50.0,Calculado,Mapeado,712.5317640999999,0.0,0.0,3.265,0.0,0.0,0.0,48.23,0.75,3.215,0.05,48.98,712.5317640999999,712.5317640999999
147,13.0,691,True,1952.0,1654.0,48.413085355,3.90555651,3873.0468284,312.4445208,Calculado,Calculado,57.29864186499999,4.98,0.0,6.929,4.872,0.0,7.0,26.83,4.02,1.789,0.268,35.83,57.29864186499999,57.29864186499999
148,722.0,634,False,,,414.20891264,2.48,33136.7130112,166.0,Calculado,Mapeado,416.68891264,0.0,0.0,0.342,0.0,0.0,0.0,2.63,2.48,0.176,0.166,5.12,416.68891264,416.68891264
149,26.0,685,True,1166.0,1706.0,41.35772534125,0.88402311375,3308.6180273,70.7218491,Calculado,Calculado,48.071748455,5.83,0.0,4.917,3.254,0.0,2.0,24.43,0.5,1.629,0.034,30.77,48.071748455,48.071748455
150,93.0,662,True,1025.0,1029.0,21.268440565,1.02471803,1701.4752452,81.9774424,Calculado,Calculado,25.973158594999997,3.68,0.0,5.099,3.698,0.0,9.0,19.43,1.58,1.296,0.106,24.7,25.973158594999997,25.973158594999997
151,115.0,609,True,832.0,364.0,7.4525528925,1.090455565,596.2042314,87.2364452,Calculado,Calculado,12.143008457499999,3.6,0.0,2.34,2.027,0.0,84.0,3.48,1.2,0.232,0.08,8.28,12.143008457499999,12.143008457499999
152,138.0,675,False,,,449.4027022175,5.52,35952.2161774,368.0,Calculado,Mapeado,454.9227022175,0.0,0.0,0.694,0.0,0.0,0.0,4.9,5.52,0.326,0.368,10.42,454.9227022175,454.9227022175
153,20.0,623,True,1537.0,1544.0,21.35596018375,0.7662784525,1708.4768147,61.3022762,Calculado,Calculado,29.92223863625,7.8,0.0,7.295,6.089,0.0,32.0,17.72,0.38,1.181,0.026,25.9,29.92223863625,29.92223863625
154,6578.0,646,True,1484.0,1485.0,3.74294118125,5.1352936225,299.4352945,410.8234898,Calculado,Calculado,9.39823480375,0.52,0.0,1.14,0.587,0.0,6.0,3.98,4.3,0.265,0.287,8.8,9.39823480375,9.39823480375
155,1589.0,702,True,1647.0,1648.0,3.451545445,1.312551295,276.1236356,105.0041036,Calculado,Calculado,7.434096739999999,2.67,0.0,1.136,0.888,0.0,21.0,2.33,1.38,0.156,0.093,6.38,7.434096739999999,7.434096739999999
156,418.0,574,True,437.0,495.0,2.08870254125,0.8581321412499999,167.0962033,68.6505713,Calculado,Calculado,5.7768346825,2.83,0.0,2.371,2.239,0.0,67.0,1.4,0.58,0.093,0.039,4.82,5.7768346825,5.7768346825
157,988.0,647,True,1810.0,97.0,9.20679927875,2.5614928262500003,736.5439423,204.9194261,Calculado,Calculado,12.648292105,0.88,0.0,0.931,0.535,0.0,68.0,3.88,2.05,0.259,0.137,6.82,12.648292105,12.648292105
158,441.0,593,False,,,727.89306258,2.1,58231.4450064,140.0,Calculado,Mapeado,729.99306258,0.0,0.0,2.545,0.0,0.0,0.0,36.07,2.1,2.405,0.14,38.17,729.99306258,729.99306258
159,89.0,655,False,,,370.021085095,0.12,29601.6868076,7.0,Calculado,Mapeado,370.141085095,0.0,0.0,0.117,0.0,0.0,0.0,1.65,0.12,0.11,0.007,1.77,370.141085095,370.141085095
160,311.0,680,False,,,4.23,2.82,282.0,187.0,Mapeado,Mapeado,7.05,0.0,0.0,0.469,0.0,0.0,0.0,4.23,2.82,0.282,0.187,7.05,7.05,7.050000000000001
161,37.0,708,True,1329.0,1331.0,2.1405708275,0.4502915425,171.2456662,36.0233234,Calculado,Calculado,4.97086237,2.38,0.0,1.513,1.391,0.0,10.0,1.48,0.35,0.099,0.023,4.22,4.97086237,4.97086237
162,15615.0,577,True,1420.0,1446.0,2.4948969175,5.18588491375,199.5917534,414.8707931,Calculado,Calculado,7.73078183125,0.05,0.0,0.534,0.048,0.0,16.0,2.78,4.5,0.185,0.3,7.33,7.73078183125,7.73078183125
163,33.0,636,False,,,416.32930592,2.78,33306.3444736,185.0,Calculado,Mapeado,419.10930592,0.0,0.0,0.921,0.0,0.0,0.0,11.03,2.78,0.736,0.185,13.82,419.10930592,419.10930592
164,64.0,583,True,1538.0,1531.0,20.55125377125,1.1259827274999998,1644.1003017,90.0786182,Calculado,Calculado,27.197236498749998,5.52,0.0,4.195,3.688,0.0,47.0,6.85,0.75,0.456,0.05,13.12,27.197236498749998,27.197236498749998
165,324.0,601,False,,,96.03511156125,3.57,7682.8089249,238.0,Calculado,Mapeado,99.60511156125,0.0,0.0,2.996,0.0,0.0,0.0,41.37,3.57,2.758,0.238,44.93,99.60511156125,99.60511156125
166,2512.0,529,False,,,397.595282575,0.48,31807.622606,32.0,Calculado,Mapeado,398.075282575,0.0,0.0,0.115,0.0,0.0,0.0,1.23,0.48,0.083,0.032,1.72,398.075282575,398.075282575
167,905.0,638,False,,,856.3043516387501,0.82,68504.3481311,55.0,Calculado,Mapeado,857.1243516387501,0.0,0.0,0.105,0.0,0.0,0.0,0.75,0.82,0.05,0.055,1.57,857.1243516387501,857.1243516387501
168,73.0,685,True,1163.0,1706.0,41.86090208,0.88402311375,3348.8721664,70.7218491,Calculado,Calculado,51.04492519375,8.3,0.0,6.414,4.762,0.0,2.0,24.28,0.5,1.618,0.034,33.08,51.04492519375,51.04492519375
169,21.0,630,False,,,424.74577257375006,1.72,33979.6618059,114.0,Calculado,Mapeado,426.4657725737501,0.0,0.0,0.483,0.0,0.0,0.0,5.53,1.72,0.369,0.114,7.25,426.4657725737501,426.4657725737501
170,956.0,589,True,38.0,39.0,2.87537786,4.869864615,230.0302288,389.5891692,Calculado,Calculado,8.275242474999999,0.53,0.0,0.622,0.322,0.0,5.0,2.32,2.18,0.154,0.146,5.03,8.275242474999999,8.275242474999999
171,76.0,675,True,1391.0,1392.0,2.009053675,6.75391609125,160.724294,540.3132873,Calculado,Calculado,9.61296976625,0.85,0.0,1.169,0.651,0.0,61.0,2.25,5.52,0.15,0.368,8.62,9.61296976625,9.61296976625
172,74.0,562,True,1072.0,1682.0,32.71463937,0.97086121625,2617.1711496,77.6688973,Calculado,Calculado,36.15550058625,2.47,0.0,3.712,2.452,0.0,18.0,18.15,0.75,1.21,0.049,21.37,36.15550058625,36.15550058625
173,244.0,562,True,337766.0,262540.0,8.10037708875,2.89121662125,648.0301671,231.2973297,Calculado,Calculado,14.361593709999998,3.37,0.0,4.747,4.056,0.0,31.0,8.38,2.0,0.558,0.134,13.75,14.361593709999998,14.361593709999998
174,66.0,662,True,1025.0,1029.0,56.124684975,1.02471803,4489.974798,81.9774424,Calculado,Calculado,60.829403005,3.68,0.0,7.515,3.698,0.0,9.0,55.67,1.58,3.711,0.106,60.93,60.829403005,60.829403005
175,25.0,652,False,,,526.7273978037499,0.67,42138.1918243,44.0,Calculado,Mapeado,527.3973978037499,0.0,0.0,0.552,0.0,0.0,0.0,7.62,0.67,0.508,0.044,8.28,527.3973978037499,527.3973978037499
176,183.0,609,True,606.0,369.0,1.31248674125,1.2958927075,104.9989393,103.6714166,Calculado,Calculado,6.85837944875,4.25,0.0,2.729,2.522,0.0,82.0,1.9,1.2,0.127,0.08,7.35,6.85837944875,6.85837944875
177,4142.0,579,False,,,56.63100976,1.53,4530.4807808,103.0,Calculado,Mapeado,58.16100976,0.0,0.0,0.198,0.0,0.0,0.0,1.42,1.53,0.095,0.103,2.95,58.16100976,58.16100976
178,20.0,692,True,1554.0,1570.0,33.52774266875,2.47,2682.2194135,164.0,Calculado,Mapeado,41.02774266875,5.03,0.0,6.72,4.384,0.0,4.0,32.57,2.47,2.172,0.164,40.07,41.02774266875,41.02774266875
179,268.0,694,True,2091.0,2094.0,4.595080433750001,2.64777834875,367.6064347,211.8222679,Calculado,Calculado,9.892858782500001,2.65,0.0,1.825,1.425,0.0,68.0,4.17,1.83,0.278,0.123,8.65,9.892858782500001,9.892858782500001
180,135.0,575,True,1427.0,1428.0,44.99496990125,0.6867710524999999,3599.5975921,54.9416842,Calculado,Calculado,47.75174095375,2.07,0.0,4.286,1.473,0.0,65.0,41.28,0.92,2.752,0.061,44.27,47.75174095375,47.75174095375
181,798.0,677,False,,,437.56583468,2.17,35005.2667744,145.0,Calculado,Mapeado,439.73583468000004,0.0,0.0,0.294,0.0,0.0,0.0,2.23,2.17,0.149,0.145,4.4,439.73583468000004,439.73583468000004
182,467.0,623,True,1543.0,1544.0,1.0290900575,0.7662784525,82.3272046,61.3022762,Calculado,Calculado,2.59536851,0.8,0.0,0.914,0.797,0.0,33.0,1.38,0.38,0.092,0.026,2.57,2.59536851,2.59536851
183,37.0,590,True,1043.0,220863.0,1.25764210625,1.43194523875,100.6113685,114.5556191,Calculado,Calculado,5.119587345,2.43,0.0,3.555,3.483,0.0,9.0,0.68,0.4,0.045,0.027,3.52,5.119587345,5.119587345
184,32.0,704,False,,,907.70822876,1.03,72616.6583008,69.0,Calculado,Mapeado,908.73822876,0.0,0.0,1.353,0.0,0.0,0.0,19.27,1.03,1.285,0.069,20.3,908.73822876,908.73822876
185,33.0,646,True,1484.0,1485.0,19.31415830375,5.1352936225,1545.1326643,410.8234898,Calculado,Calculado,24.96945192625,0.52,0.0,2.193,0.587,0.0,33.0,19.78,4.3,1.319,0.287,24.6,24.96945192625,24.96945192625
186,27.0,593,True,1518.0,978.0,25.58482901375,1.9945926925,2046.7863211,159.5674154,Calculado,Calculado,38.84942170625,11.27,0.0,9.833,8.514,0.0,16.0,17.68,2.1,1.179,0.14,31.05,38.84942170625,38.84942170625
187,12756.0,529,True,97207.0,1689.0,4.9578120275,0.7462701862500001,396.6249622,59.7016149,Calculado,Calculado,6.68408221375,0.98,0.0,1.0,0.786,0.0,23.0,2.73,0.48,0.182,0.032,4.2,6.68408221375,6.68408221375
188,25.0,687,False,,,725.3478044425,1.12,58027.8243554,75.0,Calculado,Mapeado,726.4678044425,0.0,0.0,0.482,0.0,0.0,0.0,6.1,1.12,0.407,0.075,7.22,726.4678044425,726.4678044425
189,953.0,633,True,1139.0,1142.0,4.40607531625,3.14078673875,352.4860253,251.2629391,Calculado,Calculado,10.366862055,2.82,0.0,2.234,1.774,0.0,18.0,3.55,3.35,0.237,0.224,9.72,10.366862055,10.366862055
190,387.0,634,True,2158.0,2161.0,12.45667401875,3.18961121375,996.5339215,255.1688971,Calculado,Calculado,17.8462852325,2.2,0.0,2.612,1.57,0.0,17.0,13.15,2.48,0.876,0.166,17.83,17.8462852325,17.8462852325
191,230.0,633,False,,,540.93840524625,1.87,43275.0724197,124.0,Calculado,Mapeado,542.80840524625,0.0,0.0,0.346,0.0,0.0,0.0,3.33,1.87,0.222,0.124,5.2,542.80840524625,542.80840524625
192,27.0,665,True,21786.0,1417.0,41.72898679,1.6451094412500002,3338.3189432,131.6087553,Calculado,Calculado,44.67409623125,1.3,0.0,2.133,0.737,0.0,33.0,19.92,1.03,1.328,0.068,22.25,44.67409623125,44.67409623125
193,22.0,699,True,2182.0,2185.0,42.45288533375,3.26686051625,3396.2308267,261.3488413,Calculado,Calculado,46.56974585,0.85,0.0,2.268,0.953,0.0,7.0,15.4,4.33,1.027,0.288,20.58,46.56974585,46.56974585
194,23.0,631,True,733.0,806.0,37.8177963525,3.05929863875,3025.4237082,244.7438911,Calculado,Calculado,46.57709499125,5.7,0.0,6.617,4.438,0.0,13.0,29.22,3.45,1.948,0.23,38.37,46.57709499125,46.57709499125
195,50.0,689,True,1013.0,1016.0,20.35921589625,1.48626862375,1628.7372717,118.9014899,Calculado,Calculado,26.26548452,4.42,0.0,5.509,4.452,0.0,55.0,14.22,1.63,0.948,0.108,20.27,26.26548452,26.26548452
196,1819.0,661,True,629.0,630.0,0.81419627,0.6761474825,65.1357016,54.0917986,Calculado,Calculado,2.8203437525000004,1.33,0.0,1.175,1.066,0.0,45.0,0.83,0.8,0.056,0.053,2.97,2.8203437525000004,2.8203437525000004
197,53.0,676,True,2112.0,2111.0,8.9013141825,2.95236789125,712.1051346,236.1894313,Calculado,Calculado,12.37368207375,0.52,0.0,1.198,0.57,0.0,25.0,6.73,2.68,0.448,0.179,9.93,12.37368207375,12.37368207375
198,140.0,645,False,,,224.85510452875,0.43,17988.4083623,29.0,Calculado,Mapeado,225.28510452875,0.0,0.0,0.457,0.0,0.0,0.0,6.42,0.43,0.428,0.029,6.85,225.28510452875,225.28510452875
199,23.0,645,False,,,250.5911249,0.43,20047.289992,29.0,Calculado,Mapeado,251.02112490000002,0.0,0.0,1.357,0.0,0.0,0.0,19.92,0.43,1.328,0.029,20.35,251.02112490000002,251.02112490000002
200,10.0,641,True,744.0,750.0,12.93427481375,2.82428233625,1034.7419851,225.9425869,Calculado,Calculado,22.68855715,6.93,0.0,6.682,5.523,0.0,7.0,14.07,3.33,0.937,0.222,24.33,22.68855715,22.68855715
201,129.0,565,True,677.0,1780.0,0.94864085125,11.51137806,75.8912681,920.9102448,Calculado,Calculado,19.49001891125,7.03,0.0,5.632,5.358,0.0,39.0,1.23,2.87,0.083,0.191,11.13,19.49001891125,19.49001891125
202,465.0,630,False,,,419.00956137875,1.72,33520.7649103,114.0,Calculado,Mapeado,420.72956137875,0.0,0.0,0.197,0.0,0.0,0.0,1.23,1.72,0.083,0.114,2.95,420.72956137875,420.72956137875
203,41.0,707,True,1936.0,1553.0,8.878640891249999,2.03268079125,710.2912713,162.6144633,Calculado,Calculado,11.581321682499999,0.67,0.0,1.064,0.703,0.0,32.0,4.27,1.13,0.285,0.076,6.07,11.581321682499999,11.581321682499999
204,183.0,636,False,,,424.98356024375,2.78,33998.6848195,185.0,Calculado,Mapeado,427.76356024374996,0.0,0.0,0.723,0.0,0.0,0.0,8.07,2.78,0.538,0.185,10.85,427.76356024374996,427.76356024374996
205,107.0,692,True,1554.0,1570.0,5.08054823375,2.47,406.4438587,164.0,Calculado,Mapeado,12.580548233750001,5.03,0.0,4.759,4.384,0.0,4.0,3.15,2.47,0.21,0.164,10.65,12.580548233750001,12.580548233750001
206,30.0,689,True,1013.0,1016.0,40.10720867625,1.48626862375,3208.5766941,118.9014899,Calculado,Calculado,46.013477300000005,4.42,0.0,6.592,4.452,0.0,55.0,30.47,1.63,2.031,0.108,36.52,46.013477300000005,46.013477300000005
207,18.0,658,True,1241.0,1242.0,80.33740801500001,1.19257328875,6426.9926412,95.4058631,Calculado,Calculado,82.40998130375,0.88,0.0,5.013,0.532,0.0,8.0,65.68,1.52,4.379,0.102,68.08,82.40998130375,82.40998130375
208,29.0,642,True,2192.0,1973.0,6.9716527825,2.5938804625,557.7322226,207.510437,Calculado,Calculado,14.685533244999998,5.12,0.0,4.432,4.153,0.0,15.0,2.12,2.07,0.141,0.137,9.3,14.685533244999998,14.685533244999998
209,11.0,642,True,1662.0,1972.0,38.94036446,2.20204750125,3115.2291568,176.1638001,Calculado,Calculado,42.39241196125,1.25,0.0,2.481,0.82,0.0,15.0,23.25,1.65,1.55,0.11,26.15,42.39241196125,42.39241196125
210,1752.0,675,True,1391.0,1392.0,4.44348512875,6.75391609125,355.4788103,540.3132873,Calculado,Calculado,12.04740122,0.85,0.0,1.263,0.651,0.0,61.0,3.67,5.52,0.244,0.368,10.03,12.04740122,12.04740122
211,92.0,707,True,33541.0,1520.0,40.26613425,2.40422720125,3221.29074,192.3381761,Calculado,Calculado,44.17036145125,1.5,0.0,3.949,1.697,0.0,35.0,32.75,1.02,2.183,0.068,35.27,44.17036145125,44.17036145125
212,116.0,659,True,929.0,935.0,8.35434202375,1.31544280625,668.3473619,105.2354245,Calculado,Calculado,13.669784830000001,4.0,0.0,3.976,3.612,0.0,17.0,4.42,1.03,0.294,0.069,9.45,13.669784830000001,13.669784830000001
213,798.0,617,False,,,154.67251073625,1.45,12373.8008589,97.0,Calculado,Mapeado,156.12251073624998,0.0,0.0,0.427,0.0,0.0,0.0,4.95,1.45,0.33,0.097,6.4,156.12251073624998,156.12251073624998
214,26.0,657,True,1299.0,1060.0,2.936338025,1.86503011625,234.907042,149.2024093,Calculado,Calculado,7.58136814125,2.78,0.0,2.174,1.846,0.0,5.0,2.27,2.65,0.151,0.177,7.7,7.58136814125,7.58136814125
215,338.0,664,False,,,855.2843943149999,0.43,68422.7515452,29.0,Calculado,Mapeado,855.7143943149998,0.0,0.0,0.125,0.0,0.0,0.0,1.43,0.43,0.096,0.029,1.87,855.7143943149998,855.7143943149998
216,972.0,676,True,2106.0,2116.0,95.3679366425,3.05190529625,7629.4349314,244.1524237,Calculado,Calculado,101.08984193875,2.67,0.0,4.11,2.424,0.0,19.0,22.5,2.78,1.5,0.185,27.95,101.08984193875,101.08984193875
217,31.0,590,True,989.0,220863.0,19.85912318,1.43194523875,1588.7298544,114.5556191,Calculado,Calculado,24.96106841875,3.67,0.0,4.704,3.566,0.0,17.0,16.68,0.4,1.112,0.027,20.75,24.96106841875,24.96106841875
218,769.0,589,False,,,75.21724394125,3.18,6017.3795153,212.0,Calculado,Mapeado,78.39724394125001,0.0,0.0,0.393,0.0,0.0,0.0,2.72,3.18,0.181,0.212,5.9,78.39724394125001,78.39724394125001
219,38.0,675,True,1390.0,1392.0,13.005274505,6.75391609125,1040.4219604,540.3132873,Calculado,Calculado,21.78919059625,2.03,0.0,2.261,1.369,0.0,80.0,7.85,5.52,0.524,0.368,15.4,21.78919059625,21.78919059625
220,2874.0,665,False,,,648.59397325875,2.23,51887.5178607,149.0,Calculado,Mapeado,650.82397325875,0.0,0.0,0.2,0.0,0.0,0.0,0.78,2.23,0.052,0.149,3.02,650.82397325875,650.82397325875
221,101.0,666,False,,,674.4059293675,0.35,53952.4743494,23.0,Calculado,Mapeado,674.7559293675,0.0,0.0,0.062,0.0,0.0,0.0,0.58,0.35,0.039,0.023,0.93,674.7559293675,674.7559293675
222,143.0,636,False,,,426.697617215,2.78,34135.8093772,185.0,Calculado,Mapeado,429.47761721499995,0.0,0.0,0.649,0.0,0.0,0.0,6.95,2.78,0.463,0.185,9.73,429.47761721499995,429.47761721499995
223,61.0,529,True,1018.0,1689.0,16.1113813975,0.7462701862500001,1288.9105118,59.7016149,Calculado,Calculado,18.957651583750003,2.1,0.0,2.678,1.622,0.0,50.0,15.37,0.48,1.025,0.032,17.95,18.957651583750003,18.957651583750003
224,78.0,709,True,754.0,545.0,15.48495659375,3.68897219,1238.7965275,295.1177752,Calculado,Calculado,19.60392878375,0.43,0.0,1.029,0.608,0.0,33.0,5.85,0.47,0.39,0.031,6.75,19.60392878375,19.60392878375
225,206.0,657,True,1022.0,1023.0,5.1278937175,2.7026800362500003,410.2314974,216.2144029,Calculado,Calculado,9.33057375375,1.5,0.0,1.689,1.131,0.0,14.0,5.38,3.0,0.359,0.2,9.88,9.33057375375,9.33057375375
