Zona_Origen,Nombre_Zona_Origen,Poblacion_Origen,Zona_Destino,Usa_Transporte_Publico,Parada_Origen,Parada_Destino,Tiempo_Acceso_Minutos,Tiempo_Salida_Minutos,Distancia_Acceso_Metros,Distancia_Salida_Metros,Fuente_Datos_Acceso,Fuente_Datos_Salida,Tiempo_Viaje_Total_Minutos,Tiempo_Trayecto_Minutos,Numero_Transbordos,Distancia_Viaje_Total_Km,Distancia_Trayecto_Km,Tiempo_Espera_Transbordo_Minutos,Frecuencia_Servicio,Tiempo_Acceso_Original,Tiempo_Salida_Original,Distancia_Acceso_Original_Km,Distancia_Salida_Original_Km,Tiempo_Viaje_Original_Minutos,Tiempo_Total_Puerta_a_Puerta_Minutos,Verificacion_Tiempo_Total
207,Ikazurieta,18,901,True,1253.0,1078.0,80.73535735,0.91846033625,6458.828588,73.4768269,Calculado,Calculado,156.48381768625,74.83,0,53.058,48.562,0.0,14,66.5,0.93,4.433,0.062,142.27,156.48381768625,156.48381768625
208,Indusi,29,901,True,2192.0,1078.0,6.9716527825,0.91846033625,557.7322226,73.4768269,Calculado,Calculado,38.19011311875,30.3,0,18.482,18.279,0.0,15,2.12,0.93,0.141,0.062,33.35,38.19011311875,38.19011311875
209,Intxaurbizkar,11,901,True,1658.0,1078.0,39.3197359725,0.91846033625,3145.5788778,73.4768269,Calculado,Calculado,62.93819630875,22.7,0,14.917,13.305,0.0,15,23.25,0.93,1.55,0.062,46.88,62.93819630875,62.93819630875
210,Intzuntza,1752,901,True,1391.0,1078.0,4.44348512875,0.91846033625,355.4788103,73.4768269,Calculado,Calculado,14.131945465,8.77,0,5.363,5.057,0.0,64,3.67,0.93,0.244,0.062,13.37,14.131945465,14.131945465
211,Ipiñaburu,92,901,True,33541.0,1078.0,40.26613425,0.91846033625,3221.29074,73.4768269,Calculado,Calculado,70.61459458625,29.43,0,24.049,21.803,0.0,35,32.75,0.93,2.183,0.062,63.12,70.61459458625,70.61459458625
212,Iratzagorria,116,903,True,929.0,283.0,8.35434202375,4.08,668.3473619,272.0,Calculado,Mapeado,67.48434202375,55.05,1,24.584,24.018,19.87,17,4.42,4.08,0.294,0.272,63.55,67.48434202375,87.35434202375001
213,Irauregi,798,902,True,894.0,249.0,7.99489916875,1.52,639.5919335,101.0,Calculado,Mapeado,21.36489916875,11.85,0,7.322,6.867,0.0,32,5.3,1.52,0.353,0.101,18.67,21.36489916875,21.36489916875
214,Isla,26,901,True,1299.0,1078.0,2.936338025,0.91846033625,234.907042,73.4768269,Calculado,Calculado,71.97479836125001,68.12,1,31.698,31.484,25.35,6,2.27,0.93,0.151,0.062,71.32,71.97479836125001,97.32479836125
215,Ispaster-Elexalde,338,901,True,1046.0,1078.0,1.97698582625,0.91846033625,158.1588661,73.4768269,Calculado,Calculado,75.26544616250001,72.37,0,50.626,50.468,0.0,8,1.43,0.93,0.096,0.062,74.73,75.26544616250001,75.26544616250001
216,Isuskitza,972,904,True,2092.0,1648.0,64.33634643375,6.839990448749999,5146.9077147,547.1992359,Calculado,Calculado,98.5963368825,27.42,1,8.074,5.952,19.2,19,25.8,6.03,1.72,0.402,59.25,98.5963368825,117.7963368825
217,Iturreta,31,901,True,2181.0,1078.0,28.82970339875,0.91846033625,2306.3762719,73.4768269,Calculado,Calculado,111.128163735,81.38,0,54.662,53.479,0.0,25,16.82,0.93,1.121,0.062,99.13,111.128163735,111.128163735
218,Iturribide,769,904,True,11.0,2219.0,3.0498262887500003,0.79330144375,243.9861031,63.4641155,Calculado,Calculado,30.2431277325,26.4,0,11.703,11.46,0.0,15,2.72,0.93,0.181,0.062,30.05,30.2431277325,30.2431277325
219,Iturritxe,38,901,True,1390.0,1078.0,13.005274505,0.91846033625,1040.4219604,73.4768269,Calculado,Calculado,23.87373484125,9.95,0,6.361,5.775,0.0,63,7.85,0.93,0.524,0.062,18.73,23.87373484125,23.87373484125
220,Iurreta,2874,901,True,1376.0,1078.0,2.97634227125,0.91846033625,238.1073817,73.4768269,Calculado,Calculado,18.2148026075,14.32,0,19.686,19.441,0.0,30,2.75,0.93,0.183,0.062,18.0,18.2148026075,18.2148026075
221,Izurtza,101,901,True,1432.0,1078.0,1.19522312625,0.91846033625,95.6178501,73.4768269,Calculado,Calculado,33.1936834625,31.08,1,23.579,23.421,4.7,3,1.43,0.93,0.096,0.062,33.45,33.1936834625,37.8936834625
222,Jauregi,143,901,True,1394.0,1078.0,8.94999037125,0.91846033625,715.9992297,73.4768269,Calculado,Calculado,13.9884507075,4.12,0,3.063,2.532,0.0,65,7.02,0.93,0.468,0.062,12.07,13.9884507075,13.9884507075
223,Kanpantxu,61,901,True,1066.0,1078.0,15.9962692125,0.91846033625,1279.701537,73.4768269,Calculado,Calculado,45.54472954875,28.63,0,23.088,21.984,0.0,16,15.63,0.93,1.042,0.062,45.2,45.54472954875,45.54472954875
224,Kardeo,78,903,True,754.0,283.0,15.48495659375,4.08,1238.7965275,272.0,Calculado,Mapeado,52.34495659375,32.78,1,14.369,13.707,3.65,22,5.85,4.08,0.39,0.272,42.72,52.34495659375,55.99495659375
225,Kortezubi,206,901,True,1062.0,1078.0,5.0359956675,0.91846033625,402.8796534,73.4768269,Calculado,Calculado,43.604456003749995,37.65,0,28.597,28.172,0.0,8,5.45,0.93,0.363,0.062,44.03,43.604456003749995,43.604456003749995
226,Kubo,945,901,True,177.0,1005.0,15.229274792499998,1.089115005,1218.3419834,87.1292004,Calculado,Calculado,46.8883897975,30.57,0,12.714,12.384,0.0,42,3.83,1.1,0.256,0.074,35.5,46.8883897975,46.8883897975
227,Kukullaga,5717,901,True,169.0,1005.0,8.34240352625,1.089115005,667.3922821,87.1292004,Calculado,Calculado,21.76151853125,12.33,0,8.603,7.966,0.0,72,8.45,1.1,0.563,0.074,21.88,21.76151853125,21.76151853125
228,Kurtzea,21062,901,True,173.0,1005.0,1.7991393875,1.089115005,143.931151,87.1292004,Calculado,Calculado,9.1582543925,6.27,0,4.203,4.047,0.0,124,1.25,1.1,0.083,0.074,8.62,9.1582543925,9.1582543925
229,Kurtziaga-Arropain,43,901,True,220863.0,1078.0,15.35883994125,0.91846033625,1228.7071953,73.4768269,Calculado,Calculado,95.92730027750001,79.65,0,58.116,57.053,0.0,27,15.0,0.93,1.0,0.062,95.58,95.92730027750001,95.92730027750001
230,La Aceña/Atxuriaga,49,903,True,1742.0,284.0,0.8313167512499999,4.08,66.5053401,272.0,Calculado,Mapeado,59.59131675125,54.68,1,24.51,24.159,0.3,9,1.18,4.08,0.079,0.272,59.95,59.59131675125,59.891316751249995
231,La Arboleda/Zugaztieta,445,903,True,60417.0,283.0,1.9791002,4.08,158.328016,272.0,Calculado,Mapeado,51.389100199999994,45.33,1,17.716,17.332,8.6,15,1.68,4.08,0.112,0.272,51.1,51.389100199999994,59.989100199999996
232,La Arena,340,903,True,556.0,283.0,4.550065765,4.08,364.0052612,272.0,Calculado,Mapeado,48.100065765,39.47,1,16.99,16.48,3.65,45,3.58,4.08,0.238,0.272,47.13,48.100065765,51.750065764999995
233,La Balastera,76,903,True,598.0,284.0,14.87300048875,2.53,1189.8400391,169.0,Calculado,Mapeado,44.003000488750004,26.6,0,16.377,15.198,0.0,44,15.17,2.53,1.011,0.169,44.3,44.003000488750004,44.003000488750004
234,La Baluga,878,903,True,696.0,284.0,4.3541858,2.53,348.334864,169.0,Calculado,Mapeado,64.3141858,57.43,0,26.825,26.58,0.0,14,1.15,2.53,0.076,0.169,61.12,64.3141858,64.3141858
235,La Cadena,14,902,True,758.0,209.0,60.49891498875,1.58,4839.9131991,106.0,Calculado,Mapeado,143.79891498875,81.72,2,56.951,54.507,8.85,7,35.07,1.58,2.338,0.106,118.37,143.79891498875,152.64891498875
236,La Calera del Prado,14,902,True,772.0,209.0,96.88568806375,1.58,7750.8550451,106.0,Calculado,Mapeado,186.71568806375,88.25,2,67.643,61.775,8.85,7,86.43,1.58,5.762,0.106,176.27,186.71568806375,195.56568806375
237,La Chopera,2186,904,True,7.0,2219.0,3.384494645,0.79330144375,270.7595716,63.4641155,Calculado,Calculado,44.77779608875,40.6,1,13.714,13.505,6.65,21,2.2,0.93,0.147,0.062,43.73,44.77779608875,51.42779608875
238,La Cuesta,305,903,True,559.0,283.0,2.13322408125,4.08,170.6579265,272.0,Calculado,Mapeado,39.583224081249995,33.37,1,14.619,14.226,3.65,27,1.82,4.08,0.121,0.272,39.27,39.583224081249995,43.23322408124999
239,La Hera,16,903,True,610.0,284.0,11.847963685,2.53,947.8370948,169.0,Calculado,Mapeado,40.977963685000006,26.6,0,15.823,15.198,0.0,38,6.85,2.53,0.456,0.169,35.98,40.977963685000006,40.977963685000006
240,La Iglesia,317,902,True,2305.0,209.0,0.75251485875,1.58,60.2011887,106.0,Calculado,Mapeado,80.43251485875,78.1,3,41.068,40.899,19.78,2,0.95,1.58,0.063,0.106,80.63,80.43251485875,100.21251485875
241,La Orconera,28,903,True,588.0,284.0,34.7862154475,2.53,2782.8972358,169.0,Calculado,Mapeado,49.5962154475,12.28,0,9.372,8.406,0.0,52,11.97,2.53,0.798,0.169,26.78,49.5962154475,49.5962154475
242,La Quadra,255,902,True,886.0,249.0,3.58456956625,1.52,286.7655653,101.0,Calculado,Mapeado,23.08456956625,17.98,0,11.608,11.362,0.0,32,2.18,1.52,0.145,0.101,21.68,23.08456956625,23.08456956625
243,La Tejera,55,902,True,750.0,209.0,11.27452581875,1.58,901.9620655,106.0,Calculado,Mapeado,92.47452581875,79.62,2,53.033,52.171,8.85,7,11.33,1.58,0.756,0.106,92.53,92.47452581875,101.32452581874999
244,Labarrieta/Olabarrieta,43,903,True,726.0,278.0,51.0823898325,4.08,4086.5911866,272.0,Calculado,Mapeado,161.1823898325,106.02,2,43.657,40.946,31.5,5,36.58,4.08,2.439,0.272,146.68,161.1823898325,192.6823898325
245,Lamiako,2905,904,True,7.0,2219.0,5.40562294125,0.79330144375,432.4498353,63.4641155,Calculado,Calculado,46.79892438500001,40.6,1,13.804,13.505,6.65,21,3.55,0.93,0.237,0.062,45.08,46.79892438500001,53.448924385000005
246,Lamindao,76,901,True,2256.0,1078.0,34.98947022625,0.91846033625,2799.1576181,73.4768269,Calculado,Calculado,58.8079305625,22.9,0,17.461,16.482,0.0,34,13.75,0.93,0.916,0.062,37.58,58.8079305625,58.8079305625
247,Lanbarketa,1025,901,True,180.0,1004.0,2.7707400975,2.95083712375,221.6592078,236.0669699,Calculado,Calculado,30.401577221249998,24.68,0,10.932,10.63,0.0,42,2.75,1.8,0.183,0.12,29.23,30.401577221249998,30.401577221249998
248,Landa,3543,904,False,,,373.46143588875,0.93,29876.9148711,62.0,Calculado,Mapeado,374.39143588875,0.0,0,0.251,0.0,0.0,0,2.83,0.93,0.189,0.062,3.77,374.39143588875,374.39143588875
249,Landabarri,935,904,True,2068.0,2219.0,1.84418525375,0.79330144375,147.5348203,63.4641155,Calculado,Calculado,26.0874866975,23.45,0,10.469,10.23,0.0,15,2.65,0.93,0.177,0.062,27.03,26.0874866975,26.0874866975
250,Landaberde,119,901,True,1109.0,1078.0,1.1631296575,0.91846033625,93.0503726,73.4768269,Calculado,Calculado,35.13158999375,33.05,0,25.692,24.69,0.0,16,14.08,0.93,0.939,0.062,48.07,35.13158999375,35.13158999375
251,Lanestosa,223,903,True,770.0,278.0,1.9381820225,4.08,155.0545618,272.0,Calculado,Mapeado,118.1681820225,112.15,1,66.775,66.399,12.52,7,1.57,4.08,0.105,0.272,117.8,118.1681820225,130.6881820225
252,Lanzas Agudas,66,902,True,780.0,209.0,81.61797723,1.58,6529.4381784,106.0,Calculado,Mapeado,163.77797723,80.58,2,57.874,53.251,8.85,7,67.75,1.58,4.517,0.106,149.92,163.77797723,172.62797723
253,Lariz,17,901,True,1250.0,1078.0,1.6885911475,0.91846033625,135.0872918,73.4768269,Calculado,Calculado,80.05705148375002,77.45,0,50.402,50.25,0.0,8,1.35,0.93,0.09,0.062,79.73,80.05705148375002,80.05705148375002
254,Larrabeiti,35,901,True,1536.0,1078.0,11.2300444925,0.91846033625,898.4035594,73.4768269,Calculado,Calculado,21.478504828749998,9.33,0,6.069,5.777,0.0,58,3.47,0.93,0.231,0.062,13.73,21.478504828749998,21.478504828749998
255,Larrauri,162,904,True,1148.0,2220.0,1.164973315,0.90773412,93.1978652,72.6187296,Calculado,Calculado,31.502707435,29.43,1,16.479,16.368,1.15,15,0.95,0.7,0.064,0.047,31.08,31.502707435,32.652707435
256,Larreineta,210,903,True,366.0,284.0,35.3605262675,2.53,2828.8421014,169.0,Calculado,Mapeado,56.0405262675,18.15,1,8.574,7.181,1.28,44,18.37,2.53,1.225,0.169,39.05,56.0405262675,57.3205262675
257,Las Bárcenas,42,902,True,750.0,209.0,18.00254150875,1.58,1440.2033207,106.0,Calculado,Mapeado,99.20254150875,79.62,2,53.593,52.171,8.85,7,19.73,1.58,1.316,0.106,100.93,99.20254150875,108.05254150875
258,Las Calizas,21,903,True,621.0,284.0,26.7348290125,2.53,2138.786321,169.0,Calculado,Mapeado,51.8348290125,22.57,0,15.158,13.682,0.0,39,19.6,2.53,1.307,0.169,44.7,51.8348290125,51.8348290125
259,Las Carreras,1978,903,True,580.0,284.0,2.27586751375,2.53,182.0694011,169.0,Calculado,Mapeado,37.37586751375,32.57,0,17.561,17.273,0.0,38,1.8,2.53,0.12,0.169,36.9,37.37586751375,37.37586751375
260,Las Muñecas,43,903,True,662.0,284.0,30.598410175,2.53,2447.872814,169.0,Calculado,Mapeado,90.558410175,57.43,0,28.755,26.58,0.0,16,30.1,2.53,2.007,0.169,90.07,90.558410175,90.558410175
261,Las Ribas,95,903,True,697.0,284.0,8.937578621250001,2.53,715.0062897,169.0,Calculado,Mapeado,66.98757862125001,55.52,0,26.467,25.851,0.0,14,6.7,2.53,0.447,0.169,64.75,66.98757862125001,66.98757862125001
262,Leagi,35,901,True,2181.0,1078.0,20.5403214725,0.91846033625,1643.2257178,73.4768269,Calculado,Calculado,102.83878180875,81.38,0,54.382,53.479,0.0,26,12.62,0.93,0.841,0.062,94.93,102.83878180875,102.83878180875
263,Legizamon,455,901,True,169.0,1005.0,15.16996996125,1.089115005,1213.5975969,87.1292004,Calculado,Calculado,28.589084966250002,12.33,0,8.717,7.966,0.0,88,10.15,1.1,0.677,0.074,23.58,28.589084966250002,28.589084966250002
264,Lekeitio,7180,901,True,220863.0,1078.0,12.0961294175,0.91846033625,967.6903534,73.4768269,Calculado,Calculado,92.66458975375001,79.65,0,57.78,57.053,0.0,27,9.97,0.93,0.665,0.062,90.55,92.66458975375001,92.66458975375001
265,Lekerika,29,901,True,1258.0,1078.0,38.08224581125,0.91846033625,3046.5796649,73.4768269,Calculado,Calculado,104.22070614750001,65.22,0,44.887,42.875,0.0,8,29.23,0.93,1.949,0.062,95.38,104.22070614750001,104.22070614750001
266,Lemoaurieta,90,901,True,1390.0,1078.0,5.643403185,0.91846033625,451.4722548,73.4768269,Calculado,Calculado,16.51186352125,9.95,0,6.146,5.775,0.0,63,4.63,0.93,0.309,0.062,15.52,16.51186352125,16.51186352125
267,Lendoño Goikoa/Lendoño de Arriba,5,901,True,1937.0,1005.0,76.1159091625,1.089115005,6089.272733,87.1292004,Calculado,Calculado,157.9750241675,80.77,0,44.857,41.04,0.0,7,56.15,1.1,3.743,0.074,138.02,157.9750241675,157.9750241675
268,Libao,124,904,True,113359.0,2220.0,2.86827223875,0.90773412,229.4617791,72.6187296,Calculado,Calculado,55.39600635875,51.62,1,25.944,25.709,8.23,4,2.83,0.7,0.188,0.047,55.15,55.39600635875,63.626006358750004
269,Llano,91,903,True,1785.0,284.0,19.92350202875,4.08,1593.8801623,272.0,Calculado,Mapeado,76.32350202875,52.32,1,23.944,22.932,0.3,9,11.1,4.08,0.74,0.272,67.5,76.32350202875,76.62350202875
270,Loiola,101,901,True,1271.0,1078.0,1.4552926362499998,0.91846033625,116.4234109,73.4768269,Calculado,Calculado,47.1237529725,44.75,0,29.235,29.072,0.0,8,1.5,0.93,0.1,0.062,47.18,47.1237529725,47.1237529725
271,Los Castaños,50,903,True,620.0,284.0,29.004948,2.53,2320.39584,169.0,Calculado,Mapeado,63.054947999999996,31.52,1,16.022,14.96,5.9,41,13.42,2.53,0.894,0.169,47.47,63.054947999999996,68.954948
272,Lubarrietaondo,615,904,True,1633.0,2220.0,3.94057293875,0.90773412,315.2458351,72.6187296,Calculado,Calculado,20.42830705875,15.58,0,10.214,9.885,0.0,15,4.23,0.7,0.283,0.047,20.52,20.42830705875,20.42830705875
273,Lumo,56,901,True,1065.0,1078.0,13.10631327125,0.91846033625,1048.5050617,73.4768269,Calculado,Calculado,44.0047736075,29.98,0,23.494,22.595,0.0,16,12.55,0.93,0.837,0.062,43.47,44.0047736075,44.0047736075
274,Lutxana-Enekuri,646,903,True,91.0,2064.0,20.12695935875,2.5,1610.1567487,166.0,Calculado,Mapeado,47.32695935875,24.7,1,12.232,11.609,4.43,14,6.85,2.5,0.457,0.166,34.05,47.32695935875,51.75695935875
275,Magdalena,110,901,True,79384.0,1078.0,2.18977416,0.91846033625,175.1819328,73.4768269,Calculado,Calculado,63.978234496249996,60.87,0,40.534,40.313,0.0,8,2.38,0.93,0.159,0.062,64.18,63.978234496249996,63.978234496249996
276,Malats,19,901,True,1257.0,1078.0,34.51744101875,0.91846033625,2761.3952815,73.4768269,Calculado,Calculado,103.085901355,67.65,0,45.898,43.838,0.0,8,29.98,0.93,1.998,0.062,98.57,103.085901355,103.085901355
277,Mallabia,625,901,True,1421.0,1078.0,3.57888955375,0.91846033625,286.3111643,73.4768269,Calculado,Calculado,38.54734989,34.05,1,32.911,32.632,0.4,20,3.25,0.93,0.217,0.062,38.23,38.54734989,38.94734989
278,Manzaneda de Biáñez,17,902,True,787.0,209.0,9.09673599,1.58,727.7388792,106.0,Calculado,Mapeado,85.39673599,74.72,2,48.305,47.805,8.85,7,5.92,1.58,0.394,0.106,82.22,85.39673599,94.24673598999999
279,Mañaria,376,901,True,1435.0,1078.0,19.59185878625,0.91846033625,1567.3487029,73.4768269,Calculado,Calculado,56.2403191225,35.73,1,26.533,26.02,4.7,3,6.75,0.93,0.45,0.062,43.42,56.2403191225,60.9403191225
280,Markaida,243,904,True,1149.0,2220.0,5.96072077,0.90773412,476.8576616,72.6187296,Calculado,Calculado,34.54845489,27.68,1,15.342,14.937,1.15,15,5.37,0.7,0.358,0.047,33.75,34.54845489,35.69845489
281,Markina-Xemein,4324,901,True,978.0,1078.0,2.81237456875,0.91846033625,224.9899655,73.4768269,Calculado,Calculado,49.960834905,46.23,0,41.781,41.585,0.0,15,2.0,0.93,0.133,0.062,49.17,49.960834905,49.960834905
282,Markio,28,901,True,1348.0,1005.0,30.16639876375,1.089115005,2413.3119011,87.1292004,Calculado,Calculado,64.50551376874999,33.25,0,15.038,13.877,0.0,39,16.3,1.1,1.087,0.074,50.65,64.50551376874999,64.50551376874999
283,Marzana,15,901,True,1470.0,1078.0,3.23317062125,0.91846033625,258.6536497,73.4768269,Calculado,Calculado,53.621630957499995,49.47,1,28.711,28.538,16.25,36,1.67,0.93,0.111,0.062,52.07,53.621630957499995,69.8716309575
284,Matienzo,52,902,True,758.0,209.0,18.045234215,1.58,1443.6187372,106.0,Calculado,Mapeado,101.34523421499999,81.72,2,55.591,54.507,8.85,7,14.68,1.58,0.978,0.106,97.98,101.34523421499999,110.19523421499999
285,Meaka,20,901,True,1165.0,1005.0,27.4707394775,1.089115005,2197.6591582,87.1292004,Calculado,Calculado,71.5098544825,42.95,2,23.487,22.14,4.65,6,19.1,1.1,1.273,0.074,63.15,71.5098544825,76.15985448250001
286,Meakaur,20,901,True,1164.0,1005.0,13.818406723749998,1.089115005,1105.4725379,87.1292004,Calculado,Calculado,58.40752172875,43.5,2,22.716,22.47,4.65,5,2.58,1.1,0.173,0.074,47.18,58.40752172875,63.05752172875
287,Medio,17,901,True,1940.0,1005.0,70.6914548275,1.089115005,5655.3163862,87.1292004,Calculado,Calculado,148.0505698325,76.27,0,42.247,38.532,0.0,7,54.62,1.1,3.641,0.074,131.98,148.0505698325,148.0505698325
288,Mekoleta,15,901,True,2006.0,1078.0,15.0113392,0.91846033625,1200.907136,73.4768269,Calculado,Calculado,66.90979953625,50.98,0,34.513,33.306,0.0,8,17.17,0.93,1.144,0.062,69.08,66.90979953625,66.90979953625
289,Mendibile,1255,904,True,10.0,2219.0,3.753263345,0.79330144375,300.2610676,63.4641155,Calculado,Calculado,31.86656478875,27.32,0,12.098,11.839,0.0,15,2.95,0.93,0.197,0.062,31.2,31.86656478875,31.86656478875
290,Mendieta Ajangiz,132,901,True,2145.0,1078.0,40.571150345,0.91846033625,3245.6920276,73.4768269,Calculado,Calculado,84.10961068125,42.62,0,28.771,27.6,0.0,8,16.63,0.93,1.109,0.062,60.18,84.10961068125,84.10961068125
291,Mendieta Lemoa,36,901,True,1393.0,1078.0,3.88062488625,0.91846033625,310.4499909,73.4768269,Calculado,Calculado,11.2290852225,6.43,0,3.712,3.556,0.0,65,1.42,0.93,0.094,0.062,8.78,11.2290852225,11.2290852225
292,Mendraka,48,901,True,1485.0,1078.0,25.062558608750003,0.91846033625,2005.0046887,73.4768269,Calculado,Calculado,78.431018945,52.45,0,33.111,31.298,0.0,30,26.25,0.93,1.75,0.062,79.63,78.431018945,78.431018945
293,Mercadillo,885,903,True,693.0,284.0,1.3182520825,2.53,105.4601666,169.0,Calculado,Mapeado,70.6482520825,66.8,0,28.451,28.2,0.0,18,1.22,2.53,0.082,0.169,70.55,70.6482520825,70.6482520825
294,Merika,37,901,True,1258.0,1078.0,47.4519560025,0.91846033625,3796.1564802,73.4768269,Calculado,Calculado,113.59041633875,65.22,0,45.579,42.875,0.0,8,39.62,0.93,2.641,0.062,105.77,113.59041633875,113.59041633875
295,Mesterika,147,904,True,1148.0,2220.0,16.57583952,0.90773412,1326.0671616,72.6187296,Calculado,Calculado,46.913573639999996,29.43,1,17.266,16.368,1.15,15,12.77,0.7,0.851,0.047,42.9,46.913573639999996,48.063573639999994
296,Metxika,56,901,True,1107.0,1078.0,58.04455874375,0.91846033625,4643.5646995,73.4768269,Calculado,Calculado,101.09301908,42.13,1,28.261,25.132,6.07,19,46.0,0.93,3.067,0.062,89.07,101.09301908,107.16301908
297,Mimetiz,5142,903,True,2311.0,283.0,3.73250699125,4.08,298.6005593,272.0,Calculado,Mapeado,41.712506991249995,33.9,0,25.213,24.668,0.0,14,4.1,4.08,0.273,0.272,42.08,41.712506991249995,41.712506991249995
298,Moiordin-Barrondo,109,901,True,179.0,1004.0,5.1378323987500005,2.95083712375,411.0265919,236.0669699,Calculado,Calculado,34.7886695225,26.7,0,11.571,11.185,0.0,36,3.98,1.8,0.266,0.12,32.48,34.7886695225,34.7886695225
299,Molinar,20,902,True,784.0,209.0,12.57429656375,1.58,1005.9437251,106.0,Calculado,Mapeado,92.40429656375,78.25,2,51.394,50.614,8.85,7,10.1,1.58,0.674,0.106,89.93,92.40429656375,101.25429656374999
300,Monte Ikea,1359,904,True,11.0,2219.0,6.38956185375,0.79330144375,511.1649483,63.4641155,Calculado,Calculado,33.582863297500005,26.4,0,11.831,11.46,0.0,16,4.63,0.93,0.309,0.062,31.97,33.582863297500005,33.582863297500005
301,Montellano-Acabajo,22,903,True,699.0,284.0,28.307245762500003,2.53,2264.579661,169.0,Calculado,Mapeado,78.7572457625,47.92,0,24.058,23.01,0.0,21,13.18,2.53,0.879,0.169,63.63,78.7572457625,78.7572457625
302,Montellano-Las Casas,31,903,True,1744.0,284.0,25.41791242625,2.53,2033.4329941,169.0,Calculado,Mapeado,80.02791242625,52.08,0,25.766,24.568,0.0,21,15.45,2.53,1.03,0.169,70.07,80.02791242625,80.02791242625
303,Moreaga,9737,904,True,1593.0,2219.0,5.5993743625,0.79330144375,447.949949,63.4641155,Calculado,Calculado,13.962675806250001,7.57,0,3.161,2.74,0.0,22,5.38,0.93,0.359,0.062,13.88,13.962675806250001,13.962675806250001
304,Mundaka,1649,901,True,1097.0,1078.0,1.53315276,0.91846033625,122.6522208,73.4768269,Calculado,Calculado,59.02161309625,56.57,1,34.493,34.339,6.07,17,1.37,0.93,0.091,0.062,58.87,59.02161309625,65.09161309625
305,Mungia,12276,904,True,1687.0,2220.0,4.7346659625,0.90773412,378.773277,72.6187296,Calculado,Calculado,25.5224000825,19.88,0,12.284,12.084,0.0,15,2.32,0.7,0.154,0.047,22.9,25.5224000825,25.5224000825
306,Munitibar,239,901,True,1262.0,1078.0,0.5887109775,0.91846033625,47.0968782,73.4768269,Calculado,Calculado,61.32717131375,59.82,0,38.318,38.232,0.0,8,0.35,0.93,0.023,0.062,61.1,61.32717131375,61.32717131375
307,Muntsaratz,1743,901,True,1474.0,1078.0,2.26883874625,0.91846033625,181.5070997,73.4768269,Calculado,Calculado,46.557299082499995,43.37,0,25.776,25.568,0.0,36,2.2,0.93,0.147,0.062,46.5,46.557299082499995,46.557299082499995
308,Murrieta,52,903,True,598.0,284.0,9.07036109,2.53,725.6288872,169.0,Calculado,Mapeado,42.62036109,31.02,0,17.413,16.697,0.0,38,8.2,2.53,0.547,0.169,41.75,42.62036109,42.62036109
309,Murtatza,242,901,True,1395.0,1078.0,10.2066928875,0.91846033625,816.535431,73.4768269,Calculado,Calculado,13.25515322375,2.13,0,2.107,1.603,0.0,67,6.63,0.93,0.442,0.062,9.7,13.25515322375,13.25515322375
310,Murueta Murueta,115,901,True,1105.0,1078.0,3.228435875,0.91846033625,258.27487,73.4768269,Calculado,Calculado,48.37689621125,44.23,1,27.402,27.148,6.07,17,2.87,0.93,0.191,0.062,48.03,48.37689621125,54.44689621125
311,Murueta Orozko,36,901,True,1562.0,1004.0,7.31653812625,2.95083712375,585.3230501,236.0669699,Calculado,Calculado,84.74737525,74.48,0,32.223,31.509,0.0,23,8.9,1.8,0.593,0.12,85.18,84.74737525,84.74737525
312,Narea,45,901,True,1257.0,1078.0,18.12352443125,0.91846033625,1449.8819545,73.4768269,Calculado,Calculado,86.69198476750002,67.65,0,44.684,43.838,0.0,8,11.77,0.93,0.784,0.062,80.35,86.69198476750002,86.69198476750002
313,Natxitua,199,901,True,2179.0,1078.0,3.33801044125,0.91846033625,267.0408353,73.4768269,Calculado,Calculado,64.7364707775,60.48,0,43.037,42.722,0.0,8,3.78,0.93,0.252,0.062,65.2,64.7364707775,64.7364707775
314,Negurigana,1529,904,True,2069.0,2219.0,3.2430164475,0.79330144375,259.4413158,63.4641155,Calculado,Calculado,26.46631789125,22.43,0,10.134,9.823,0.0,22,3.73,0.93,0.249,0.062,27.1,26.46631789125,26.46631789125
315,Nocedal,185,903,True,585.0,284.0,5.5632412875,2.53,445.059303,169.0,Calculado,Mapeado,24.5132412875,16.42,0,11.591,11.371,0.0,31,0.77,2.53,0.051,0.169,19.72,24.5132412875,24.5132412875
316,Oba,43,901,True,1975.0,1078.0,59.145752077500006,0.91846033625,4731.6601662,73.4768269,Calculado,Calculado,87.53421241375001,27.47,0,18.072,15.741,0.0,15,34.03,0.93,2.269,0.062,62.43,87.53421241375001,87.53421241375001
317,Ocharan de Abajo,68,903,True,672.0,278.0,1.41113120625,4.08,112.8904965,272.0,Calculado,Mapeado,73.29113120625,67.8,1,28.11,27.72,12.52,17,1.78,4.08,0.119,0.272,73.67,73.29113120625,85.81113120625
318,Olabarri,559,901,True,1660.0,1078.0,6.550196314999999,0.91846033625,524.0157052,73.4768269,Calculado,Calculado,23.34865665125,15.88,0,11.07,10.636,0.0,42,5.58,0.93,0.372,0.062,22.4,23.34865665125,23.34865665125
