Origin,Origin_Population,Destination,Uses_Public_Transport,FromStopPointNo,ToStopPointNo,Access_Time_Minutes,Egress_Time_Minutes,Access_Distance_Meters,Egress_Distance_Meters,Total_Time_Minutes,Journey_Type,Mejor_JRT,Mejor_NTR,Mejor_RIT,Mejor_ACT,Mejor_EGT,Mejor_ACD,Mejor_EGD,Mejor_SFQ,Mejor_JRD,Mejor_RID,Mejor_TWT
224,78.0,517,True,754.0,587.0,15.484956593749999,0.92716684375,1238.7965275,74.1733475,31.228790104166666,Public Transport,14.82,1.0,8.38,5.85,0.58,0.39,0.039,17.0,5.653,5.224,1.05
225,206.0,713,True,1062.0,1274.0,5.0359956675,2.98574116875,402.8796534,238.8592935,20.97173683625,Public Transport,12.95,0.0,3.87,5.45,3.63,0.363,0.243,13.0,3.593,2.987,0.0
226,945.0,726,True,177.0,197.0,15.229274792499998,1.7622562262500001,1218.3419834,140.9804981,31.374864352083332,Public Transport,14.38,0.0,8.97,3.83,1.58,0.256,0.105,66.0,5.502,5.141,0.0
227,5717.0,735,True,164.0,975.0,8.654421723750001,,692.3537379,,,Public Transport,11.73,0.0,1.83,8.37,1.53,0.558,0.102,127.0,2.693,2.033,0.0
228,21062.0,511,True,1991.0,1993.0,5.70738783125,0.91754787125,456.5910265,73.4038297,11.958269035833332,Public Transport,5.33,0.0,0.68,4.03,0.62,0.269,0.041,157.0,0.684,0.374,0.0
229,43.0,713,True,2181.0,1274.0,21.49026895375,2.98574116875,1719.2215163,238.8592935,86.0760101225,Public Transport,61.6,0.0,42.2,15.77,3.63,1.051,0.243,16.0,29.473,28.179,0.0
230,49.0,512,True,1742.0,339.0,0.8313167512499999,0.07783910375,66.5053401,6.2271283,30.609155855,Public Transport,29.7,0.0,28.02,1.18,0.5,0.079,0.034,9.0,17.203,17.091,0.0
231,445.0,517,True,60417.0,587.0,1.9791002,0.92716684375,158.328016,74.1733475,22.789600377083335,Public Transport,19.88,1.0,17.62,1.68,0.58,0.112,0.039,15.0,8.999,8.848,0.58
232,340.0,517,True,556.0,587.0,4.550065765,0.92716684375,364.0052612,74.1733475,24.71056594208333,Public Transport,19.23,1.0,15.07,3.58,0.58,0.238,0.039,40.0,8.273,7.996,1.05
233,76.0,512,True,581.0,339.0,15.1489483775,0.07783910375,1211.9158702,6.2271283,35.84345414791667,Public Transport,20.62,0.0,9.0,11.12,0.5,0.741,0.034,17.0,6.501,5.726,0.0
234,878.0,512,True,696.0,339.0,4.3541858,0.07783910375,348.334864,6.2271283,30.76535823708333,Public Transport,26.33,0.0,24.68,1.15,0.5,0.076,0.034,7.0,15.719,15.609,0.0
235,14.0,505,True,758.0,251.0,60.49891498875,3.48591390375,4839.9131991,278.8731123,177.4514955591667,Public Transport,113.47,2.0,74.9,35.07,3.5,2.338,0.233,7.0,57.749,55.178,0.53
236,14.0,505,True,772.0,251.0,96.88568806375,3.48591390375,7750.8550451,278.8731123,271.7382686341666,Public Transport,171.37,2.0,81.43,86.43,3.5,5.762,0.233,7.0,68.441,62.446,0.53
237,2186.0,515,True,25.0,26.0,3.42032822375,0.28810997125000004,273.6262579,23.0487977,8.341771528333334,Public Transport,4.63,0.0,2.02,2.2,0.42,0.147,0.027,42.0,0.929,0.755,0.0
238,305.0,517,True,559.0,587.0,2.13322408125,0.92716684375,170.6579265,74.1733475,14.427057591666665,Public Transport,11.37,1.0,8.97,1.82,0.58,0.121,0.039,16.0,5.902,5.743,1.05
239,16.0,512,True,581.0,339.0,14.644981114999998,0.07783910375,1171.5984892,6.2271283,32.05615355208333,Public Transport,17.33,0.0,9.0,7.83,0.5,0.523,0.034,16.0,6.283,5.726,0.0
240,317.0,509,True,2305.0,354.0,0.75251485875,,60.2011887,,,Public Transport,71.63,3.0,67.7,0.95,2.98,0.063,0.199,2.0,42.05,41.788,7.78
241,28.0,517,False,,,14.866666666666667,0.0,,0.0,14.866666666666667,Walking Only,14.87,0.0,0.0,14.28,0.58,0.952,0.039,0.0,0.991,0.0,0.0
242,255.0,717,True,886.0,249.0,3.58456956625,,286.7655653,,,Public Transport,21.68,0.0,17.98,2.18,1.52,0.145,0.101,32.0,11.608,11.362,0.0
243,55.0,505,True,750.0,251.0,11.27452581875,3.48591390375,901.9620655,278.8731123,102.39377305583335,Public Transport,87.63,2.0,72.8,11.33,3.5,0.756,0.233,7.0,53.831,52.842,0.53
244,43.0,509,True,726.0,354.0,51.0823898325,,4086.5911866,,,Public Transport,120.68,3.0,81.12,36.58,2.98,2.439,0.199,5.0,42.372,39.734,22.83
245,2905.0,515,True,25.0,26.0,5.3697893625,0.28810997125000004,429.583149,23.0487977,11.641232667083333,Public Transport,5.98,0.0,2.02,3.55,0.42,0.237,0.027,42.0,1.019,0.755,0.0
246,76.0,716,True,2256.0,1078.0,34.98947022625,0.9184603362500001,2799.1576181,73.4768269,73.49126389583334,Public Transport,37.58,0.0,22.9,13.75,0.93,0.916,0.062,34.0,17.461,16.482,0.0
247,1025.0,726,True,180.0,197.0,2.7707400975,1.7622562262500001,221.6592078,140.9804981,15.182996323750002,Public Transport,10.65,0.0,6.32,2.75,1.58,0.183,0.105,73.0,3.903,3.616,0.0
248,3543.0,738,False,,,3.7666666666666666,0.0,,0.0,3.7666666666666666,Walking Only,3.77,0.0,0.0,2.83,0.93,0.189,0.062,0.0,0.251,0.0,0.0
249,935.0,732,True,825.0,2049.0,6.07095258625,1.4382949875,485.6762069,115.063599,20.459247573749998,Public Transport,12.95,0.0,5.47,5.85,1.63,0.39,0.108,63.0,2.364,1.866,0.0
250,119.0,731,True,1109.0,1108.0,1.1631296575,5.1048154875,93.0503726,408.385239,13.751278478333333,Public Transport,7.48,0.0,1.08,1.07,5.33,0.071,0.355,32.0,1.201,0.775,0.0
251,223.0,505,True,770.0,251.0,1.9381820225,3.48591390375,155.0545618,278.8731123,94.32409592625001,Public Transport,88.9,2.0,83.83,1.57,3.5,0.105,0.233,7.0,65.307,64.969,0.53
252,66.0,505,True,780.0,251.0,81.61797723,3.48591390375,6529.4381784,278.8731123,230.12055780041666,Public Transport,145.02,2.0,73.77,67.75,3.5,4.517,0.233,7.0,58.672,53.922,0.53
253,17.0,713,True,1250.0,1274.0,1.6885911475,2.98574116875,135.0872918,238.8592935,47.92433231625,Public Transport,43.25,0.0,38.27,1.35,3.63,0.09,0.243,8.0,25.283,24.95,0.0
254,35.0,716,True,1536.0,1078.0,11.2300444925,0.9184603362500001,898.4035594,73.4768269,25.881838162083334,Public Transport,13.73,0.0,9.33,3.47,0.93,0.231,0.062,58.0,6.069,5.777,0.0
255,162.0,719,True,1129.0,1096.0,1.2398507137499999,6.3014092375,99.1880571,504.112739,31.374593284583327,Public Transport,23.83,0.0,17.78,0.78,5.27,0.052,0.351,31.0,14.378,13.976,0.0
256,210.0,517,True,366.0,592.0,35.3605262675,2.213723325,2828.8421014,177.097866,68.29091625916666,Public Transport,30.72,1.0,10.07,18.37,2.28,1.225,0.152,57.0,4.618,3.241,2.22
257,42.0,505,True,750.0,251.0,18.00254150875,3.48591390375,1440.2033207,278.8731123,117.52178874583332,Public Transport,96.03,2.0,72.8,19.73,3.5,1.316,0.233,7.0,54.391,52.842,0.53
258,21.0,517,True,614.0,587.0,6.496983475,0.92716684375,519.758678,74.1733475,26.640816985416667,Public Transport,23.58,0.0,9.37,13.63,0.58,0.909,0.039,95.0,5.55,4.603,0.0
259,1978.0,517,True,580.0,587.0,2.2758675137499997,0.92716684375,182.0694011,74.1733475,14.736367690833331,Public Transport,11.53,0.0,9.15,1.8,0.58,0.12,0.039,61.0,5.829,5.67,0.0
260,43.0,512,True,662.0,339.0,30.598410174999998,0.07783910375,2447.872814,6.2271283,78.47624927874999,Public Transport,47.8,0.0,26.08,21.22,0.5,1.415,0.034,8.0,18.049,16.601,0.0
261,95.0,512,True,697.0,339.0,8.937578621250001,0.07783910375,715.0062897,6.2271283,39.765417725,Public Transport,30.75,0.0,23.55,6.7,0.5,0.447,0.034,8.0,15.361,14.88,0.0
262,35.0,713,True,2181.0,1274.0,20.5403214725,2.98574116875,1643.2257178,238.8592935,81.97606264125,Public Transport,58.45,0.0,42.2,12.62,3.63,0.841,0.243,8.0,29.262,28.179,0.0
263,455.0,735,False,,,8.816666666666666,0.0,,0.0,8.816666666666666,Walking Only,8.82,0.0,0.0,7.28,1.53,0.486,0.102,0.0,0.588,0.0,0.0
264,7180.0,713,True,220863.0,1274.0,12.0961294175,2.98574116875,967.6903534,238.8592935,72.49853725291665,Public Transport,57.42,0.0,43.82,9.97,3.63,0.665,0.243,16.0,30.982,30.075,0.0
265,29.0,713,True,1258.0,1274.0,38.08224581125,2.98574116875,3046.5796649,238.8592935,99.96798697999999,Public Transport,58.9,0.0,26.03,29.23,3.63,1.949,0.243,8.0,19.767,17.576,0.0
266,90.0,716,True,1390.0,1078.0,5.6434031849999995,0.9184603362500001,451.4722548,73.4768269,22.078530187916666,Public Transport,15.52,0.0,9.95,4.63,0.93,0.309,0.062,63.0,6.146,5.775,0.0
267,5.0,726,True,1937.0,197.0,76.1159091625,1.7622562262500001,6089.272733,140.9804981,198.37816538875,Public Transport,120.5,0.0,62.77,56.15,1.58,3.743,0.105,7.0,37.646,33.797,0.0
268,124.0,507,True,113359.0,81.0,2.86827223875,7.47155022875,229.4617791,597.7240183,56.37315580083333,Public Transport,46.03,1.0,36.12,2.83,7.08,0.188,0.473,4.0,30.411,29.75,0.73
269,91.0,512,True,1785.0,339.0,19.92350202875,0.07783910375,1593.8801623,6.2271283,57.93467446583333,Public Transport,37.93,0.0,26.33,11.1,0.5,0.74,0.034,9.0,16.637,15.863,0.0
270,101.0,713,True,1271.0,1274.0,1.4552926362499998,2.98574116875,116.4234109,238.8592935,15.141033805,Public Transport,10.7,0.0,5.57,1.5,3.63,0.1,0.243,8.0,4.115,3.773,0.0
271,50.0,517,True,620.0,587.0,29.004948000000002,0.92716684375,2320.39584,74.1733475,54.86544817708334,Public Transport,24.93,0.0,10.93,13.42,0.58,0.894,0.039,47.0,6.12,5.187,0.0
272,615.0,738,True,1633.0,2220.0,3.9405729387500004,0.90773412,315.2458351,72.6187296,25.364973725416668,Public Transport,20.52,0.0,15.58,4.23,0.7,0.283,0.047,15.0,10.214,9.885,0.0
273,56.0,713,True,97207.0,1689.0,17.52685468375,0.7462701862500001,1402.1483747,59.7016149,34.82312487,Public Transport,16.55,0.0,0.98,15.08,0.48,1.006,0.032,53.0,1.824,0.786,0.0
274,646.0,507,True,480.0,111.0,5.914872005,5.23873227375,473.1897604,419.0985819,26.45360427875,Public Transport,15.3,0.0,3.82,6.83,4.65,0.456,0.31,84.0,3.505,2.739,0.0
275,110.0,716,True,79384.0,1078.0,2.18977416,0.9184603362500001,175.1819328,73.4768269,67.29156782958334,Public Transport,64.18,0.0,60.87,2.38,0.93,0.159,0.062,8.0,40.534,40.313,0.0
276,19.0,713,True,1257.0,1274.0,34.51744101875,2.98574116875,2761.3952815,238.8592935,99.58651552083333,Public Transport,62.08,0.0,28.47,29.98,3.63,1.998,0.243,8.0,20.779,18.538,0.0
277,625.0,739,True,1421.0,1425.0,3.57888955375,7.551894625,286.3111643,604.15157,18.547450845416666,Public Transport,7.42,0.0,2.0,3.25,2.17,0.217,0.144,23.0,4.71,4.349,0.0
278,17.0,505,True,787.0,251.0,9.09673599,3.48591390375,727.7388792,278.8731123,89.89931656041666,Public Transport,77.32,2.0,67.9,5.92,3.5,0.394,0.233,7.0,49.103,48.476,0.53
279,376.0,727,True,1435.0,1375.0,19.59185878625,1.6399802562499999,1567.3487029,131.1984205,40.3318390425,Public Transport,19.1,0.0,11.07,6.75,1.28,0.45,0.086,3.0,6.503,5.967,0.0
280,243.0,719,True,1128.0,1096.0,4.1940753025,6.3014092375,335.5260242,504.112739,40.49548453999999,Public Transport,30.0,0.0,19.88,4.85,5.27,0.323,0.351,31.0,16.093,15.419,0.0
281,4324.0,729,True,978.0,1446.0,2.81237456875,5.18588491375,224.9899655,414.8707931,37.714926149166665,Public Transport,29.72,0.0,23.22,2.0,4.5,0.133,0.3,15.0,15.65,15.216,0.0
282,28.0,726,True,1348.0,197.0,30.16639876375,1.7622562262500001,2413.3119011,140.9804981,65.06198832333334,Public Transport,33.13,0.0,15.25,16.3,1.58,1.087,0.105,32.0,7.827,6.635,0.0
283,15.0,727,True,1470.0,1997.0,3.23317062125,2.2235530875,258.6536497,177.884247,26.173390375416666,Public Transport,20.72,0.0,16.7,1.67,2.35,0.111,0.157,48.0,8.705,8.438,0.0
284,52.0,505,True,758.0,251.0,18.045234215,3.48591390375,1443.6187372,278.8731123,114.61448145208331,Public Transport,93.08,2.0,74.9,14.68,3.5,0.978,0.233,7.0,56.389,55.178,0.53
285,20.0,713,True,1165.0,1689.0,27.4707394775,0.7462701862500001,2197.6591582,59.7016149,64.53367633041667,Public Transport,36.32,0.0,16.73,19.1,0.48,1.273,0.032,5.0,11.701,10.396,0.0
286,20.0,713,True,1164.0,1689.0,13.818406723749998,0.7462701862500001,1105.4725379,59.7016149,34.89801024333333,Public Transport,20.33,0.0,17.27,2.58,0.48,0.173,0.032,5.0,10.93,10.725,0.0
287,17.0,726,True,1940.0,197.0,70.6914548275,1.7622562262500001,5655.3163862,140.9804981,186.92037772041667,Public Transport,114.47,0.0,58.27,54.62,1.58,3.641,0.105,7.0,35.036,31.29,0.0
288,15.0,716,True,2006.0,1078.0,15.0113392,0.9184603362500001,1200.907136,73.4768269,85.01313286958333,Public Transport,69.08,0.0,50.98,17.17,0.93,1.144,0.062,8.0,34.513,33.306,0.0
289,1255.0,515,True,2028.0,26.0,9.52248739,0.28810997125000004,761.7989912,23.0487977,22.76059736125,Public Transport,13.6,0.0,6.43,6.75,0.42,0.45,0.027,41.0,2.824,2.347,0.0
290,132.0,713,True,2145.0,1274.0,40.571150345,2.98574116875,3245.6920276,238.8592935,67.25689151374999,Public Transport,23.7,0.0,3.43,16.63,3.63,1.109,0.243,8.0,3.652,2.3,0.0
291,36.0,716,True,1393.0,1078.0,3.8806248862499997,0.9184603362500001,310.4499909,73.4768269,13.582418555833332,Public Transport,8.78,0.0,6.43,1.42,0.93,0.094,0.062,65.0,3.712,3.556,0.0
292,48.0,727,True,1485.0,1375.0,25.062558608750003,1.6399802562499999,2005.0046887,131.1984205,69.602538865,Public Transport,42.9,0.0,15.37,26.25,1.28,1.75,0.086,33.0,11.94,10.104,0.0
293,885.0,512,True,693.0,339.0,1.3182520825,0.07783910375,105.4601666,6.2271283,32.66275785291667,Public Transport,31.27,0.0,29.55,1.22,0.5,0.082,0.034,7.0,19.207,19.091,0.0
294,37.0,713,True,1258.0,1274.0,47.4519560025,2.98574116875,3796.1564802,238.8592935,119.72103050458333,Public Transport,69.28,0.0,26.03,39.62,3.63,2.641,0.243,8.0,20.459,17.576,0.0
295,147.0,719,True,1129.0,1096.0,15.847117328749999,6.3014092375,1267.7693863,504.112739,57.76519323291666,Public Transport,35.62,0.0,17.78,12.57,5.27,0.838,0.351,31.0,15.164,13.976,0.0
296,56.0,731,True,1107.0,1108.0,58.044558743749995,5.1048154875,4643.5646995,408.385239,116.84937423125,Public Transport,53.7,0.0,2.37,46.0,5.33,3.067,0.355,36.0,5.182,1.76,0.0
297,5142.0,505,True,683.0,251.0,6.45896384375,3.48591390375,516.7171075,278.8731123,51.06154441416667,Public Transport,41.12,1.0,33.1,4.52,3.5,0.302,0.233,41.0,23.865,23.33,0.6
298,109.0,726,True,179.0,197.0,5.1378323987500005,1.7622562262500001,411.0265919,140.9804981,19.750088625,Public Transport,12.85,0.0,7.28,3.98,1.58,0.266,0.105,52.0,4.542,4.171,0.0
299,20.0,505,True,784.0,251.0,12.57429656375,3.48591390375,1005.9437251,278.8731123,101.09354380083333,Public Transport,85.03,2.0,71.43,10.1,3.5,0.674,0.233,7.0,52.192,51.285,0.53
300,1359.0,724,True,57.0,351.0,7.178837746249999,4.355273824999999,574.3070197,348.421906,25.61744490458333,Public Transport,14.08,0.0,5.38,4.57,4.13,0.304,0.275,62.0,6.32,5.74,0.0
301,22.0,512,True,699.0,339.0,28.307245762500003,0.07783910375,2264.579661,6.2271283,61.10175153291667,Public Transport,32.72,0.0,19.03,13.18,0.5,0.879,0.034,16.0,12.952,12.039,0.0
302,31.0,512,True,698.0,339.0,25.48315457625,0.07783910375,2038.6523661,6.2271283,63.02766034666667,Public Transport,37.47,0.0,21.52,15.45,0.5,1.03,0.034,16.0,14.66,13.597,0.0
303,9737.0,738,True,1593.0,2219.0,5.5993743625,0.79330144375,447.949949,63.4641155,20.276009139583334,Public Transport,13.88,0.0,7.57,5.38,0.93,0.359,0.062,22.0,3.161,2.74,0.0
304,1649.0,719,True,337803.0,1096.0,6.3014933875,6.3014092375,504.119471,504.112739,23.286235958333332,Public Transport,10.68,0.0,2.77,2.65,5.27,0.177,0.351,32.0,3.45,2.923,0.0
305,12276.0,738,True,1687.0,2220.0,4.7346659625,0.90773412,378.773277,72.6187296,28.5424000825,Public Transport,22.9,0.0,19.88,2.32,0.7,0.154,0.047,15.0,12.284,12.084,0.0
306,239.0,713,True,1262.0,1274.0,0.5887109775,2.98574116875,47.0968782,238.8592935,28.05778547958333,Public Transport,24.48,0.0,20.5,0.35,3.63,0.023,0.243,8.0,13.198,12.932,0.0
307,1743.0,727,True,1474.0,1375.0,2.26883874625,1.6399802562499999,181.5070997,131.1984205,17.842152335833333,Public Transport,13.93,0.0,10.45,2.2,1.28,0.147,0.086,48.0,5.096,4.863,0.0
308,52.0,512,True,581.0,339.0,9.3463089775,0.07783910375,747.7047182,6.2271283,27.12414808125,Public Transport,17.7,0.0,9.0,8.2,0.5,0.547,0.034,16.0,6.307,5.726,0.0
309,242.0,716,True,1395.0,1078.0,10.206692887500001,0.9184603362500001,816.535431,73.4768269,20.82515322375,Public Transport,9.7,0.0,2.13,6.63,0.93,0.442,0.062,67.0,2.107,1.603,0.0
310,115.0,731,True,1105.0,1108.0,3.228435875,5.1048154875,258.27487,408.385239,20.816584695833335,Public Transport,12.48,0.0,4.28,2.87,5.33,0.191,0.355,32.0,4.323,3.777,0.0
311,36.0,726,True,1562.0,197.0,7.31653812625,1.7622562262500001,585.3230501,140.9804981,67.39546101916667,Public Transport,61.33,0.0,50.85,8.9,1.58,0.593,0.105,25.0,25.194,24.495,0.0
312,45.0,713,True,1257.0,1274.0,18.123524431249997,2.98574116875,1449.8819545,238.8592935,64.97593226666666,Public Transport,43.87,0.0,28.47,11.77,3.63,0.784,0.243,8.0,19.565,18.538,0.0
313,199.0,713,True,2179.0,1274.0,3.3380104412500002,2.98574116875,267.0408353,238.8592935,40.44041827666667,Public Transport,34.12,0.0,26.7,3.78,3.63,0.252,0.243,8.0,18.033,17.538,0.0
314,1529.0,732,True,2073.0,2049.0,5.5894439812500005,1.4382949875,447.1555185,115.063599,21.99440563541667,Public Transport,14.97,0.0,9.55,3.78,1.63,0.252,0.108,64.0,4.244,3.884,0.0
315,185.0,517,True,585.0,587.0,5.5632412875,0.92716684375,445.059303,74.1733475,10.307074797916666,Public Transport,3.82,0.0,2.47,0.77,0.58,0.051,0.039,105.0,1.689,1.599,0.0
316,43.0,716,True,1975.0,1078.0,59.145752077500006,0.9184603362500001,4731.6601662,73.4768269,122.49754574708334,Public Transport,62.43,0.0,27.47,34.03,0.93,2.269,0.062,15.0,18.072,15.741,0.0
317,68.0,512,True,686.0,339.0,1.6128862824999999,0.07783910375,129.0309026,6.2271283,43.77405871958334,Public Transport,42.08,0.0,39.18,2.4,0.5,0.16,0.034,7.0,25.415,25.222,0.0
318,559.0,716,True,1660.0,1078.0,6.550196314999999,0.9184603362500001,524.0157052,73.4768269,29.86865665125,Public Transport,22.4,0.0,15.88,5.58,0.93,0.372,0.062,42.0,11.07,10.636,0.0
319,36.0,716,True,75582.0,1078.0,2.31100109,0.9184603362500001,184.8800872,73.4768269,24.779461426250002,Public Transport,21.55,0.0,19.52,1.1,0.93,0.074,0.062,29.0,13.052,12.916,0.0
320,69.0,716,True,1973.0,1078.0,12.42236861625,0.9184603362500001,993.7894893,73.4768269,47.87416228583333,Public Transport,34.53,0.0,24.37,9.23,0.93,0.615,0.062,15.0,14.803,14.126,0.0
321,537.0,524,True,165.0,1353.0,22.298175961250003,3.508949405,1783.8540769,280.7159524,39.07379203291667,Public Transport,13.27,0.0,1.83,9.18,2.25,0.613,0.15,50.0,2.516,1.754,0.0
322,8139.0,729,True,1713.0,1446.0,8.50794900375,5.18588491375,680.6359203,414.8707931,65.17716725083332,Public Transport,51.48,0.0,42.27,4.72,4.5,0.315,0.3,15.0,29.328,28.713,0.0
323,2005.0,515,True,24.0,26.0,11.90486473875,0.28810997125000004,952.3891791,23.0487977,22.176308043333336,Public Transport,10.52,0.0,3.53,6.57,0.42,0.438,0.027,42.0,1.78,1.315,0.0
324,35.0,713,True,1705.0,1689.0,16.7342971125,0.7462701862500001,1338.743769,59.7016149,48.013900632083335,Public Transport,32.65,0.0,19.42,12.75,0.48,0.85,0.032,2.0,12.483,11.601,0.0
325,42.0,727,True,1415.0,2280.0,51.402512128750004,1.67989424,4112.2009703,134.3915392,79.99907303541667,Public Transport,26.92,0.0,2.38,23.25,1.28,1.55,0.086,33.0,3.983,2.346,0.0
326,7457.0,517,True,586.0,587.0,2.4193413225000002,0.92716684375,193.5473058,74.1733475,6.479841499583334,Public Transport,3.13,0.0,0.78,1.77,0.58,0.118,0.039,97.0,0.59,0.434,0.0
327,1265.0,716,True,2004.0,1078.0,2.2109725837500003,0.9184603362500001,176.8778067,73.4768269,51.246099586666666,Public Transport,48.12,0.0,45.13,2.05,0.93,0.136,0.062,15.0,30.051,29.852,0.0
328,22.0,716,True,1520.0,1078.0,16.06527524,0.9184603362500001,1285.2220192,73.4768269,54.76706890958333,Public Transport,37.78,0.0,27.9,8.95,0.93,0.596,0.062,32.0,20.764,20.105,0.0
329,44.0,505,True,786.0,251.0,75.11803577875,3.48591390375,6009.4428623,278.8731123,207.72061634916668,Public Transport,129.12,2.0,69.72,55.9,3.5,3.727,0.233,7.0,53.853,49.893,0.53
330,120.0,509,True,2185.0,354.0,5.62056440875,,449.6451527,,,Public Transport,76.1,3.0,68.45,4.67,2.98,0.312,0.199,2.0,42.855,42.345,7.78
331,34.0,505,True,1781.0,251.0,27.66585853625,3.48591390375,2213.2686829,278.8731123,105.20177244,Public Transport,74.05,1.0,46.77,23.78,3.5,1.586,0.233,39.0,33.67,31.851,0.6
332,44.0,517,True,60417.0,587.0,17.60276759875,0.92716684375,1408.2214079,74.1733475,49.479934442499996,Public Transport,32.92,0.0,5.55,25.08,2.28,1.672,0.152,87.0,4.995,3.171,0.0
333,28.0,505,True,789.0,251.0,39.604691904999996,3.48591390375,3168.3753524,278.8731123,137.39060580875,Public Transport,94.3,2.0,66.37,24.43,3.5,1.629,0.233,7.0,49.141,47.279,0.53
334,110.0,732,True,2074.0,2049.0,8.006603228749999,1.4382949875,640.5282583,115.063599,31.578231549583332,Public Transport,22.13,0.0,14.95,5.55,1.63,0.37,0.108,44.0,6.077,5.598,0.0
335,1955.0,732,True,826.0,2049.0,8.7849794625,1.4382949875,702.798357,115.063599,24.58994111666667,Public Transport,14.37,0.0,3.63,9.1,1.63,0.606,0.108,79.0,2.137,1.423,0.0
336,523.0,716,True,1520.0,1078.0,2.70096226375,0.9184603362500001,216.0769811,73.4768269,33.53608926666667,Public Transport,29.92,0.0,27.9,1.08,0.93,0.073,0.062,31.0,20.24,20.105,0.0
337,2684.0,737,True,2094.0,2096.0,3.7841291499999996,19.8202749175,302.730332,1585.6219934,38.471070734166666,Public Transport,14.87,0.0,2.35,3.53,8.98,0.236,0.598,80.0,1.815,0.981,0.0
338,184.0,517,True,711.0,587.0,0.95776267875,0.92716684375,76.6210143,74.1733475,27.0349295225,Public Transport,25.15,1.0,23.8,0.77,0.58,0.052,0.039,43.0,11.306,11.215,1.05
339,444.0,507,True,475.0,111.0,13.662669382499999,5.23873227375,1093.0135506,419.0985819,47.05140165625,Public Transport,28.15,0.0,10.75,12.75,4.65,0.85,0.31,34.0,8.387,7.227,0.0
340,44885.0,521,True,313.0,315.0,2.33793053125,1.8284352474999999,187.0344425,146.2748198,10.999699112083333,Public Transport,6.83,0.0,2.8,2.13,1.9,0.142,0.126,225.0,1.432,1.164,0.0
341,18.0,726,True,1937.0,197.0,58.1682019,1.7622562262500001,4653.456152,140.9804981,160.13045812625,Public Transport,100.2,0.0,62.77,35.85,1.58,2.39,0.105,7.0,36.292,33.797,0.0
342,396.0,716,True,1392.0,1078.0,4.4314362425,0.9184603362500001,354.5148994,73.4768269,18.59989657875,Public Transport,13.25,0.0,7.45,4.87,0.93,0.324,0.062,65.0,4.792,4.405,0.0
343,46.0,505,True,773.0,251.0,31.12013108625,3.48591390375,2489.6104869,278.8731123,146.23937832333334,Public Transport,111.63,2.0,79.2,28.93,3.5,1.929,0.233,7.0,62.126,59.964,0.53
344,195.0,512,True,581.0,339.0,7.0806137625000005,0.07783910375,566.449101,6.2271283,20.658452866250002,Public Transport,13.5,0.0,9.0,4.0,0.5,0.267,0.034,16.0,6.027,5.726,0.0
345,24.0,505,True,784.0,251.0,61.15906875375,3.48591390375,4892.7255003,278.8731123,181.97831599083332,Public Transport,117.33,2.0,71.43,42.4,3.5,2.827,0.233,7.0,54.345,51.285,0.53
346,478.0,716,True,1660.0,1078.0,2.8947518175,0.9184603362500001,231.5801454,73.4768269,22.81321215375,Public Transport,19.0,0.0,15.88,2.18,0.93,0.145,0.062,41.0,10.844,10.636,0.0
347,254.0,515,True,2028.0,26.0,2.72549593875,0.28810997125000004,218.0396751,23.0487977,11.480272576666666,Public Transport,9.12,0.0,6.43,2.27,0.42,0.151,0.027,41.0,2.525,2.347,0.0
348,55.0,726,True,1346.0,197.0,35.56636385375,1.7622562262500001,2845.3091083,140.9804981,70.17862008,Public Transport,33.33,0.0,17.38,14.37,1.58,0.958,0.105,31.0,8.883,7.82,0.0
349,72.0,726,True,180.0,197.0,3.34861802,1.7622562262500001,267.8894416,140.9804981,14.660874246250001,Public Transport,9.55,0.0,6.32,1.65,1.58,0.11,0.105,73.0,3.831,3.616,0.0
350,41.0,727,True,1486.0,1375.0,1.87799833,1.6399802562499999,150.2398664,131.1984205,20.001311919583333,Public Transport,16.48,0.0,13.42,1.78,1.28,0.118,0.086,33.0,9.203,8.999,0.0
351,242.0,732,True,2071.0,2049.0,3.49374599625,1.4382949875,279.4996797,115.063599,22.165374317083334,Public Transport,17.23,0.0,11.02,4.58,1.63,0.305,0.108,43.0,4.95,4.536,0.0
352,7.0,505,True,766.0,251.0,1.1091658125000001,3.48591390375,88.733265,278.8731123,87.07841304958333,Public Transport,82.48,2.0,78.5,0.48,3.5,0.032,0.233,7.0,59.448,59.183,0.53
353,131.0,505,True,780.0,251.0,31.96520363875,3.48591390375,2557.2162911,278.8731123,128.56778420916666,Public Transport,93.12,2.0,73.77,15.85,3.5,1.057,0.233,7.0,55.212,53.922,0.53
354,1850.0,740,True,496.0,502.0,5.41494612125,1.58106478375,433.1956897,126.4851827,19.21267757166667,Public Transport,14.7,0.0,8.95,4.1,1.65,0.274,0.11,16.0,5.059,4.674,0.0
355,36.0,512,True,1785.0,339.0,19.12040294125,0.07783910375,1529.6322353,6.2271283,55.73157537833333,Public Transport,36.53,0.0,26.33,9.7,0.5,0.646,0.034,9.0,16.543,15.863,0.0
356,43.0,716,True,1391.0,1078.0,5.910851435,0.9184603362500001,472.8681148,73.4768269,22.42931177125,Public Transport,15.6,0.0,8.77,5.9,0.93,0.393,0.062,64.0,5.512,5.057,0.0
357,54.0,727,True,1468.0,1997.0,0.45552948125,2.2235530875,36.4423585,177.884247,24.312415902083334,Public Transport,21.63,0.0,18.53,0.75,2.35,0.05,0.157,15.0,9.893,9.687,0.0
